outlet,bias,headline,summary,ground_news_interest_url
Malay Mail,Lean Right,"Impeached, indicted, and awaiting trial: What lies ahead for South Korean President Yoon Seok-yeol?","SEOUL, Jan 28 — Impeached South Korean President Yoon Seok-yeol was indicted for his martial law declaration that plunged the country into political turmoil, with prosecutors accusing him of being a “ringleader of insurrection”. His indictment on Sunday makes him the country’s first sitting head of state to face a criminal trial for his short-lived martial law declaration on December 3. Yoon has been ordered to remain in a 12-square-metre cell a… 1 year ago · Selangor, Malaysia",https://ground.news/interest/malay-mail
teleSUR,Far Left,South Korean Prosecutor’s Office Accuses Deposed President of insurgency After Decretating Martial Law · Global Voices,"The indictment takes place one day before the president's term of pretrial detention expires. South Korea's former deposed president, Yoon Suk-yeol, was formally charged on Sunday for the crime of insurrection, following his controversial decision to declare martial law on December 3. READ ALSO: Deposed South Korea's president comes to testify in court about his arrest Following a search by the Bureau of Corruption Investigation for High Range O… 1 year ago",https://ground.news/interest/telesurtvnet
आज तक,Lean Right,The problems of jailed South Korean President have increased. How much punishment will he get for imposing martial law?,"If convicted, Yoon could face years in prison. His shocking martial law order was aimed at restricting political and parliamentary activity and controlling the media. His move has unleashed massive political turmoil in Asia's fourth-largest economy and a major US ally. 1 year ago",https://ground.news/interest/_421d90
9News,Lean Right,South Korea's president facing potential death sentence,"South Korean prosecutors on Sunday indicted impeached President Yoon Suk Yeol on rebellion in connection with his short-lived imposition of martial law, a criminal charge that could incur the death penalty or life imprisonment if convicted.This is the latest blow to Yoon, who was impeached and arrested over his December 3 martial law decree that plunged the country into political turmoil, shook its financial markets and hurt its international im… 1 year ago · Australia",https://ground.news/interest/9news
NOS,Lean Right,Suspended South Korean president charged with leading uprising,"Suspended South Korean President Yoon has been charged with rebellion and leading an uprising after he unexpectedly declared martial law in December. While the charges are not surprising, they come earlier than expected. Now that he has been formally charged, his trial is likely to begin soon, South Korean media reported. Rebellion and leading an uprising are among a small number of crimes for which the country’s president does not enjoy immunit… 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
"La Nación, Grupo Nación",Lean Right,Prosecutor Formalizes Charges Against South Korean President by Failed Martial Law · Global Voices,"Seoul. South Korea’s prosecution accused President Yoon Suk Yeol this Sunday of being the “leader of an insurrection” after a failed attempt to enforce martial law. In addition, he ordered that the president be detained. Yoon generated a political crisis on December 3 by imposing martial law, a measure quickly repealed when deputies managed to block the initiative. The leader was immediately suspended from his duties and became the first South K… 1 year ago",https://ground.news/interest/la-nacion-grupo-nacion
Globo,Lean Right,South Korea's ousted president prosecuted as 'insurrection leader' after declaring martial law,Yoon Suk-yeol was impeached for an attempted coup and became the first head of state in the country to be arrested while in office 1 year ago · Brazil,https://ground.news/interest/globo
Business Live,Lean Right,South Korea president indicted for insurrection,"Yoon Suk Yeol has been in custody since becoming the first sitting president to be arrested on January 15 1 year ago · Johannesburg, South Africa",https://ground.news/interest/business-live
El Financiero,Lean Right,Crisis in South Korea: These are the positions that President Yoon Suk Yeol will face,"South Korea's prosecution formally accused President Yoon Suk Yeol, who has been removed from office for his imposition of martial law, of rebellion, as reported on Sunday by local news reports.This is a criminal charge that could involve a death sentence or life imprisonment if convicted.This is the last blow to Yoon, who was removed from office and arrested by his martial law decree of December 3, 2024, which plunged the country into a huge po… 1 year ago · Mexico",https://ground.news/interest/el-financiero
thairath.co.th,Lean Right,South Korean prosecutors indict President Yoon Suk-yeol on charges of leading a rebellion,"South Korean prosecutors have officially indicted President Yoon Suk-yeol on charges of leading a rebellion, keeping him in prison. 1 year ago",https://ground.news/interest/thairathcoth
