outlet,bias,headline,summary,ground_news_interest_url
El Financiero,Right,"Judge Blocks Deportation of Liam, a 5-Year-Old Boy and His Father Detained by Ice in Minnesota","A federal judge has blocked on Tuesday the possible deportation of the 5-year-old child and his father, detained last week in Minnesota, by determining that they cannot be returned to Ecuador immediately.Liam Rabbit Ramos, 5 years old, was separated from his family at the entrance of his house in a suburb of Minneapolis, after federal agents detained his father, Adrian Alexander Rabbit Arias and both remain since then in a detention center in Sa…",https://ground.news/interest/el-financiero
KATC,Center,Judge halts DHS arrests of refugees without green cards in Minnesota,"A federal judge in Minnesota has temporarily blocked the Department of Homeland Security from arresting or detaining refugees who have not yet received green cards, ruling that the practice likely violates federal law.Plaintiffs sued, arguing that a federal immigration enforcement policy in Minnesota allowed the arrest and detention of refugees waiting for green cards. U.S. District Court Judge John R. Tunheim sided with the plaintiffs, ruling t…",https://ground.news/interest/katc
KSAT 12,Center,"WATCH LIVE: Lawmakers to speak at City Hall, call for DHS to release 5-year-old detained in Dilley",U.S. Rep. Joaquin Castro is planning to speak at a news conference in San Antonio to call on the Department of Homeland Security to release Liam Conejo Ramos and his father.,https://ground.news/interest/ksat-12
The Washington Hispanic,Center,Judge Issues Temporary Order Prohibiting Deportation of 5-Year-Old Child and Father Detained in Minnesota,"A federal judge issued a temporary order prohibiting the deportation of an Ecuadorian 5-year-old boy and his father who were arrested last week in Minnesota in an incident that further revived immigration divisions under the Trump administration. U.S. judge Fred Biery ruled on Monday that any removal or transfer of Liam Rabbit Ramos, 5 years old, and his father, Adrian Alexander Rabbit Arias, is suspended while a court case is going on. A petiti…",https://ground.news/interest/washington-hispanic
n-tv.de,Right,Arrested in Minnesota: Judge Forbids Five-Year-Old Deportation From the Us,"In the USA, tens of thousands of people are arrested to be deported, including a five-year-old and his father. The Homeland Security Agency wants to send them back to Ecuador. A judge sees this differently and forbids it - at least temporarily.",https://ground.news/interest/n-tvde
Radio France Internationale,Center,United States: a School in Minneapolis on the Lookout After Ice Arrests a 5-Year-Old Child,"The image of the arrest of Liam Ramos, 5 years old, by the American immigration police (ICE) in the suburbs of Minneapolis, shocked the school authorities that these agents intervened while the father of the child was bringing him back from school and that they used him as bait to attract other family members. According to Washington, the father would be Ecuadorian and would live in the United States without a residence permit. Liam and his fath…",https://ground.news/interest/radio-france-internationale
Tagesschau,Center,u.s. Judges Blocked Deportation of Five Year Olds After Fixing by Ice,"The case waved: After a father and his five-year-old son were taken into custody in an ICE operation in Minnesota, a federal judge responded. He stopped a possible deportation.",https://ground.news/interest/tagesschau
SDPnoticias.com,Lean Left,Rule with Fear: Homan in Charge and the Legitimacy of Civic Resistance,"It's not an image. It's not a viral video. It's not a ""sensitive case."" Liam is proof.The proof that Donald Trump's government has crossed a moral and constitutional border: the conversion of cruelty into public policy.Liam Rabbit Ramos is a child detained by federal authorities within the United States.Not at the border.Not in transit. Inside the country. Locked up with his father in conditions that lawyers and advocates describe as inhuman eve…",https://ground.news/interest/sdpnoticiascom
Spiegel,Lean Left,Minnesota: Court Stops Deportation of Five-Year-Old Boy and Father,The image of five-year-old Liam Conejo Ramos went around the world: ICE agents had appointed the little boy and his father in Minnesota to deport them. Now a court intervenes.,https://ground.news/interest/spiegel
CartaCapital,Left,u.s. Justice Temporarily Blocked the Expulsion of a Child Under 5 Years of Age Held by the Ice,"The case became a symbol of the indignation of Minnesota's protesters, who denounced the methods of immigration police as brutal.",https://ground.news/interest/cartacapitalcombr
Politiken,Lean Left,Judge Blocks Deportation of Five-Year-Old Detained by Ice,Five-year-old was detained by immigration authorities in Minneapolis last week. He is now in Texas.,https://ground.news/interest/politiken
abc,Right,A Judge Blocks the Deportation of the Five-Year-Old Boy Detained in Minneapolis with His Father,"A Texas federal judge has issued a car to block the deportation of a minor, Liam Rabbit Ramos, and his father, Adrian Alexander Rabbit Arias, by the U.S. Department of Homeland Security. Liam, 5 years old, became one of Trump's hard-handed immigration symbols in Minneapolis, where he now resided with his family. A photo of Liam, with a winter rabbit cap, alone, with a face frightened and grabbed by a federal agent by his Spiderman backpack, went…",https://ground.news/interest/abc_0c202e
abc News,Lean Left,Judge blocks removal of 5-year-old detained by ICE in Minnesota,A judge has temporarily blocked the removal of a 5-year-old and his father who were detained as part of the government's ongoing immigration crackdown in Minnesota.,https://ground.news/interest/abc-news_409efb
Le Monde,Lean Left,Judge temporarily blocks deportation of 5-year-old detained by ICE,"Liam Conejo Ramos and his father, Adrian Conejo Arias, who are asylum seekers from Ecuador, were arrested on January 20 by ICE agents. The superintendent of Columbia Heights Public Schools, where Ramos was a preschool student, said the pair was taken from their driveway as they arrived home.",https://ground.news/interest/le-monde
The Epoch Times,Right,Judge Blocks Deportation of 5-Year-Old Boy and Father in ICE Custody,"A federal judge has temporarily blocked the deportation of a 5-year-old Ecuadorian boy and his father after the detention of the boy’s father last week in a Minnesota suburb. U.S. District Judge Fred Biery issued the order Monday, prohibiting the removal or transfer of Liam Conejo Ramos and his father Adrian Alexander Conejo Arias from the country while their court case continues. The pair are being held at a family detention center in Dilley, T…",https://ground.news/interest/the-epoch-times
Anchorage Daily News,Center,Judge issues temporary order barring the removal of 5-year-old boy and father who were detained in Minnesota,"Federal officials have said the father was in the U.S. illegally, without offering details. The family’s attorney said he had a pending asylum claim allowing him to stay in the country.",https://ground.news/interest/anchorage-daily-news
연합뉴스-Yonhap News Agency,Right,A Us Court Blocks the Deportation of a 5-Year-Old Boy and His Father Detained in Minnesota.,"(San Francisco = Yonhap News) Correspondent Kwon Young-jeon = The Donald Trump administration's harsh immigration crackdown has sparked a backlash against enforcement agents, including Immigration and Customs Enforcement (ICE).",https://ground.news/interest/_ae7d36
Radio-Canada,Lean Left,Temporary Blockage of the Expulsion of a 5-Year-Old Child,"A judge temporarily blocked the expulsion from the United States of little Liam Conejo Ramos, who was arrested with his father last week.",https://ground.news/interest/radio-canada
