outlet,bias,headline,summary,ground_news_interest_url
Times of San Diego,Center,Would you or I get the same media coverage Nancy Guthrie is receiving?,"If you’re a true-crime junkie like me, there’s a good chance you have been following at least some of the coverage of missing Arizona mom Nancy Guthrie. The 84-year-old Tucson resident is best known as the mother of NBC News personality Savannah Guthrie. The elder Guthrie went missing on Feb. 1 and has not been seen or heard from since. Theories include that she was kidnapped from her home by a stranger or strangers and is being held for ransom.…",https://ground.news/interest/times-of-san-diego
SheKnows,Lean Left,"Savannah Guthrie’s Mom’s Alleged Kidnappers Issued a Terrifying Warning, Source Says","The ransom note deadlines in the search for Savannah Guthrie’s 84-year-old mother, Nancy, have come and gone, and the family is left with more questions than answers. The terror they are going through is unimaginable, and TMZ’s Harvey Levin revealed new details in the ransom note the media outlet received now that the Monday, February 9 deadline has passed. “I’ll read you one line from the ransom note we received,” he shared on the February …",https://ground.news/interest/sheknows
Times of India,Right,Nancy Guthrie update: FBI ‘not aware’ of any continued contact with kidnappers as ransom deadline passes,"The Nancy Guthrie disappearance refuses to die down anytime soon. The ransom deadline came and went Monday night, but there’s still no word from Nancy.",https://ground.news/interest/times-of-india
The Hill,Center,"FBI not aware of ‘continued’ communication between Guthrie family, suspected kidnappers as ransom deadline passes","The FBI on Monday said it was “not aware of any continued communication between” Nancy Guthrie’s family and her suspected kidnappers, with a reported ransom deadline having already passed. “For more than a week, FBI agents, analysts, and professional staff have worked around the clock to reunite Nancy Guthrie with her family,” the bureau said…",https://ground.news/interest/the-hill
India Today,Right,Savannah Guthrie appeals for public help as search for her mother enters 2nd week,"The Federal Bureau of Investigation has joined the search, placing digital billboards in several cities across Texas, California, Arizona and New Mexico. The agency is offering a reward of $50,000 for information leading to Nancy Guthrie’s recovery.",https://ground.news/interest/india-today
NZ Herald,Center,Savannah Guthrie family in ‘hour of desperation’ as mother feared kidnapped,A US TV host whose family has been at the centre of national attention for a week since her elderly mother was apparently kidnapped says she and her siblings...,https://ground.news/interest/nz-herald
South China Morning Post,Center,Mystery deepens in Guthrie case as purported ransom deadline passes,The FBI says it still has no suspects as ‘Today’ show co-host again appeals for the public’s help to find her mother.,https://ground.news/interest/south-china-morning-post
IBTimes UK,Lean Left,Savannah Guthrie Pleads for Help in Finding Missing Mom Nancy Guthrie,"Nancy Guthrie, the mother of television personality Savannah Guthrie, has been missing for an entire week. During this time, multiple demands for ransom have been made public by her abductors, and Savannah and her siblings have been responding publicly to whoever kidnapped their mother.The motive for Nancy's abduction remains unclear. However, fears for her safety continue to loom due to her health issues. Nancy is 84 years old and requires her …",https://ground.news/interest/ibtimes-uk
KTLA 5,Center,Savannah Guthrie pleads for help in new video,"""Today"" show host Savannah Guthrie took to social media on Monday afternoon, making an emotional plea right before a deadline to pay a $6 million ransom for her mom's return. The Guthrie family said they are willing to pay. She expressed her gratitude for the prayers and support she and her family have received as [...]",https://ground.news/interest/ktla-5
PBS NewsHour,Lean Left,Savannah Guthrie makes new video plea as ransom deadline for her missing mother nears,"Savannah Guthrie said in a video released Monday that her family is “at an hour of desperation” in the search for the “Today” show host's missing mother, ahead of Monday evening's looming ransom deadline set by the purported abductors.",https://ground.news/interest/pbs-newshour
