outlet,bias,headline,summary,ground_news_interest_url
WPDE,Lean Right,Trump says 25% tariffs on Mexican and Canadian imports will start midnight,"Trump added that the ""April Second Reciprocal Tariff date will remain in full force and effect."" 1 year ago",https://ground.news/interest/wpde_b0f2c8
Reason,Lean Right,Tariffs on imports from Canada and Mexico are still a terrible idea,"Outside the White House, President Trump's tariff plans are getting more unpopular with businesses and consumers. Will he listen? 1 year ago · United States",https://ground.news/interest/reason
The London free Press,Lean Right,"Trump tariffs: Ontario automakers could shutter plants within 1 week, analyst says","Ontario automotive assembly plants could shut down within a week of being hit with a U.S. tariff on their vehicles, some industry observers say. 1 year ago · London, Canada",https://ground.news/interest/the-london-free-press
The Yucatan Times,Lean Right,"The Trump administration announced they will move forward with Canada, Mexico tariffs","On Tuesday, Feb. 25, U.S. President Donald Trump said his administration plans to implement tariffs on neighbors Canada and Mexico next week. The tariffs were delayed a month after the countries promised to beef up their border security but Trump told reporters Monday the tariffs will now move” forward on time, on schedule.” Trump said earlier that the country would be hit with 25% tariffs on its products. Canada will also see a 10% duty on ener… 1 year ago",https://ground.news/interest/the-yucatan-times
Emirates24|7,Lean Right,Trump Stands Firm on Tariffs Against Canada and Mexico Ahead of March 4 Deadline,"President Donald Trump reaffirmed on Monday that tariffs on Canadian and Mexican imports are ""on time and on schedule,"" despite efforts by both countries to strengthen border security and curb fentanyl trafficking into the U.S. ahead of the looming March 4 deadline. ""The tariffs are going forward on time, on schedule,"" Trump stated at a joint news conference with French President Emmanuel Macron. When asked if Canada and Mexico had done enough t… 1 year ago · Dubai, United Arab Emirates (the)",https://ground.news/interest/emirates247
El Financiero,Lean Right,"Peso, a ‘media asta’ against the dollar: This is how the exchange rate reacted to the confirmation of tariffs on Mexico","Despite the decline in the strength of the dollar, the Mexican peso ended the first session of the week with losses.On Monday, the operators had to assimilate the inflation report in Mexico, as it stood at 3.74 percent in the first fortnight of February.The Mexican currency had a depreciation of 0.07 percent or 1.41 cents, with respect to its previous closure.The exchange rate closed at 20.42 pesos per dollar, according to data from the Bank of … 1 year ago · Mexico",https://ground.news/interest/el-financiero
Republic World,Lean Right,'We've Been Mistreated': Trump Warns US 'On Time with Tariffs' on Canada and Mexico,"Washington DC: US President Donald Trump on Monday reasserted his plan to impose 25 per cent tariffs on imports from Canada and Mexico will go ahead as scheduled next month (by March 4), as per media reports.Speaking at the White House, the US President said tariffs would be impl 1 year ago · Mumbai, India",https://ground.news/interest/republic-world
n-tv.de,Lean Right,"USA ""will be extremely liquid"": Trump makes serious: ""Targets will be introduced as planned""","Even before his term of office, Trump announces new tariffs. In his first days as US President, he actually imposes them on Canada and Mexico, but suspends them for a month. Now, the Republican states that he is serious. Other nations should follow soon as well. 1 year ago",https://ground.news/interest/n-tvde
The Epoch Times,Lean Right,Trump Says US ‘on Time With the Tariffs’ on Canada and Mexico,"U.S. President Donald Trump said Feb. 24 that his country is “on time with the tariffs” when asked about the pause on tariffs planned for Canada and Mexico focused on border security. Talking about broader relations including trade with the two countries, which he said have been to the disadvantage of the United States, he added, “the tariffs are going forward, on time, on schedule.” Trump made the comments during a joint press conference with F… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
"La Nación, Grupo Nación",Lean Right,"Canada and Mexico’s tariffs will go ahead, Trump announced","Washington. U.S. President Donald Trump said Monday that the 25% tariffs to Canada and Mexico, announced in early February to encourage them to fight illegal migration and trafficking in fentanyl and suspended for a month, “keep going.” “The tariffs go ahead, on time, and as scheduled,” he said at a joint press conference at the White House with his French counterpart, Emmanuel Macron. Canada and Mexico negotiate an agreement to avoid customs ta… 1 year ago",https://ground.news/interest/la-nacion-grupo-nacion
