outlet,bias,headline,summary,ground_news_interest_url
NEWSREP,Lean Right,Delta Air Lines Flight Overturns at Toronto Pearson Airport: 18 Injured,"As Delta Flight 4819 skidded across the snow-covered runway, flames licking at its fuselage, passengers found themselves upside down in a twisted heap of metal, fighting against time and terror to escape the wreckage. #DeltaFlight4819 #TorontoPlaneCrash #AviationSafety #Flight4819Crash #EmergencyLanding #AirlineIncident #PlaneCrashInvestigation #AviationNews 1 year ago",https://ground.news/interest/newsrep
The Telegraph,Lean Right,Pilot explains the ‘vanishingly rare’ risk of a plane flipping over,"At least 18 people were injured after a Delta Airlines plane flipped on landing at Toronto airport on Monday 1 year ago · London, United Kingdom",https://ground.news/interest/the-telegraph
telesurtv.net,Far Left,"Air crash in Toronto, Canada, leaves 19 injured","The CRJ900, a regional aircraft, is a creation of Canada’s aerospace company Bombardier. On Monday, a Delta Airlines plane overturned upon landing at Pearson Airport in Toronto, Canada, impacting its roof and causing 19 injured, three of them in critical condition. READ ALSO: Canada confirms that it will not become US state 51. The airport confirmed on social network X that there was an “incident” with Delta’s flight from Minneapolis. In additio… 1 year ago",https://ground.news/interest/telesurtvnet
Neue Zürcher Zeitung,Lean Right,"Toronto: plane lands upside down, all occupants survive","In Toronto, a passenger plane crashes during the landing. The eighty passengers have barely escaped a disaster. 1 year ago · Zürich, Switzerland",https://ground.news/interest/neue-zurcher-zeitung
Die Presse,Lean Right,"""And then we were on our head: Passenger describes turbulent...","The ""Delta Air Lines"" aircraft tipped over at Toronto Airport during winter conditions, and 18 people were injured. There were no signs of problems prior to landing, passengers report. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
LBC,Lean Right,Shocking footage shows passenger's 'lucky escape' after Delta jet crashes and 'flips' at Toronto airport leaving 18 injured,"Shocking footage has emerged online showing one passenger's lucky escape after the Delta jet he was travelling on crashed and 'flipped' at Toronto airport, leaving 18 injured. 1 year ago · London, United Kingdom",https://ground.news/interest/lbc
politika.rs,Lean Right,18 people injured after plane overturns at Toronto airport,"At least 18 people were injured on Monday, three of them seriously, after a Delta Airlines plane overturned while landing at Toronto's Pearson International Airport. 1 year ago · Belgrade, Serbia",https://ground.news/interest/politikars
rp-online.de,Lean Right,Accident in Canada: plane overturned in Toronto – at least 17 injured,In the Canadian city of Toronto there has been a plane accident with several injured. Pictures of the incident show an unusual picture: The plane came upside down on the runway to lie down. 1 year ago,https://ground.news/interest/rp-onlinede
India TV News,Lean Right,"Delta Airlines plane flips while landing at Toronto Airport, chilling videos surface","Delta Airlines plane flipped and crashed while landing at the Pearson Airport in Canada's Toronto leaving 19 injured. Among the injured three, including a child, were in serious condition. As many as 80 passengers were onboard the flight when the accident took place. All the 80 passengers were out of danger.  Meanwhile, the chilling videos of the incident have surfaced which garnered widespread attention and has been shared rampantly. In one of … 1 year ago · India",https://ground.news/interest/india-tv-news
Rochester Sentinel,Lean Right,"Delta plane flips upside down in Toronto crash, at least 18 injured","A Delta Air Lines jet with 80 people onboard crash-landed Monday at Toronto's main airport, officials said, flipping upside down and leaving at least 18 people injured but causing no deaths. 1 year ago · Rochester, United States",https://ground.news/interest/rochsentcom
Bangkok Post,Lean Right,Delta plane crashes and overturns while landing at Toronto Airport,"TORONTO — A Delta Air Lines jet attempting to land at Toronto Pearson Airport amid strong winds and drifting snow crashed and flipped over on the tarmac Monday afternoon, finally coming to a rest with its belly up and with at least one wing shorn off. 1 year ago · Bangkok, Thailand",https://ground.news/interest/bangkok-post
Malay Mail,Lean Right,"Delta jet flips upside down in Toronto crash, at least 17 hurt","TORONTO, Feb 18 — A Delta Air Lines jet with 80 people onboard crash landed Monday at the Toronto airport, officials said, flipping upside down and leaving at least 17 people injured but causing no fatalities. The Endeavor Air flight 4819 with 76 passengers and four crew was landing in the afternoon in Canada’s biggest metropolis, having flown from Minneapolis in the US state of Minnesota, the airline said. Paramedic services told AFP 17 people … 1 year ago · Selangor, Malaysia",https://ground.news/interest/malay-mail
ABP News,Lean Right,"Delta Airlines Plane Crashes In Toronto, Several Critically Injured","Delta Airlines Crash: A Delta Air Lines regional jet overturned while landing at Toronto Pearson Airport during high winds, injuring 18 of the 80 passengers, including three critically. 1 year ago · India",https://ground.news/interest/abp-news
The Free Press (Tampa),Lean Right,"Delta Plane Flips And Crash-Lands In Toronto, Injuring 18","A Delta Airlines flight from Minneapolis crash-landed and flipped upside down at Toronto Pearson International Airport on Monday, resulting in 18 injuries, including three critical. The incident occurred as Endeavor Flight 4819 was landing in Toronto amidst windy and snowy conditions. The plane, carrying approximately… Delta Plane Flips And Crash-Lands In Toronto, Injuring 18 1 year ago · Tampa, United States",https://ground.news/interest/the-free-press-tampa
thairath.co.th,Lean Right,"15 injured as Delta plane crashes, flips over at Toronto airport, 3 in critical condition","A Delta Air Lines passenger plane crashed while landing at Toronto International Airport, flipping over. At least 15 people were injured, three of them critically. 1 year ago",https://ground.news/interest/thairathcoth
The Epoch Times,Lean Right,At Least Eighteen Injured as Plane Flips on Landing in Toronto; European Leaders Discuss Russia-Ukraine War,"At least eighteen people were injured when a Delta Airlines flight flipped over upon landing at Toronto International Airport. All 80 passengers and crew members were accounted for. A federal judge will soon rule on a lawsuit aiming to curtail Elon Musk’s DOGE. Thirteen Democratic state attorneys general are seeking to block Musk and DOGE from accessing government systems and firing employees at seven agencies. European leaders held an emergency… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
Arutz Sheva,Lean Right,"Plane crash at Toronto airport injures 15, three of them critically",At least 15 people injured but no fatalities reported after a Delta Airlines aircraft arriving from Minneapolis crashed at Toronto Pearson Airport. 1 year ago · Israel,https://ground.news/interest/arutz-sheva
Financial Post,Lean Right,Here's the latest on the crash of a Delta plane at Toronto's Pearson airport,TORONTO -- A Delta Air Lines plane heading from Minneapolis to Toronto crashed at Pearson airport on Monday afternoon. Images posted on social media show the plane flipped over on the tarmac. 1 year ago · Canada,https://ground.news/interest/financial-post
Washington Examiner,Lean Right,Delta flight flips over after landing ‘incident’ at Toronto airport - Washington Examiner,"A Delta Air Lines flight arriving from Minneapolis, Minnesota, had an “incident” upon landing at Toronto Pearson International Airport in Canada on Monday. Images posted online show the aircraft flipped over on the runway, with some smoke emanating from the plane. The airport said all passengers and crew have been accounted for and that emergency teams are responding to the incident. Toronto Pearson is aware of an incident upon landing involving… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
Daily Express,Lean Right,Multiple injured as plane 'flips upside down' crashing into airport runway,"Paramedics said at least eight people were left injured, according to local media. 1 year ago · United Kingdom",https://ground.news/interest/daily-express
Australian Financial Review,Lean Right,Delta plane flips on landing at Toronto airport,"A jet has flipped upside down upon landing at Canada’s Toronto Pearson Airport amid windy weather following a snowstorm, injuring 18 of the 80 people on board. 1 year ago · Sydney, Australia",https://ground.news/interest/australian-financial-review
abc,Lean Right,At least eight injured in a plane crash with 80 people on board at Toronto airport,"A Delta Airlines aircraft crashed this Monday when it landed at Pearson Airport in Toronto, Canada, according to airport authorities, in an accident in which the aircraft was finished head-on and at least eight people were injured between the 80 on board. “ Toronto Pearson International Airport is aware of an incident during the landing of a Delta Air Lines aircraft coming from Minneapolis. Emergency teams are responding. All passengers and crew… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
focus.de,Lean Right,Plane overturns in Toronto! Reports contradict airport information,"At Toronto airport, a passenger plane with about 80 people has been killed on board and landed on its back. However, according to the airport, no one is injured. However, other information is reported. 1 year ago · Berlin, Germany",https://ground.news/interest/focusde
Albert Lea Tribune,Lean Right,Toronto airport confirms an “incident” occurred with a Delta Airlines flight from Minneapolis - Albert Lea Tribune,"TORONTO — A Delta Airlines plane flipped upon arrival at Toronto’s Pearson Airport on Monday and at least eight people are injured. The airport confirmed on X that an “incident” occurred with the Delta flight from Minneapolis and that all passengers and crew are accounted for. One passenger is critically injured and seven others were also hurt, paramedics said. Video from the scene showed the plane upside down on the snowy tarmac as emergency wo… 1 year ago",https://ground.news/interest/albert-lea-tribune
El Mundo,Lean Right,"Three critical wounded, including one child, in a plane crash in Toronto during the landing","18 people were injured in the accident at Toronto's Pearson International Airport, the most important in Canada and one of the busiest in North America. 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
BT,Lean Right,Plane crash lands in Toronto,Læs mere her. 1 year ago · Denmark,https://ground.news/interest/bt
National Post,Lean Right,'It's upside down': Delta plane crashes at Toronto Pearson Airport and everyone survives,Delta Air Lines Flight DL4819 crashed at Toronto Pearson Airport and astonishingly everyone survived. Read more about what happened 1 year ago · Canada,https://ground.news/interest/national-post
Irish Independent,Lean Right,At least eight injured after plane crashes and flips on landing at Toronto airport,"A plane crashed at Toronto Pearson International Airport on Monday and injured eight people, officials said, with CBC television reporting the plane flipped on landing. 1 year ago · Ireland",https://ground.news/interest/independentie
NDTV,Lean Right,"Delta Airlines Plane Crashes In Canada, 8 People Injured","TorontoA Delta Air Lines plane crash landed at the Toronto airport on Monday, the airport authority said, leaving the aircraft upside down and at least eight people injured, according to local media. 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
Dagens Nyheter.,Lean Right,Accident during landing in Toronto – several injured,"An accident occurred during a landing at Toronto airport on Monday. Eight people were reported injured, one seriously. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
Washington Times,Lean Right,Toronto Pearson Airport confirms 'incident' with Delta plane,"Toronto airport confirms an ""incident"" occurred with a Delta Airlines flight from Minneapolis. 1 year ago · United States",https://ground.news/interest/washington-times
7NEWS Australia,Lean Right,Passengers fighting for life after plane crash lands at Canadian airport,The plane was carrying around 80 people when it completely flipped over on landing. 1 year ago · Australia,https://ground.news/interest/7news-australia
BioBioChile,Lean Right,Delta aircraft ends up overturned while landing at Toronto airport: several injured report,"A Delta Air Lines plane ended up overturned this Monday while landing at Pearson International Airport in Toronto, Canada... 1 year ago · Chile",https://ground.news/interest/biobiochile
Il Sole 24 Ore,Lean Right,"Plane crash at Toronto airport, at least 8 injured","There would be at least eight injured in the plane crash at Toronto airport, where a Delta flight capsized while landing. This is reported by the American media. A Delta Airlines flight coming from... 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
News,Lean Right,Multiple people injured after plane crashes upside down at Toronto Pearson International Airport,Shocking footage shows a plane upside down at an airport in Canada in a crash that left multiple people injured. 1 year ago,https://ground.news/interest/news_356a3f
la Nacion,Lean Right,A passenger plane crashed and was turned around trying to land at a Canadian airport,"The aircraft, belonging to Delta Airlines, had departed from Minnesota in the direction of Canadian territory; both firefighters and local police officers work on site 1 year ago · Buenos Aires, Argentina",https://ground.news/interest/la-nacion_7042bc
9News,Lean Right,Three people critically injured in plane crash at Canadian airport,At least eight people have been reportedly injured following a plane crash at a major Canadian airport. 1 year ago · Australia,https://ground.news/interest/9news
Reforma,Lean Right,He suffers from an incident plane landing and overturning in Toronto,"Delta Airlines Avin suffered an incident upon landing and ended up turned at Toronto Pearson Airport, local press. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
Le Figaro,Lean Right,"Canada: Liner aircraft returns to landing in Toronto, at least 8 injured","A Delta Airlines aircraft from Minneapolis with dozens of people on board returned to the runway, breaking its wings. At least eight people were injured. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
The West Australian,Lean Right,US plane crashes and flips at international airport,A Delta Air Lines plane has crashed and flipped after attempting to land at an international airport. 1 year ago · Australia,https://ground.news/interest/the-west-australian
NOS,Lean Right,"Plane lands upside down on Toronto runway, eight injured","An airplane accident has occurred at the airport of the Canadian city of Toronto. The Delta Airlines plane ended up upside down on the runway for reasons still unknown. Little is known about the victims. According to local emergency services, eight people were injured, one of them seriously. There were 80 passengers on board. The accident occurred at Toronto Pearson International Airport. The plane came from the American city of Minneapolis. Eme… 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
Republic World,Lean Right,"Delta Plane Crash Lands At Toronto's Pearson Airport, Flips Upside Down On Snowy Runway","A Delta plane crash landed at Toronto's Pearson International Airport on Monday and flipped upside down while arriving from Minneapolis. 1 year ago · Mumbai, India",https://ground.news/interest/republic-world
India Today,Lean Right,"'It's upside down': Plane flips on landing at Canada airport, 18 injured","Canada plane crash: A Delta Air Lines plane flipped upside down upon landing at Canada's Toronto Pearson Airport on Monday, injuring 18 of the 80 people on board. 1 year ago · India",https://ground.news/interest/india-today
GB News,Lean Right,Delta Airlines plane 'crashes and flips' at Toronto Pearson Airport,"A Delta Airlines plane has ""crashed and flipped"" at Toronto Pearson airport 1 year ago · London, United Kingdom",https://ground.news/interest/gbnewscom
End Time Headlines,Lean Right,Multiple people injured in Delta Airlines plane crash in Toronto,"A Delta Air Lines aircraft has reportedly crash-landed at Toronto Pearson International Airport. Preliminary reports indicate that the incident involved Delta Air Lines Flight 4819, which was arriving from Minneapolis–Saint Paul. Authorities, including Peel Regional Police, are responding to the scene. As of now, there is no confirmed information regarding casualties or the number of […] 1 year ago",https://ground.news/interest/end-time-headlines
The US Sun,Lean Right,Delta plane 'crashes at airport and flips' as emergency crews rush to scene,"A DELTA plane has flipped upside down and crashed at the Toronto airport.The plane was flying from Minneapolis to Toronto Pearson International Airpor 1 year ago · New York, United States",https://ground.news/interest/the-us-sun
El Vocero de Puerto Rico,Lean Right,Commercial plane crashes at Toronto airport,"Emergency crews are responding to an ""incident"" involving a Delta Air Lines aircraft at Toronto Pearson International Airport. 1 year ago",https://ground.news/interest/el-vocero-de-puerto-rico
Svenska Dagbladet,Lean Right,"All 80 survived: ""We hung upside down""","A plane with 80 people on board crashed on Monday at Canada's largest airport in Canada. At least 17 people were injured. 1 year ago · Stockholm, Sweden",https://ground.news/interest/svenska-dagbladet
New York Post,Lean Right,"Delta Air Lines confirms no fatalities after plane crashes, flips upside-down at Toronto Pearson International Airport, leaving 18 injured — miraculously none critical","A Delta Air Lines plane crash-landed and flipped upside-down on the runway at Toronto Pearson International Airport on Monday — and miraculously everyone on board escaped the wreck without critical injuries, officials said. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
WXLV,Lean Right,"Delta plane crash at Toronto Pearson injures over a dozen, all 80 passengers evacuated","All 80 passengers evacuated; up to eight people injured, some critically, according to paramedics. 1 year ago",https://ground.news/interest/wxlv
Just the News,Lean Right,"Delta flight from Minnesota crashes at Toronto airport, injuring passengers as it flipped over","No deaths have been reported in the crash, but 18 people were injured. The flight carried a total of 80 people - 76 passengers and four crew members. 1 year ago · Washington, United States",https://ground.news/interest/justthenewscom
TMZ,Lean Right,"Delta Airlines Plane Crashes at Toronto Airport, Flips Upside Down","Scary incident on Delta Air Lines ... a plane crashed and flipped upside down after landing. Footage from Toronto Pearson International Airport shows the fuselage flipped over on a snowy runway ... with emergency crews responding. Smoke is… 1 year ago · Los Angeles, United States",https://ground.news/interest/tmz
teleSUR,Far Left,"European leaders meet without agreement in Paris, France","The meeting of the leaders of Germany, Italy, Poland, Spain, the Netherlands, Denmark and the United Kingdom, who were convened by French President Emmanuel Macron, concluded without a joint statement after discussing regional security issues, as well as the possible dispatch of alleged peace troops to Ukraine. READ ALSO: France assesses military deployment in Greenland against threats of annexation by the United States According to press agenci… 1 year ago",https://ground.news/interest/telesurtvnet
Reforma,Lean Right,European Leaders Meet to Respond on Ukraine · Global Voices,"France received countries from the European Union and the United Kingdom for an emergency meeting on how to respond on Ukraine. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
Clarin,Lean Right,Russia-Ukraine war: European leaders already meet in Paris to respond to Donald Trump’s initiative,"Europe's security is at a turning point, said Ursula von der Leyen, the head of the executive branch of the European Union (EU), before the start of the meeting in the French capital.Both Kiev and the European powers fear being excluded from the negotiations to end the conflict in Ukraine, invaded by Moscow in February 2022. 1 year ago · Buenos Aires, Argentina",https://ground.news/interest/clarin_5fa6ca
NOS,Lean Right,PVV does not want Dutch soldiers in Ukraine • European leaders to Paris for emergency talks,In this blog you can read the latest news about the emergency meeting of European leaders in Paris. You can also read about the talks between the United States and Russia in Saudi Arabia. 1 year ago · Netherlands (Kingdom of the),https://ground.news/interest/nos_4ae905
n-tv.de,Lean Right,What could come out at summits: Europe stands up against Trump for Ukraine negotiations,European heads of state and government meet in Paris in the afternoon for the crisis summit. What the top meeting on the Ukraine war is about and what results could be achieved at the end. 1 year ago,https://ground.news/interest/n-tvde
politika.rs,Lean Right,European leaders to meet in Paris today on Ukraine,"French President Emmanuel Macron will host a meeting of European leaders today to discuss the situation in Ukraine, French Foreign Minister Jean-Noel Barrot said. 1 year ago · Belgrade, Serbia",https://ground.news/interest/politikars
9News,Lean Right,European leaders to hold emergency meeting on Trump peace plan,European leaders will hold an emergency summit on Ukraine amid growing concern that the Trump administratio... 1 year ago · Australia,https://ground.news/interest/9news
Globo,Lean Right,Macron to hold emergency summit on the war in Ukraine,Meeting with European leaders will take place this Monday (17) 1 year ago · Brazil,https://ground.news/interest/globo
Le Parisien,Lean Right,Meeting for Ukraine in Paris: which European leaders will be present on Monday?,"The main European leaders will meet as Donald Trump looks forward to finding a peace agreement between Russia and Ukraine without them. The meeting will take place in Elysée in the afternoon. 1 year ago · Paris, France",https://ground.news/interest/le-parisien
abc,Lean Right,Sánchez will travel to Paris to the summit of leaders called by Macron to talk about Ukraine,"The president of the government, Pedro Sánchez, plans to travel this Monday to Paris to participate in the informal summit of European leaders called urgently by the president of France, Emmanuel Macron, to elaborate a ""common response"" to the war in Ukraine.The French president has taken this step following the talks of the president of the United States, Donald Trump, with his Russian counterpart, Vladimir Putin, to end the military offensive … 1 year ago · Spain",https://ground.news/interest/abc_0c202e
The Straits Times,Lean Right,"France to host European summit on Ukraine, security on Feb 17, minister says",The US' Ukraine envoy had said Europe would not have a seat at the table for Ukraine peace talks. 1 year ago · Singapore,https://ground.news/interest/the-straits-times_9bb9e6
Just the News,Lean Right,"Macron convening emergency European summit on Trump, Polish minister reveals","Sikorski says he's ""very glad"" Macron is convening the meeting, emphasizing that the leaders will ""in a very serious fashion"" address the challenges European nations face during President Donald Trump's second term. 1 year ago · Washington, United States",https://ground.news/interest/justthenewscom
Dagens Nyheter.,Lean Right,Crisis meeting in Paris after US announcement ahead of peace talks,"European leaders are trying to rally after the US announced that peace talks with Russia over Ukraine have begun, and that Europe has no place at the table. France's foreign minister confirmed on Sunday that an informal summit has been called for Monday, with the ""most concerned countries"". According to reports, six countries are participating. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
Le Figaro,Lean Right,"War in Ukraine: a meeting between the ""main European countries"" will be held on Monday in Paris","The Heads of Government of Germany, the United Kingdom, Italy, Poland, Spain, the Netherlands and Denmark will gather in the midst of tensions due to Donald Trump's diplomatic initiatives with Vladimir Putin on Ukraine. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
El Mundo,Lean Right,Europe prepares an emergency meeting so as not to let Ukraine fall,"Still in shock over the American abandonment, European leaders will meet tomorrow Monday for an emergency summit on the war in Ukraine. 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
DNyuz,Lean Right,UK’s Starmer to attend emergency European summit in Paris,"U.K. Prime Minister Keir Starmer is expected to attend an emergency summit of European leaders that is being organized for Monday in Paris, according to media reports. France has yet to confirm the meeting, with an Elysée official telling POLITICO there are “ongoing discussions about holding an informal meeting, but nothing has been decided yet.” In confirming he would attend the Paris gathering, Starmer said Europe is at a “once-in-a-generation… 1 year ago",https://ground.news/interest/dnyuz
Washington Times,Lean Right,"Frozen out of Ukraine peace talks, European leaders to hold emergency summit","Officials from Britain, France, Germany, Italy, Poland, Denmark and other nations appear to be invited to the summit, which reportedly will be held in Paris on Monday. French President Emmanuel Macron is reportedly organizing the summit. 1 year ago · United States",https://ground.news/interest/washington-times
New York Post,Lean Right,French prez Emmanuel Macron sets emergency summit for European leaders,"Polish Foreign Minister Radosław Sikorski revealed Macron's plans while attending the Munich Security Conference Saturday. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
