outlet,bias,headline,summary,ground_news_interest_url
Irish Independent,Lean Right,At least 18 dead after stampede at New Delhi railway station in India,At least 18 dead after stampede at New Delhi railway station in India 1 year ago · Ireland,https://ground.news/interest/independentie
El Vocero de Puerto Rico,Lean Right,Deadly stampede at train station during Kumbhamela,"At least 18 people, including four minors and eleven women, were killed on Saturday in a stampede at Delhi Railway Station during the Hindu festival of Kumbhamela, which is celebrated every twelve years, the… 1 year ago",https://ground.news/interest/el-vocero-de-puerto-rico
आज तक,Lean Right,"Huge crowd at Asansol railway station, scramble to catch train passing through Prayagraj","The failure of crowd management was seen at Asansol station when the situation worsened during the time of the train to Mumbai. Despite the instructions of DRM, there were flaws in the management, which raises questions on security. After the stampede at New Delhi station last night, instructions were given to other important stations to make security arrangements, after which this latest incident has come to light. 1 year ago",https://ground.news/interest/_421d90
Business Standard,Lean Right,Centre probing if fake news caused Delhi stampede: Sukanta Majumdar,"The Indian Railways announced compensation of Rs 10 lakh for the families of the deceased, Rs 2.5 lakh for the seriously injured, and Rs 1 lakh for those with minor injuries 1 year ago · India",https://ground.news/interest/business-standard
Die Presse,Lean Right,Many dead at mass panic at railway station in India,"The station was heavily overcrowded because of the rush to the world's largest pilgrimage Maha Kumbh Mala. At least 15 people died in a mass panic, including ten women and three children. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
Financial Express,Lean Right,"New Delhi Railway Station Stampede Highlights: CCTV footage examined, eyewitness statements to be recorded, says Indian Railways probe panel","New Delhi Railway Station Stampede Today Highlights: According to the fire department, distress calls about a stampede on platforms 14 and 15 were received around 9:55 pm. Four fire tenders were rushed to the scene. 1 year ago · Uttar Pradesh, India",https://ground.news/interest/financial-express
NDTV,Lean Right,"""Tweet Is Proof Of..."": Lt Governor Slammed For Post On Delhi Stampede","A political row has erupted over Delhi Lieutenant Governor VK Saxena's edited social media post over the stampede at the New Delhi Railway Station stampede which occurred on Saturday night and caused the deaths of 18 people, including five children, and left many others injured. Initially, Mr Saxena's post on X (formerly Twitter) acknowledged the ""tragic loss of lives and injuries"" due to the ""disorder and stampede"" at the station, offering his … 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
Bangkok Post,Lean Right,Death toll rises to at least 18 in New Delhi railway station stampede,"NEW DELHI - The death toll in a stampede at the main railway station in India's capital New Delhi rose to at least 18, including five children, media reports said on Sunday, citing the Press Trust of India news agency. 1 year ago · Bangkok, Thailand",https://ground.news/interest/bangkok-post
abc,Lean Right,At least 18 dead in a stampede at a New Delhi train station during the world’s largest religious holiday,"At least 18 people, including four minors and eleven women, have died this Saturday at a stampede at Delhi Railway Station during the Hindu festival of Kumbhamela, which is held every twelve years, next February 26th of this year. Two of the pilgrimage trains were delayed by the excessive accumulation of people, which caused a sudden movement and fatal avalanche, according to Indian television NDTV. A spokesman at Lok Nayak Hospital in New Delhi… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
Neue Zürcher Zeitung,Lean Right,At least 15 people are killed in a mass panic at the main train station in New Delhi,"There was a mass panic at the main train station of New Delhi. Many of the travellers were pilgrims who wanted to travel to the largest religious festival in the world. 1 year ago · Zürich, Switzerland",https://ground.news/interest/neue-zurcher-zeitung
