outlet,bias,headline,summary,ground_news_interest_url
The Straits Times,Lean Right,"Russian drone attack damaged Chornobyl plant's confinement structure, chief engineer says","CHORNOBYL, Ukraine -A Russian drone attack badly damaged the confinement structure around the disused Chornobyl nuclear power plant intended to prevent the release of nuclear substances, a senior nuclear industry official said on Friday. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
NHK World,Lean Right,"Ukraine accuses Russia of attack on Chernobyl nuclear power plant, Russia denies","[NHK] Ukrainian President Zelensky said that the shelters set up to prevent the spread of radioactive materials at the Chernobyl Nuclear Power Plant were in danger of being destroyed by Russian forces. 1 year ago · Tokyo, Japan",https://ground.news/interest/nhk-world
National Post,Lean Right,"A Russian drone struck Chernobyl's reactor shell, Ukraine says",Kremlin spokesman Dmitry Peskov denied the Ukrainian claims it was responsible 1 year ago · Canada,https://ground.news/interest/national-post
End Time Headlines,Lean Right,Zelensky claims a Russian drone struck Chernobyl reactor protective shell,"Ukrainian President Volodymyr Zelensky is claiming that a Russian drone carrying a high-explosive warhead struck the protective shell over Reactor 4 at Ukraine’s Chernobyl Nuclear Power Plant. According to the NY Post, The attack caused significant damage and ignited a fire, which was promptly extinguished. Despite the severity of the incident, radiation levels in the […] 1 year ago",https://ground.news/interest/end-time-headlines
आज तक,Lean Right,Russia denies attack on Chernobyl nuclear reactor plant,Russia has denied the claim of an attack on the Chernobyl nuclear reactor plant in Ukraine. Kremlin spokesman Dmitry Peskov denied this claim by Ukraine. 1 year ago,https://ground.news/interest/_421d90
"La Nación, Grupo Nación",Lean Right,Russian Dron Impacts Chernobyl Sarcophagus · Global Voices,"A Russian attack drone hit the safety structure covering reactor 4 of the Chernobyl nuclear power plant, causing significant damage and a fire that was extinguished, as reported by the President of Ukraine, Volodimir Zelenski. Although radiation levels have not increased, the incident has generated international concern about nuclear safety. European Union head of diplomacy, Kaja Kallas, described the attack as a sign that Russia “does not want … 1 year ago",https://ground.news/interest/la-nacion-grupo-nacion
EADaily,Lean Right,The head of the Ministry of Internal Affairs of Ukraine unwittingly caught Zelensky in a lie about the attack on the Chernobyl nuclear power plant: EADaily,"EADaily, February 14th, 2025. The Minister of Internal Affairs of Ukraine, Igor Klimenko, obviously did not coordinate his statement about the attack on the Chernobyl nuclear power plant with the President's Office, and eventually denied Zelensky. 1 year ago",https://ground.news/interest/eadaily
NEWSREP,Lean Right,"Russian Drone Strike Hits Chernobyl Reactor Cover, Ukraine Raises Alarm Ahead of Security Talks",A Russian drone strike hit the protective covering over the Chernobyl Nuclear Power Plant’s destroyed fourth reactor early Friday morning. #Drone #Chernobyl #UkraineRussiaWar 1 year ago,https://ground.news/interest/newsrep
Bangkok Post,Lean Right,Russian drone hits Chernobyl but no radiation detected,"KYIV - Ukrainian President Volodymyr Zelensky said Friday that a Russian drone had struck a cover built to contain radiation at the Chernobyl nuclear power plant, adding that radiation levels were normal. 1 year ago · Bangkok, Thailand",https://ground.news/interest/bangkok-post
El Financiero,Lean Right,Did Russia attack the Chernobyl nuclear power plant in Ukraine?,"The Kremlin denied this Friday that the Russian Army attacked the Ukrainian headquarters in Chernobyl, the scene in 1986 of the largest nuclear accident in history, as denounced by the President of Ukraine, Volodimir Zelenski. “The Russian military does not do that. That’s why any claim that this was not the case does not correspond to reality,” said the spokesman for the Russian Presidency, Dmitri Peskov, in his daily press conference. Although… 1 year ago · Mexico",https://ground.news/interest/el-financiero
The Epoch Times,Lean Right,"Chernobyl Shield Hit by Russian Drone, Radiation Normal: Ukraine","Ukrainian President Volodymyr Zelenskyy said on Friday that a Russian drone armed with a warhead had struck the sarcophagus protecting the shell of the Chernobyl nuclear power plant. The incident came after President Donald Trump said on Feb. 12 that he would meet with Russia’s President Vladimir Putin to discuss ending the war in Ukraine, which began when Moscow invaded in Feb. 2022. Zelenskyy said radiation levels at Chernobyl had not increase… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
India TV News,Lean Right,Chernobyl nuclear reactor roof under drone attack: Here's why it worries the world,"Chernobyl under attack: Ukrainian President Volodymyr Zelenskyy on Friday claimed that a Russian drone with a high-explosive warhead targeted the protective containment shell of the Chernobyl Nuclear Power Plant in the Kyiv region. However, Kremlin spokesman Dmitry Peskov denied the Ukrainian claims saying that the Russian military ""does not do"" these kinds of activities. Pescov, in a conference call with reporters, said, ""There is no talk about… 1 year ago · India",https://ground.news/interest/india-tv-news
Sapo,Lean Right,Russia rejects attack on Chernobyl nuclear power plant,"“Any such allegation is not true, our military doesn't do that,” Kremlin spokesman Dmitri Peskov told reporters in Moscow. The content Russia rejects attack on Chernobyl nuclear power plant appears first in Journal i. 1 year ago · Portugal",https://ground.news/interest/sapo
The Telegraph,Lean Right,Russian drone blows hole in Chernobyl’s protective shell,"UAV collision with Reactor 4 site sparks fears of potential radiation leak 1 year ago · London, United Kingdom",https://ground.news/interest/the-telegraph
Український мілітарний портал,Lean Right,Russia Attacks Shelter Structure At Chernobyl Nuclear Power Plant,"Last night, a Russian strike drone with an explosive warhead hit the Shelter Structure of nuclear reactor number 4 building of the Chernobyl nuclear power plant. 1 year ago",https://ground.news/interest/_36bd62
NDTV,Lean Right,Drone Strikes Radiation Cover At Chernobyl Nuclear Plant In Ukraine,"At 2:02 am tonight, the deserted Chernobyl Nuclear Plant was struck by a drone, which Ukraine claims was Russian, damaging a cover intended to stop the radiation from the 1986 nuclear disaster. 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
brusselssignal.eu,Lean Right,"Russian drone damages Chernobyl nuclear plant’s shelter, Zelenskiy says",A Russian drone caused significant damage to the radiation containment shelter at the Chernobyl nuclear power plant overnight… 1 year ago · Belgium,https://ground.news/interest/brusselssignaleu
Welt,Lean Right,"War in Ukraine: video shows explosion at Chernobyl nuclear power station – ""Terrorist threat to the whole world"" video","A Russian drone is said to have damaged the protective shell of a Chernobyl reactor during the night. Ukrainian President Wolodymyr Selenskyy speaks of a ""terrorist threat to the whole world."" Videos document the incident. 1 year ago · Dortmund, Germany",https://ground.news/interest/welt
Dagens Nyheter.,Lean Right,Russian drone hit Chernobyl,"Russia has carried out a drone attack on the Chernobyl nuclear power plant overnight, Ukrainian President Volodymyr Zelenskyy said. Radiation levels in the area were not affected. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
Libertad Digital,Lean Right,Russia attacks with a drone with explosives the Chernobyl sarcophagus,Ukraine announces that it will give more information about this attack and others similar to the US delegation it will see today in Munich. 1 year ago,https://ground.news/interest/libertad-digital
New York Post,Lean Right,"Russian drone struck Chernobyl reactor shell, Zelensky says","A Russian drone hit the protective confinement shell of the Chernobyl Nuclear Power Plant in the Kyiv. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
NOS,Lean Right,Chernobyl shell damaged by drone strike,UN nuclear watchdog IAEA says there was an explosion and fire at the nuclear plant. 1 year ago · Netherlands (Kingdom of the),https://ground.news/interest/nos_4ae905
Republic World,Lean Right,BREAKING: Russian Drone With High Explosives Hits Chernobyl Nuclear Reactor,"KYIV: A Russian drone with a high-explosive warhead hit the protective confinement shell of the Chernobyl Nuclear Power Plant in the Kyiv region during the night, Ukrainian President Volodymyr Zelenskyy said Friday.Radiation levels have not increased, Zelenskyy and the U.N. ato 1 year ago · Mumbai, India",https://ground.news/interest/republic-world
El Mundo,Lean Right,Volodimir Zelenski denounces that a Russian drone has impacted the Chernobyl plant,"Ukrainian President Volodimir Zelenski reported this Friday, a few hours from the scheduled meeting with US Vice President J.D. Vance that a Russian drone... 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
ABP News,Lean Right,"Ukraine Says Russian Drone Hit Chernobyl Reactor Shell, But Radiation Levels Normal","Zelenskyy shared a video from the alleged drone attack and said that the strike damaged the structure of the power plant and started a fire, which had been put out. 1 year ago · India",https://ground.news/interest/abp-news
Irish Independent,Lean Right,"Chernobyl hit by Russian drone, says Zelensky","A Russian drone with a high-explosive warhead hit the protective confinement shell of the Chernobyl Nuclear Power Plant in the Kyiv region during the night, Ukrainian President Volodymyr Zelensky said. 1 year ago · Ireland",https://ground.news/interest/independentie
romaniatv.net,Lean Right,VIDEO Chernobyl was damaged by a Russian drone attack. Breaking news from the International Atomic Energy Agency. President Zelensky strongly condemns the attack,"Volodymyr Zelensky, the President of Ukraine, announces that a Russian drone attacked the Chernobyl nuclear power plant, which caused damage to a structure that prevents radiation leaks. The article VIDEO Chernobyl was damaged by a Russian drone attack. Last-minute alert from the International Atomic Energy Agency. President Zelensky strongly condemns the attack first appeared on Romania TV. 1 year ago",https://ground.news/interest/romaniatvnet
Il Sole 24 Ore,Lean Right,"Explosion and fire at the remains of Chernobyl's reactor 4. Zelensky: hit by a Russian drone. Vance, US troops in Ukraine if Putin is not in good faith","Macron to the Financial Times: peace in Eastern Europe must not be a surrender of Ukraine 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
abc,Lean Right,Zelenski denounces the attack of a Russian drone with explosives that has impacted the Chernobyl nuclear power plant,"An attack with Russian drones has caused damage to the radiation shelter of the Chernobyl nuclear power plant this Thursday night, as reported by Ukrainian President Volodymyr Zelenskiy. Chernobyl was the site of the world’s worst civilian nuclear catastrophe when one of its four reactors exploded in 1986. That reactor is now involved in a protective shelter, known as sarcophagus, to contain persistent radiation. The Russian drone hit this shelt… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
Die Presse,Lean Right,Drone attack on Chernobyl nuclear power station: Selensky speaks of...,"According to the Ukrainian president, the protective coat of the damaged Chernobyl nuclear power station was severely damaged during a Russian drone attack at night. The radiation values ""are normal and stable"", reports the IAEA. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
Asharq AL-awsat,Lean Right,"Russian Drone Attack Damages Chornobyl Nuclear Plant’s Shelter, Zelenskiy Says","A Russian drone attack caused significant damage to the radiation shelter of the Chornobyl nuclear power plant overnight, Ukrainian President Volodymyr Zelenskiy said on Friday. Chornobyl was the site of the world's worst civil nuclear catastrophe when one of its four reactors exploded in 1986. That reactor is now enveloped by a protective shelter, known as a sarcophagus, to contain the lingering radiation. The Russian drone struck the shelter o… 1 year ago · Riyadh, Saudi Arabia",https://ground.news/interest/asharq-al-awsat
