outlet,bias,headline,summary,ground_news_interest_url
Le Parisien,Right,"""Excessive Speed"": a Cable Car Accident in the Italian Alps Caused Four Injuries","The ski season is in full swing in the Alps between Christmas and New Year's Eve. Four people were injured and a hundred others were blocked at the top of a mountain in northwestern Italy on Tuesday, after the arrival too fast of a cable car cabin at the upper station, according to the rescue services.Nobody was seriously injured as a result of the accident on the Macugnaga cable car, which climbs to the Monte Moro pass, at 2,800 m above sea lev… 2 months ago · Paris, France",https://ground.news/interest/le-parisien
Deutschlandfunk,Center,Northern Italy - Four Injured in Cable Car Accident,Four people have been injured in a cable car accident in the Italian Alps. 2 months ago · Germany,https://ground.news/interest/deutschlandfunk
Spiegel,Lean Left,Italy: Cable Car Gondola Does Not Slow Down Enough – Four Injured,"A cable car cabin hit a barrier in an Italian ski resort at high speed. Four people were injured, about 100 had to be evacuated by helicopters. 2 months ago · Germany",https://ground.news/interest/spiegel
Times of Malta,Center,"Four hurt, 100 stranded after Italy cable car accident","Four people were injured and around 100 were stranded atop a mountain in northwest Italy on Tuesday after a cable car accident, authorities said.No one was seriously injured following the incident on the Macugnaga cable car, which travels up to the Moro Pass at 2,800 metres (9,000 feet) altitude near the Swiss border, a spokesman... 2 months ago",https://ground.news/interest/times-of-malta
CTV News,Center,"Italian cable car accident injures four people, 100 evacuated from mountain","At least four people were injured and helicopters helped to bring around 100 others to safety on Tuesday after a cable car accident on a mountain in northwest Italy, local authorities said. 2 months ago · Canada",https://ground.news/interest/ctv-news
Reuters,Center,"Italian cable car accident injures four people, 100 evacuated from mountain","At least four people were injured and helicopters helped to bring around 100 others to safety on Tuesday after a cable car accident on a mountain in northwest Italy, local authorities said. 2 months ago · United Kingdom",https://ground.news/interest/reuters_fa2539
delo.si,Lean Left,"At the Height of the Ski Season, About a Hundred People Were Stranded at an Altitude of 2,800 Meters.","The accident occurred at the height of the ski season, when many Italians and tourists flock to ski resorts for the Christmas and New Year holidays. 2 months ago",https://ground.news/interest/delosi
CBS News,Center,"Italy cable car accident leaves 4 hurt, 100 stranded on mountaintop for hours","Four people were injured and around 100 stranded visitors had to be rescued by helicopter after a cable car accident in northern Italy, officials said. 2 months ago · United States",https://ground.news/interest/cbs-news
Schweizer Radio und Fernsehen (SRF),Lean Left,Near Swiss Border - Cable Car Accident in Northern Italy: 100 People Evacuated,"At a height of about 2800 metres, a cabin bounced against a station barrier. Four people were slightly injured. 2 months ago · Zürich, Switzerland",https://ground.news/interest/schweizer-radio-und-fernsehen-srf
Die Presse,Right,Gondola Creaks in Mountain Station: Accident Puts Cable Car in Piedmont Lame,"The cable car of Macugnaga had to be stopped, about 100 people had to be rescued by helicopters. 2 months ago · Vienna, Austria",https://ground.news/interest/die-presse
Euronews,Center,At least six injured and 100 evacuated after Italy cable car crash,Dozens of people were left stranded after two cabins collided with the cable car's upper and lower stations near the village of Macugnaga in Piedmont. 2 months ago · France,https://ground.news/interest/euronews
La Libre,Center,A Cable Car Accident Hurts Several People in Italy: Hundreds of People Are Trapped at the Top of a Mountain,"Four people were injured and a hundred more evacuated on Tuesday after an incident on a cable car in Macugnaga, in northwestern Italy, where a cabin would have arrived too quickly at the station. ... 2 months ago · Brussels, Belgium",https://ground.news/interest/la-libre
Bild,Right,Almost 100 People Evacuated: Cable Car Gondola Crashes in Mountain Station,"After an accident at a cable car in the Italian Alps, almost 100 people have been evacuated. 2 months ago · Berlin, Germany",https://ground.news/interest/bild
Market Screener,Center,"Italian cable car accident injures four, forces evacuation","STORY: :: A cable car accident injures at least four people on Italy's Monte Moro mountain  :: Helicopters helped to evacuate about 100 people from an altitude of around 9,200 feet ... -December 30, 2025 at 11:22 am EST MarketScreener 2 months ago",https://ground.news/interest/marketscreenercom
La Vanguardia,Center,Six Wounded and One Hundred People Trapped by the Crash of a Cable Car in the Italian Alps,"A hundred people trapped this Tuesday at the top of Mount Moro, at 2,800 meters altitude in the Italian Alps, due to an incident on the cable car have already been evacuated, according to the National Alpine Rescue Corps.Continue reading... 2 months ago · Granada, Spain",https://ground.news/interest/la-vanguardia
The Independent,Lean Left,Cable car crash in Europe leaves four injured as 100 passengers evacuated,"The incident occurred in the Piedmont region of Italy 2 months ago · London, United Kingdom",https://ground.news/interest/the-independent_ff73a6
Zeit Online,Lean Left,Italian Alps: Almost 100 People Evacuated After Cable Car Accident in Piedmont,"In the Italian Alps, a cable car cabin crashed against a barrier. Four people were injured. Many skiers were stuck on the mountain for hours. 2 months ago · Germany",https://ground.news/interest/zeit-online
n-tv.de,Right,100 Skiers Are Evacuated: Cable Car Cabin Crashes Against Mountain Station in Italian Alps,"In Italy, a cable car collides with the barrier of a mountain station near the municipality of Macugnaga on the border with Switzerland. At least four people are injured - numerous skiers are temporarily stuck at about 2800 metres altitude. 2 months ago",https://ground.news/interest/n-tvde
ladepeche.fr,Lean Left,"""The Cab Didn't Slow Down!"" 6 Injured and 100 People Blocked After a Cable Car Accident in Italy","Big fear for holidaymakers at Monte Moro station, Italy. On Tuesday 30 December, a cable car cabin carrying 15 passengers hit the security barriers at 2,743 meters above sea level.... 2 months ago",https://ground.news/interest/ladepechefr
24ur.com,Center,"12 People Injured in Cable Car Accident, Including Two Children","A technical failure in a cable car at the Macugnaga ski resort in the northern Italian region of Piedmont has caused an accident, injuring 12 people, according to Italian media. Around a hundred people were stranded at an altitude of 2,800 meters and had to be flown down to the valley by helicopters. 2 months ago · Ljubljana, Slovenia",https://ground.news/interest/24urcom
Lietuvos Radijas ir Televizija,Center,"Cable Car Breakdown in Italy Injures 4, Traps Around 100 on Mountain","Four people were injured and about 100 people were trapped on a mountaintop after a cable car broke down in northwestern Italy, officials said. 2 months ago · Vilnius, Lithuania",https://ground.news/interest/lietuvos-radijas-ir-televizija
