outlet,bias,headline,summary,ground_news_interest_url
American Military News,Lean Right,US airstrikes against ISIS terrorists revealed in new footage shared by Trump,"President Donald Trump shared a video on Monday of U.S. military precision airstrikes against an ISIS “Attack Planner” and other terrorists in Somalia. The video Trump shared Monday on X, formerly Twitter, shows unclassified footage of U.S. airstrikes that were conducted on Saturday against “ISIS targets” in Somalia. https://t.co/DB2rvH3vzr pic.twitter.com/PK1V8YklhY— Donald J. Trump (@realDonaldTrump) February 3, 2025 In a Saturday post on soc… 1 year ago · United States",https://ground.news/interest/american-military-news
teleSUR,Far Left,Somalia: 48 Killed in U.S. Bombing of Alleged Terrorist Positions · Global Voices,"U.S. war planes bombed positions of the so-called Islamic State in northern Somalia. U.S. President Donald Trump announced on Saturday a series of bombings directed against the self-called Islamic State (IS) terrorist group in the mountainous region of Golis, north of Somalia. READ ALSO: President Sheinbaum to the U.S.: It is with dialogue and not with tariffs that common problems will be solved This attack resulted in the death of several membe… 1 year ago",https://ground.news/interest/telesurtvnet
NEWSREP,Lean Right,"SOFREP Daily: US Airstrikes Take Out Senior ISIS Planner in Somalia, Russia Slams Trump's Missile Shield","Here’s your SOFREP Daily News Brief: Key defense and global affairs insights to keep you in the know on Sunday, February 2. #SOFREPDaily #UkraineRussiaWar #MiddleEast 1 year ago",https://ground.news/interest/newsrep
il Giornale,Lean Right,“Eliminate key figures.” Trump's raids against ISIS start,"The government of the semi-autonomous region of Puntland, in Somalia, has declared that the military attacks ordered yesterday by the President of the United States Donald Trump on the Golis Mountains killed 'key figures' of the Islamic State group 1 year ago · Italy",https://ground.news/interest/ilgiornaleit
Daily Express,Lean Right,Donald Trump orders airstrike in African country and ISIS 'we will find you',Donald Trump says 'many' Islamic State terrorists have been killed in a US strike on Somalia. 1 year ago · United Kingdom,https://ground.news/interest/daily-express
Yeshiva World News,Lean Right,Trump Orders Strikes on ISIS Leaders in Somalia,President Trump says he ordered strikes on ISIS leaders in Somalia 1 year ago,https://ground.news/interest/yeshiva-world-news
NDTV,Lean Right,"""Will Find You, And Kill You"": Trump After US Strikes ISIS In Somalia","The United States military on Saturday conducted air strikes on Islamic State group targets in Somalia, President Donald Trump announced. ""This morning I ordered precision Military air strikes on the Senior ISIS Attack Planner and other terrorists he recruited and led in Somalia,"" Trump said on Truth Social. Defense Secretary Pete Hegseth said the strikes targeted IS-Somalia operatives in the Golis mountains in the semi-autonomous Puntland regio… 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
EADaily,Lean Right,The United States conducted the first major combat operation abroad in Trump's new term: EADaily,"EADaily, February 2nd, 2025. Air strikes on Islamic State targets* (IG*, a terrorist group banned in the Russian Federation) in Somalia became the first major US operation in Donald Trump's second presidential term, the New York Times reports. 1 year ago",https://ground.news/interest/eadaily
Le Point.fr,Lean Right,The United States carried out air strikes against Daesh in Somalia,"According to Donald Trump, the targeted jihadis were hidden in caves in the Golis Mountains region and “threatened the United States.” 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
The Epoch Times,Lean Right,US Strikes Target ISIS Attack Planner in Somalia,"U.S. military forces are conducting strikes in Somalia targeting elements of the local affiliate of the Islamist terror organization ISIS. An initial assessment of the Feb. 1 strikes suggested that multiple ISIS-Somalia operatives were killed and that there were no civilian casualties, according to a statement by Defense Secretary Pete Hegseth that was shared with The Epoch Times. “This action further degrades ISIS’s ability to plot and conduct … 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
Arab News,Lean Right,US military conducts airstrikes against Daesh operatives in Somalia,"WASHINGTON: The US military has conducted airstrikes against Daesh operatives in Somalia, the first attacks in the African nation during President Donald Trump’s second term. Defense Secretary Pete Hegseth said Saturday that the strikes by US Africa Command were directed by Trump and coordinated with Somalia’s government. An initial assessment by the Pentagon indicated that “multiple” operatives were killed. The Pentagon said it assessed that … 1 year ago · Riyadh, Saudi Arabia",https://ground.news/interest/arab-news
NOS,Lean Right,US launches airstrikes on ISIS in Somalia,The airstrikes were carried out in the north of the country where IS fighters are located. 1 year ago · Netherlands (Kingdom of the),https://ground.news/interest/nos_4ae905
n-tv.de,Lean Right,"""Many Terrorists Killed"": Trump Orders Airstrikes in Somalia","Experts warn of an increasing presence of the Islamic State in Somalia. Now, according to their own statements, the US is attacking caves in which ISIS fighters live. On X, President Trump sends a message to the terrorists. 1 year ago",https://ground.news/interest/n-tvde
Washington Times,Lean Right,U.S. airstrikes kill ISIS terrorists in Somalia,"The U.S. bombed Islamic State targets in Somalia on Saturday, President Trump said, marking the first major American operation against terrorist groups abroad since he took office on Jan. 20. 1 year ago · United States",https://ground.news/interest/washington-times
la Nacion,Lean Right,"By order of Donald Trump, the U.S. launches air strikes against Islamic State targets in Somalia","WASHINGTON.- The U.S. Army launched corrugated air strikes against targets of the jihadist group Islamic State - also known as ISIS - and members of the organization in the Golis Mountains in Puntland, a semi-autonomous region of Somalia. These are the first military actions on the African country of President Donald Trump's second term. Defense Secretary Pete Hegseth reported on Saturday that the attacks by the African Command were led by Trump… 1 year ago · Buenos Aires, Argentina",https://ground.news/interest/la-nacion_7042bc
romaniatv.net,Lean Right,"Donald Trump ordered the first airstrikes of his new term: ""We will find you and kill you!""","US President Donald Trump announced on Saturday that he had ordered airstrikes against an Islamic State strategist and other members of the terrorist organization who were hiding in caves in Somalia, a country in East Africa. The article Donald Trump ordered the first airstrikes of the new mandate: ""We will find you and kill you!"" appears first on Romania TV. 1 year ago",https://ground.news/interest/romaniatvnet
Le Figaro,Lean Right,"United States: Air strikes against the Islamic State group in Somalia have “killed numerous terrorists”, according to Trump","These attacks, carried out by drones, targeted an official of the jihadist group responsible for planning attacks. They would have hit some of their targets. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
abc,Lean Right,U.S. Attacks Islamic State Targets in Somalia · Global Voices,"On Saturday, U.S. military forces carried out air strikes against targets of the Islamic State (IS) group in Somalia, President Donald Trump announced. “This morning I ordered precision military air strikes against the main ISIS (EI) attack planner and other terrorists he recruited and led in Somalia,” Trump said on his Truth Social platform. Defense Secretary Pete Hegseth explained that the attacks were targeted by IS-Somalia groups in the Goli… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
New York Post,Lean Right,Trump orders airstrikes on ISIS leaders in Somalia,"The U.S. military conducted airstrikes against the senior ISIS attack planner and other terrorists in Somalia on Saturday. President Trump said on his Truth Social network that the strikes, the first military action since he took office Jan. 20, were carried out Saturday morning. Secretary of Defense Peter Hegseth said in a statement the U.S.... The post Trump orders airstrikes on ISIS leaders in Somalia appeared first on Daily Truth Report • Da… 1 year ago · New York, United States",https://ground.news/interest/new-york-post
Observador,Lean Right,"US attacked Islamic State targets in Somalia, Trump reveals","The United States carried out “air strikes” against several fighters of the extremist group Islamic State (IS) in Somalia, US President Donald Trump announced. 1 year ago · Portugal",https://ground.news/interest/observador
politika.rs,Lean Right,"Trump: I ordered airstrikes on ISIS in Somalia, killed more terrorists","US President Donald Trump says he ordered airstrikes against ISIS in Somalia that killed more terrorists 1 year ago · Belgrade, Serbia",https://ground.news/interest/politikars
El Debate,Lean Right,"Trump bombards several Daesh positions in Somalia: ""We will find you and kill you""",The air strike was aimed at one of the Islamic State planners in the area. “Biden and his cronies did not act quickly enough... 1 year ago,https://ground.news/interest/el-debate
