outlet,bias,headline,summary,ground_news_interest_url
WBFF,Lean Right,NIH says cuts to 'administrative overhead' will save taxpayers billions,"NIH announced a change in how it pays researchers for the ""indirect costs"" they incur, and the agency said the change will save taxpayers billions of dollars. 1 year ago",https://ground.news/interest/wbff
Reason,Lean Right,Can the Trump Administration Unilaterally Cut Indirect Costs for NIH Grants?,"On Friday, the Trump Administration announced that it would cap the indirect cost rate for federal grants from the National Institutes of Health at 1 year ago · United States",https://ground.news/interest/reason
NDTV,Lean Right,Scientists Deplore Sharp US Cut In Medical Research Funding,"The US agency overseeing medical research has announced a major cut in funding to universities and research centers, a move strongly condemned by scientists and academics who say work on cancer and other diseases will suffer. The National Institutes of Health (NIH) said late Friday it was setting a 15 percent limit on its funding of ""indirect,"" or overhead, costs linked to research. That represents a dramatic drop, amounting to billions of dolla… 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
Washington Examiner,Lean Right,"After NIH move, DOGE hysteria spreads - Washington Examiner","AFTER NIH MOVE, DOGE HYSTERIA SPREADS. There was an alarmist report in the Washington Post over the weekend about the Trump administration and the National Institutes of Health. Beneath the headline, “NIH cuts billions of dollars in biomedical funding, effectively immediately,” the paper cited various sources who said a new way of calculating medical grants, imposed by the Trump administration, would be a “devastating” move that would “imperil …… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
The Epoch Times,Lean Right,"NIH Slashes Indirect Costs, Says Move Will Save Billions per Year","The National Institute of Health (NIH) on Feb. 7 decreased the maximum indirect cost rate research institutions can charge the government to 15 percent. Indirect costs include utilities, facility, and personnel, and service contracts. NIH predicts the change will save more than $4 billion a year. In 2024, $9 billion of the $35 billion granted for research “was used for administrative overhead, what is known as ‘indirect costs,’” the agency said … 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
The West Australian,Lean Right,Grief amid joy as three gaunt Israeli hostages released,"The release of three Israeli civilians from captivity by Hamas was bittersweet for families who were horrified by the pale, emaciated figures they saw on TV. 1 year ago · Australia",https://ground.news/interest/the-west-australian
BioBioChile,Lean Right,Netanyahu insists that all hostages will be released and that Hamas will be eliminated,"Israeli Prime Minister Benjamin Netanyahu insisted this Saturday after three more hostages left Gaza, in return... 1 year ago · Chile",https://ground.news/interest/biobiochile
Washington Examiner,Lean Right,Israel alarmed by state of hostages: ‘Returning another person’ - Washington Examiner,"The condition of three hostages released by Hamas on Saturday sparked outrage in Israel.  Over the weekend, Or Levy, Ohad Ben Ami, and Eli Sharabi returned to Israel as part of the fifth wave of prisoner exchanges between the Jewish nation and Hamas under the terms of the latest cease-fire. In return, Israel released 183 Palestinian prisoners to Hamas.  The Jewish prisoners suffered greatly while they were under Hamas captivity, according to fam… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
thairath.co.th,Lean Right,"Hamas releases three Israeli male hostages, they're so thin they're almost unrecognizable","Three Israeli male hostages and 183 Palestinian prisoners have been released, with Israel expressing concern over the debilitating conditions of its citizens. 1 year ago",https://ground.news/interest/thairathcoth
Arutz Sheva,Lean Right,"Eli Sharabi, Or Levy, and Ohad Ben-Ami released from captivity","The Hamas terror group held a cynical 'ceremony' leading Ohad Ben-Ami, Eli Sharabi, and Or Levy onto a stage in Deir al-Balah in central Gaza. 1 year ago · Israel",https://ground.news/interest/arutz-sheva
