outlet,bias,headline,summary,ground_news_interest_url
Libertad Digital,Lean Right,The unforgivable forgetfulness of the Oscars' In Memoriam,"The In Memoriam picked up applause for Gene Hackman or David Lynch, but not everyone passed the Academy court. 1 year ago",https://ground.news/interest/libertad-digital
GB News,Lean Right,Gene Hackman 911 call released in full as details of harrowing phone call from caretaker emerges,"Police have released the 911 call made by a maintenance worker who discovered the bodies of Oscar-winning actor Gene Hackman and his wife Betsy Arakawa at their Santa Fe home 1 year ago · London, United Kingdom",https://ground.news/interest/gbnewscom
Dagens Nyheter.,Lean Right,Gene Hackman hailed by Hollywood colleagues: 'A giant',"The film world is in mourning and tributes are pouring in following the news that Gene Hackman has passed away at the age of 95. “A giant among actors,” said Dustin Hoffman in a statement. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
Australian Financial Review,Lean Right,‘Believable’ Gene Hackman was Hollywood’s consummate everyman,"The actor never fit the mould of a Hollywood movie star but became one by playing seemingly ordinary characters with deceptive subtlety, intensity and charm. 1 year ago · Sydney, Australia",https://ground.news/interest/australian-financial-review
ABS-CBN,Lean Right,'They're not moving': 911 call for Gene Hackman death in New Mexico | ABS-CBN Entertainment,"Audio from the 911 call released on Thursday by Santa Fe County revealed that the worker could not access the home but that he could see a woman on the floor th 1 year ago · Quezon City, Philippines (the)",https://ground.news/interest/abs-cbn
The Blade,Lean Right,Hackman's role in 'Hoosiers' led to beloved film for fans far beyond Indiana,"Bobby Plump -– the real-life Jimmy Chitwood –- said Gene Hackman deserves as much credit as anyone for taking his small-town Hoosier state basketball story beyond Indiana to the rest the world. 1 year ago · Toledo, United States",https://ground.news/interest/the-blade
Real Clear Politics,Lean Right,"Gene Hackman Was Never Bad, Whatever the Role","Gene Hackman played presidents, nuclear submarine commanders, congressmen and lawyers, and you never questioned his presence or charisma 1 year ago · Chicago, United States",https://ground.news/interest/real-clear-politics
The US Sun,Lean Right,Frantic 911 call revealed after Gene Hackman and wife found 'not moving',"HEARTBREAKING audio has revealed the tragic moment a caretaker found Gene Hackman and his wife dead on Wednesday afternoon.The 911 caller is heard cry 1 year ago · New York, United States",https://ground.news/interest/the-us-sun
Le Point.fr,Lean Right,Death of Gene Hackman: Unanimous Homage of Hollywood,"From Francis Ford Coppola to Antonio Banderas, the tributes have followed since the death of the actor of ""Mississippi Burning"", who died at the age of 95. 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
Daily Express,Lean Right,Iconic film role Gene Hackman turned down that ended up winning 5 Oscars,"Gene Hackman, who has died at the age of 95, appeared in some of the biggest films of all time, but he also famously turned down some major roles 1 year ago · United Kingdom",https://ground.news/interest/daily-express
