outlet,bias,headline,summary,ground_news_interest_url
Sydney Morning Herald,Lean Left,The four reasons Trump’s tariff threats won’t hand Greenland to him,"The president’s tough talk about capturing Greenland for the US has so far used the slow pressure of tariff threats and social media posts. It is unlikely to prove effective. 1 month ago · Sydney, Australia",https://ground.news/interest/sydney-morning-herald
We Got This Covered,Lean Left,Trump's brilliant plan of invading Europe and potentially breaking up NATO involves his usual shake-down strategy,"Having learned that there’s practically nothing stopping him from doing what he wants over the past few years, Donald Trump has just come up with a bold new foreign policy strategy. The president is now threatening America’s closest military allies with economic punishment unless they give up on the whole sovereignty thing and hand over their territory. What could possibly go wrong? During a White House event on Friday about rural healthcare, th… 1 month ago",https://ground.news/interest/we-got-this-covered
The Detroit News,Center,Trump says 8 European countries will face 10% tariff for opposing U.S. control of Greenland,"It was unclear how Trump could impose the tariffs under U.S. law, though he could cite economic emergency powers that are currently subject to a U.S. Supreme Court challenge. 1 month ago · Detroit, United States",https://ground.news/interest/the-detroit-news
La Opinion,Lean Left,Trump Imposes Tariffs on Eight European Countries for Opposing Us Acquisition of Greenland,Donald Trump is serious about annexing Greenland to U.S. territory and imposing tariffs on eight European countries for opposing his plan 1 month ago,https://ground.news/interest/laopinioncom
The Post Millennial,Right,"BREAKING: Trump announces 10% tariffs on Denmark, European countries over Greenland purchase opposition","“We have subsidized Denmark, and all of the Countries of the European Union, and others, for many years by not charging them Tariffs, or any other forms of remuneration. Now, after Centuries, it is time for Denmark to give back."" 1 month ago · Toronto, Canada",https://ground.news/interest/the-post-millennial
Daily Star,Right,Trump threatens UK with 10% tariff 'on all goods' until Greenland handed over,This is a breaking news story and is being constantly updated by our reporters as the breaking news story develops 1 month ago · United Kingdom,https://ground.news/interest/daily-star
ANSA,Center,++ Trump Announces Duties on some European Countries for Greenland ++,"Donald Trump announces duties on some European countries, including Italy, for Greenland. (ANSA) 1 month ago · Italy",https://ground.news/interest/ansa
The Telegraph,Right,Trump to impose tariffs on Britain over Greenland,"1 month ago · London, United Kingdom",https://ground.news/interest/the-telegraph
Idaho Press,Center,Trump says much of Europe will be charged a 10% tariff for opposing US control of Greenland,"Trump says much of Europe will be charged a 10% tariff for opposing US control of Greenland. 1 month ago · Cherokee County, United States",https://ground.news/interest/idaho-press
Il Post,Lean Left,Original News Trump Has Announced New Duties Against the European Countries that Have Sent Soldiers to Greenland,1 month ago · Italy,https://ground.news/interest/il-post
DR,Lean Left,Expert After New Tariff Threat in Greenland Conflict: It's Trump Against the Rest of the World,"The US president is now raising the costs of opposing his desire to take over Greenland, expert believes. 1 month ago · Copenhagen, Denmark",https://ground.news/interest/dr
