outlet,bias,headline,summary,ground_news_interest_url
News,Right,Trans dad ‘shot ex-wife at ice hockey game’ in Rhode Island,A transgender father is believed to have shot dead his ex-wife at their son’s high-school ice hockey game after a bitter divorce. 3 hours ago,https://ground.news/interest/news_356a3f
Manchester Evening News,Center,'Bad tempered' Pawtucket ice rink shooter Robert Dorgan killed son and ex-wife,"Robert Dorgan, 56, also went by the name Roberta Esposito killed two relatives and injured three other people 5 hours ago · Manchester, United Kingdom",https://ground.news/interest/manchester-evening-news
The Washington Hispanic,Center,A Shooter Killed His Ex-Wife and Son in an Ice Rink Attack,"A person who opened fire on Monday during a youth hockey match at an ice rink in Rhode Island killed his ex-wife and a son, authorities said on Tuesday. Pawtucket police chief Tina Goncalves stated that the victims were the ex-wife of the shooter, Rhonda Dorgan, and her eldest son, Aidan Dorgan. Three other people were injured: the parents of the former wife of the shooter and a friend of the family, Goncalves added. Police indicated that the sh… 5 hours ago · Washington, United States",https://ground.news/interest/washington-hispanic
Hastings Tribune,Center,"‘Utter senselessness’: Pawtucket, RI, shooter kills ex-wife, son; divorce records shed light on father’s past","Police identified the two victims killed at an ice rink in Pawtucket, R.I., Monday as the ex-wife and adult son of the shooter, as divorce records shed light on the father’s past. 6 hours ago",https://ground.news/interest/hastings-tribune
El Universo,Right,i.d. Victims of Ice Rink Shooting in Rhode Island,"The perpetrator of the shooting yesterday at an ice rink in Pawtucket (Rhode Island, USA), identified as Robert Dorgan, killed his son and ex-wife before committing suicide, authorities reported Tuesday. 7 hours ago",https://ground.news/interest/el-universo
The Daily News of Newburyport,Lean Left,"Police: Shooter killed ex-wife, son in ice rink attack",Pawtucket Chief of Police Tina Goncalves says the person who opened fire during a youth hockey game at an ice rink in Rhode Island killed their ex-wife and one son. Goncalves says the victims were the shooter’s ex-wife Rhonda Dorgan… 7 hours ago,https://ground.news/interest/the-daily-news-of-newburyport
Boston Herald,Right,"‘Utter senselessness’: Pawtucket shooter kills ex-wife, son; divorce records shed light on father’s past","Police identified the two victims killed at an ice rink in Pawtucket Monday as the ex-wife and adult son of the shooter. 7 hours ago · Boston, United States",https://ground.news/interest/boston-herald
rhodeislandcurrent.com,Left,Pawtucket police chief asks for respect for family after tragedy at ice rink,"Pawtucket Police Chief Tina Goncalves listens as the city's mayor speaks during a press conference Tuesday afternoon, Feb. 17, 2026, at the city's Municipal Annex on the latest information on the Lynch Arena shooting investigation. (Photo by Christopher Shea/Rhode Island Current)PAWTUCKET — With a large contingent of state and local elected officials standing by, Pawtucket Police Chief Tina Goncalves Tuesday released the names of the mother and … 7 hours ago",https://ground.news/interest/rhodeislandcurrentcom
Daily Express,Right,Shooter killed ex-wife and son in ice rink attack horror,Rhonda Dorgan and Aidan Dorgan have been identified as the two victims of the Rhode Island ice hockey match shooting 7 hours ago · United Kingdom,https://ground.news/interest/daily-express
USA Today,Lean Left,What to know about the victims of the Rhode Island hockey game shooting,"The victims killed in the shooting were Rhonda Dorgan, 52, and her son Aidan Dorgan, 23. 7 hours ago · United States",https://ground.news/interest/usa-today
Sky News UK,Center,Victims in ice rink shooting are attacker's ex-wife and son,"Robert Dorgan, 56, killed two people - ex-wife Rhonda and adult son Aidan - and critically injured three others, police said. 8 hours ago · United Kingdom",https://ground.news/interest/sky-news
El Mundo,Right,The Perpetrator of the Ice Rink Shooting in Rhode Island Killed His Son and Ex-Wife,"Pawtucket's chief of police identified the deceased as Aidan Dorgan and his mother, Rhonda Dorgan, adding that the three critically injured are the young man's grandparents and the woman's parents, as well as a friend of the family Read 8 hours ago · Madrid, Spain",https://ground.news/interest/el-mundo
WMUR,Center,"Victims of shooting at Rhode Island ice rink identified as shooter's ex-wife, son","Investigators in Rhode Island said Tuesday that a suspect shot and killed their ex-wife and adult son during a high school hockey game Monday before dying of a self-inflicted gunshot wound. 8 hours ago · New Hampshire, United States",https://ground.news/interest/wmur
NEWSREP,Right,"Evening Brief: Murder in Rhode Island, Pentagon Weighs Options for Iran, US Moving Missiles to the Philippines","Violence at a hometown rink, carrier decks warming in the Gulf, and U.S. missiles moving onto Philippine islands all point to the same reality, the line between domestic shock and global tension is thinner than most people think. #PawtucketShooting, #FamilyDispute, #HockeyArenaViolence, #RhodeIslandTragedy, #TargetedAttack, #DomesticViolence, #YouthSportsShooting 9 hours ago",https://ground.news/interest/newsrep
KATV,Right,"Shooter killed ex-wife, son in Pawtucket hockey rink attack, police say","The Pawtucket police chief on Tuesday confirmed that the victims of Monday's shooting at the Dennis M. Lynch ice rink were the shooter’s ex-wife and son. 9 hours ago · Little Rock, United States",https://ground.news/interest/katv
abc 7 Chicago,Center,"Police ID suspect in Rhode Island hockey game shooting that killed 2, injured 3","A shooter unleashed a flurry of bullets during a Rhode Island youth hockey game, killing two people and injuring three others. 10 hours ago · Chicago, United States",https://ground.news/interest/abc-7-chicago
The Maine Wire,Right,Bath Iron Works Employee Identified as Suspect in Deadly Rhode Island Ice Rink Shooting,"PAWTUCKET, R.I. — The suspected gunman in a deadly shooting at a Rhode Island ice rink was an employee at General Dynamics Bath Iron Works, officials confirmed Monday, according to WGME. Three people, including the suspected shooter, were killed and three others were injured in the shooting at the Dennis M. Lynch Arena in Pawtucket [...] The post Bath Iron Works Employee Identified as Suspect in Deadly Rhode Island Ice Rink Shooting appeared fir… 11 hours ago",https://ground.news/interest/the-maine-wire
Boston.com,Center,"Assailant in Pawtucket hockey rink shooting killed ex-wife and son, family says","Rhonda Dorgan and Aidan Dorgan, the shooter’s ex-wife and son, were killed in Monday's hockey rink shooting, family members said. 11 hours ago · Boston, United States",https://ground.news/interest/bostoncom
Hindustan Times,Center,"Robert Dorgan: Pawtucket ice rink shooting suspect was Bath Iron Works employee, firm says ‘he was an active…’","A tragic shooting in Rhode Island's Dennis M. Lynch Arena during a hockey game claimed three lives, including alleged shooter Robert Dorgan. 12 hours ago · New Delhi, India",https://ground.news/interest/hindustan-times
Boston Globe,Lean Left,"Suspect in shooting at R.I. hockey game killed ex-wife and son, family member says - The Boston Globe","A daughter of the suspect said her grandparents and a friend were injured and remain hospitalized in critical condition. The suspect also died at the scene. 13 hours ago · Boston, United States",https://ground.news/interest/boston-globe
Spectrum Local News,Center,Police credit good Samaritan for ending Rhode Island rink shooting,Monday's shooting came nearly two months after Rhode Island was rocked by a shooting at Brown University. 13 hours ago · United States,https://ground.news/interest/spectrum-local-news
Brown Daily Herald,Right,Two killed in shooting at Pawtucket high school hockey game five miles from Brown University campus,"Two people were killed and three others were injured in a shooting at a high school ice hockey game in Pawtucket on Monday. The shooting suspect was also found dead.This marks the second mass shooting in Rhode Island in the past two months, following the Dec. 13 shooting at Brown. The state had seen only four mass shootings since 2014, prior to Dec. 13, 2025.In a video from the hockey game livestream, more than a dozen shots can be heard echoing… 13 hours ago",https://ground.news/interest/brown-daily-herald
mainepublic.org,Lean Left,BIW confirms Rhode Island hockey arena shooter was active employee,"Bath Iron Works has confirmed that the person who shot and killed two people, wounded three others, and then took their own life at a Rhode Island youth hockey game on Monday was an active employee of the company. 14 hours ago",https://ground.news/interest/mainepublicorg
WGME,Right,Bath Iron Works employee identified as gunman in deadly Rhode Island hockey rink shooting,"Three people, including the suspected shooter, are dead and three people were injured in a shooting. 14 hours ago",https://ground.news/interest/wgme
Mt. Airy News,Lean Left,Police credit a good Samaritan for ending shooting spree,"A gunman who opened fire at a Rhode Island youth hockey game, killing two adults and injuring three others, was stopped after a fellow spectator intervened. Pawtucket Police Chief Tina Goncalves said Monday that the shooter died from an apparent… 15 hours ago",https://ground.news/interest/mt-airy-news
Le·gal In·sur·rec·tion,Right,Suspect in Rhode Island Hockey Rink Shooting was Male Who Identified as a Female,"The ex-wife filed for divorce in 2020, claiming “gender reassignment surgery, narcissistic + personality disorder traits"" as grounds for divorce. 15 hours ago",https://ground.news/interest/le-gal-in-sur-rec-tion
Central Maine News,Center,Rhode Island shooter worked at Bath Iron Works,"The person allegedly shot and killed 2 people during a hockey game in Pawtucket before taking their own life. 15 hours ago · Maine, United States",https://ground.news/interest/central-maine-news
WCVB,Center,"RI hockey rink gunman killed son, ex-wife before self, mayor says","A gunman who opened fire at a Rhode Island hockey rink on Monday afternoon killed his own son and the son's mother, according to North Providence Mayor Charles Lombardi. 15 hours ago · Boston, United States",https://ground.news/interest/wcvb
WMTW,Center,Gunman in Rhode Island shooting was Bath Iron Works employee,"In a statement, Bath Iron Works said Robert Dorgan was an active employee with the company. 15 hours ago · Portland, United States",https://ground.news/interest/wmtw
NBC LA,Lean Left,"Rhode Island hockey game shooter killed ex-wife, son before self, police say","The shooter who killed his ex-wife and adult son at a youth hockey game in Rhode Island was subdued by bystanders, but drew a second gun and killed themself,... 15 hours ago · Los Angeles, United States",https://ground.news/interest/nbc-la
Boston 25 News,Center,Police credit good Samaritan for ending deadly shooting at Rhode Island ice rink,"The shooter was identified as Robert Dorgan, who is said to also go by the name Roberta Esposito. 15 hours ago · Boston, United States",https://ground.news/interest/boston-25-news
Toronto Sun,Right,Rhode Island shooter Robert Dorgan's gender identity source of past family conflict: Report,"Police said Robert Dorgan had gender reassignment surgery in 2020 and his father-in-law wanted him out of the family for it. Learn more. 15 hours ago · Toronto, Canada",https://ground.news/interest/toronto-sun
Conservative Daily News,Far Right,Rhode Island Shooter Revealed To Be Divorced Transgender With Bizarre Online Footprint,"by Hudson Crozier at CDN - The transgender gunman who killed at least two family members at a Rhode Island hockey game on Monday left behind social media posts warning that gender-confused people like him could one day go “berserk.” Police identified Robert Dorgan, who they say went by “Roberta,” as the man who opened fire at the Pawtucket high school game before killing himself, … Click to read the rest HERE-> Rhode Island Shooter Revealed To B… 16 hours ago",https://ground.news/interest/conservative-daily-news
WHDH,Center,"Police credit a good Samaritan for ending deadly shooting at Rhode Island ice rink - Boston News, Weather, Sports","A shooter unleashed a flurry of bullets during a Rhode Island youth hockey game, killing two people and injuring three others, in an attack that was cut 16 hours ago · Boston, United States",https://ground.news/interest/whdh
King5 News,Center,"Shooter killed ex-wife and son in Rhode Island ice rink attack, police say","A shooter at a high school hockey game Monday in Pawtucket, Rhode Island, killed their ex-wife and one son, according to the police chief. (AP photo) 17 hours ago · Seattle, United States",https://ground.news/interest/king5-news
WSB_TV Atlanta 2,Center,"2 killed, 3 injured after shooting at Rhode Island ice rink","The suspected shooter died from an apparent self-inflicted wound, police said. 17 hours ago · Atlanta, United States",https://ground.news/interest/wsb-tv-atlanta-2
abc10 Sacramento,Center,Pawtucket police chief says shooter killed ex-wife and a son during a hockey game at a Rhode Island ice rink,"Pawtucket police chief says shooter killed ex-wife and a son during a hockey game at a Rhode Island ice rink. 17 hours ago · Sacramento, United States",https://ground.news/interest/abc10-sacramento_50e928
WBUR,Center,Police credit bystander with ending a deadly shooting at a Rhode Island ice rink,"Pawtucket Police Chief Tina Goncalves credited an unnamed “good Samaritan” who intervened, bringing the attack “to a swift end.” She did not provide details. 18 hours ago · Boston, United States",https://ground.news/interest/wbur
WCSH,Lean Left,Bath Iron Works employee identified as gunman in Rhode Island hockey arena shooting,"“Robert Dorgan was an active employee with General Dynamics Bath Iron Works,” the company said in a statement. 20 hours ago · Portland, United States",https://ground.news/interest/wcsh_6f407b
Time News,Center,Rhode Island Shooting: Transgender Shooter & Gun Control Debate,"Providence, RI – A shooting at the Rhode Island Sports and Ice Center in Cranston, Rhode… The post Rhode Island Shooting: Transgender Shooter & Gun Control Debate appeared first on TIme News. 14 hours ago",https://ground.news/interest/time-news
News24,Center,"‘Progress’ in nuclear talks between Iran and the US, but ‘a lot of details’ still to discuss","Iran and the United States reached an understanding on the main “guiding principles” in talks aimed at resolving their longstanding nuclear dispute, but that does not mean a deal is imminent, Iranian Foreign Minister Abbas Araqchi said. 2 hours ago · South Africa",https://ground.news/interest/news24
South China Morning Post,Center,Speaking Trump’s language: Iran frames nuclear deal as ‘trillion-dollar’ US win,"After US and Iranian negotiators agreed on Tuesday to a set of “guiding principles” at their nuclear talks in Geneva mediated by Oman, Tehran went further – framing any eventual deal as a commercial proposition, not just a security arrangement. Iran is pitching access to its vast energy and mineral reserves as what it has called a “trillion dollar opportunity” for American firms. In doing so, analysts say Tehran is speaking the language of a US … 2 hours ago · Hong Kong",https://ground.news/interest/south-china-morning-post
आज तक,Right,"Trump's Red lines... Which Iran Is Refusing to Accept at the Negotiating Table, Could Lead to War.","The second round of talks between Iran and the US, brokered by Oman in Geneva, marked a significant turning point. The two countries agreed on ""Guiding Principles"" for a future agreement. However, US Vice President JD Vance warned that Iran has not yet accepted Washington's ""red lines."" 4 hours ago",https://ground.news/interest/_421d90
National Post,Right,"U.S., Iran make progress in nuclear talks, lowering likelihood of imminent military clash","The U.S. and Iran made progress in nuclear talks in Geneva on Tuesday, with Tehran’s negotiators scheduled to return with a new proposal in two weeks, a U.S. official said on Tuesday, a cautiously upbeat assessment that suggests the chances of an imminent military clash are low. 9 hours ago · Canada",https://ground.news/interest/national-post
The Media Line,Right,"US Strategy Is To ‘Confuse the Iranians,’ Says Analyst, as Tehran Announces Talks Have Reached ‘Guiding Principles’","Iranian Foreign Minister Abbas Araghchi said Tuesday that […] The post US Strategy Is To ‘Confuse the Iranians,’ Says Analyst, as Tehran Announces Talks Have Reached ‘Guiding Principles’ appeared first on The Media Line. 9 hours ago",https://ground.news/interest/the-media-line
CartaCapital,Left,Iran Says There Is Agreement with the Us on 'General Lines' for a Pact,"Declaration occurs after weeks of cross threats and the sending of a port by Washington as a pressure measure 9 hours ago · São Paulo, Brazil",https://ground.news/interest/cartacapitalcombr
KAKE News,Center,Iran upbeat after US talks but Vance says 'red lines' not met,"Iran said Tuesday it had agreed with the United States in talks in Geneva on ""guiding principles"" for a deal to avoid conflict, but Vice President JD Vance said Tehran had not yet acknowledged all of Washington's red lines. 10 hours ago",https://ground.news/interest/kakecom
Al Jazeera,Lean Left,US and Iran reach ‘guiding principles’ in Geneva nuclear talks,The US and Iran reached an understanding on key “guiding principles” at indirect nuclear talks in Geneva. 10 hours ago · Qatar,https://ground.news/interest/al-jazeera_1a2e2c
