outlet,bias,headline,summary,ground_news_interest_url
Business Insider,Lean Left,Kristi Noem's $220 million DHS ad campaigns cost more than some of Hollywood's biggest hits,"Kristi Noem was ousted of her role at the Department of Homeland Security following Congress questioning.Tom Williams/CQ-Roll Call, Inc via Getty ImagesKristi Noem was fired from her role at the Department of Homeland Security this week.Senators had pressed her about the cost and contracts behind a $220 million DHS ad campaign.The ad campaign cost more than the production budgets of some major Hollywood hits.Kristi Noem might not be a Hollywood … 9 hours ago · United States",https://ground.news/interest/business-insider
DCCC,Lean Left,🚨NEW: Madison Sheahan Pressured Federal Staff to Hand Out $100 Million ICE Contract to Handpicked Companies,🚨NEW: Madison Sheahan Pressured Federal Staff to Hand Out $100 Million ICE Contract to Handpicked Companies,https://ground.news/interest/dccc
Alternet,Left,Noem tapped 28-year-old to carry out 'possibly criminal' contracts scandal,"Outgoing Secretary of Homeland Security Kristi Noem is embroiled in a scandal involving public contracts for the millions she spent on ads for recruitment videos for Immigration and Customs Enforcement. It has now been revealed that the staffer whom Noem tapped to her former political director, Madison Sheahan, to handle funding.NBC News reported on Thursday that the sum she managed was $100 million, but Washington Examiner reporter Anna Giarite…",https://ground.news/interest/alternet
Cleveland,Center,"An Ohio firm, $220 million ad scandal and Jim Jordan’s fawning praise: About Kristi Noem","She shot her family’s dog and wrote about it proudly in a book. She fired a pilot mid-trip for forgetting her blanket. She presided over a $220 million border security ad campaign that detonated into a Senate scandal. And right up until the end, Ohio Congressman Jim Jordan was publicly singing her praises, Today in Ohio podcast hosts noted Friday.",https://ground.news/interest/cleveland
Crooks and Liars,Left,Guess What? Kristi's Not The One Lying About Her Expensive Ads,"I remembered Kristi Noem talking about how Trump told her to make ads thanking him for closing the border, but I couldn't remember where I saw it. Fortunately, Heather ""Digby"" Parton did. It was from a Rolling Stone piece more than a year ago. The ad campaign amounts to an extremely expensive taxpayer-funded propaganda blitz to scare off migrants and to flatter Trump on television. On Friday, Trump’s DHS secretary entertained the CPAC high-rolle…",https://ground.news/interest/crooksandliarscom
Bloomberg,Lean Left,Noem Ad Blitz Benefits Media Firms Linked to Trump Campaigns,"Records show DHS spent millions through subcontractors that had worked with her top aide, Corey Lewandowski. Trump fired Noem on Thursday.",https://ground.news/interest/bloomberg
Raw Story,Left,Republican senator spills on Trump's fury over Noem,"Sen. John Kennedy (R-LA) revealed that President Trump called him Tuesday night ""mad as a murder hornet"" after Kristi Noem's disastrous Senate hearing, ready to fire her. Kennedy disclosed that Noem had requested Trump approve a $250 million television ad campaign to promote herself, which Kennedy called outrageous: ""A quarter of a billion dollars, not a million, a quarter of a billion dollars, on television to promote yourself. Gag me with a sp…",https://ground.news/interest/raw-story
NBC News,Lean Left,"Noem handpicked contractors to lead a $100 million ICE recruitment campaign, sources say","Secretary of Homeland Security Kristi Noem handpicked contractors to lead a $100 million campaign to recruit ICE officers instead of allowing competitive bidding, sources say NBC News.",https://ground.news/interest/nbc-news
The Independent,Lean Left,Kristi Noem battered over $143M in no-bid contracts to operative-tied business,"Taxpayer millions went to a company that subcontracted with another firm operated by her spokesperson’s husband, records show",https://ground.news/interest/the-independent_ff73a6
Political Wire,Center,Noem Awarded $100 Million to Handpicked Contractors,"“Homeland Security Secretary Kristi Noem handpicked contractors to lead a $100 million campaign to recruit Immigration and Customs Enforcement officers instead of allowing competitive bidding for the jobs,” NBC News reports.",https://ground.news/interest/political-wire
Hawaii Tribune-Herald,Center,Noem defends $220 million ad campaign amid lawmaker scrutiny,WASHINGTON — U.S. Homeland Security Secretary Kristi Noem on Wednesday defended the government’s spending of $220 million on an advertising campaign for border security amid questions from lawmakers about the contracting process and Republican-connected firms awarded the money.,https://ground.news/interest/hawaii-tribune-herald
Reason,Right,DHS spent $220 million on ads featuring Kristi Noem. Both parties are grilling her about it in the Senate.,"During a Senate hearing, the DHS secretary faced tough questions about a campaign that secretly awarded millions to a company with close ties to her.",https://ground.news/interest/reason
