outlet,bias,headline,summary,ground_news_interest_url
Crooks and Liars,Far Left,Senate Confirmed Kremlin ‘Girlfriend’ Tulsi Gabbard As DNI,"It’s almost like Donald Trump is trying to destroy our national security, with GOP help. 1 year ago · United States",https://ground.news/interest/crooksandliarscom
Jewish Insider,Lean Right,How skeptical Senate Republicans got to ‘yes’ on Tulsi Gabbard,"Director of National Intelligence Tulsi Gabbard’s confirmation on Wednesday was a striking reversal of fortunes for a Cabinet nomination that appeared to be precarious weeks earlier. The former progressive Democrat’s positions on a range of issues, including her opposition to government surveillance authorities under Section 702 of the Foreign Intelligence Surveillance Act, leaker Edward Snowden, the Assad regime in Syria, Russia’s invasion of U… 1 year ago",https://ground.news/interest/jewish-insider
US Senate,Lean Right,McConnell Comments on Gabbard Nomination as Director of National Intelligence,"U.S. Senator Mitch McConnell (R-KY), Chairman of the Senate Appropriations Subcommittee on Defense, issued a statement on the nomination of Tulsi Gabbard to serve as Director of National Intelligence. 1 year ago · Washington, United States",https://ground.news/interest/senategov
Real Clear Politics,Lean Right,Gabbard Confirmation Is a Big Win for Trump Admin,"The U.S. Senate voted to confirm former Congresswoman Tulsi Gabbard as the next director of National Intelligence. 1 year ago · Chicago, United States",https://ground.news/interest/real-clear-politics
The Epoch Times,Lean Right,Trump Speaks to Press After Gabbard Sworn in as Director of National Intelligence,"President Donald Trump speaks to press after Tulsi Gabbard was sworn in as Director of National Intelligence at the White House at 4 p.m. ET on Feb. 12. ... 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
Yeshiva World News,Lean Right,Tulsi Gabbard Sworn In as DNI by AG Bondi,Tulsi Gabbard is officially sworn in as Director of National Intelligence by Attorney General Pam Bondi. 1 year ago,https://ground.news/interest/yeshiva-world-news
Globo,Lean Right,Tulsi Gabbard confirmed as US Director of National Intelligence,"In addition to advising Donald Trump on intelligence matters, the former congresswoman will oversee 18 agencies 1 year ago · Brazil",https://ground.news/interest/globo
DNyuz,Lean Right,Senate confirms Tulsi Gabbard as Trump’s intelligence chief,"The Senate on Wednesday confirmed Tulsi Gabbard to be Director of National Intelligence in a 52-48 vote, making Donald Trump’s controversial nominee — whose approval appeared unlikely just weeks ago — the nation’s spy chief. Gabbard, a former Democratic congresswoman from Hawaii and an Army combat veteran, passed out of the Senate Intelligence Committee in a 9-8 party-line vote last week. Sen. Mitch McConnell, R-Ky., the former Senate majority l… 1 year ago",https://ground.news/interest/dnyuz
Observador,Lean Right,Senate confirms Gabbard as director of Trump's secret services,"The military veteran caused controversy because she echoed the Russian propaganda used to justify the invasion of Ukraine, in addition to having maintained contact with the now deposed Syrian president Bashar al-Assad. 1 year ago · Portugal",https://ground.news/interest/observador
wibc.com,Lean Right,Tulsi Gabbard Confirmed As Director Of National Intelligence,Source: The Washington Post / Getty WASHINGTON–Tulsi Gabbard has been confirmed as the next Director of National Intelligence. Gabbard served as a Democratic congresswoman from Hawaii from 2013 to 2021. The Senate voted 52-48 to confirm her. Republican Kentucky Senator Mitch McConnell voted against confirming Gabbard. This also makes her the highest-ranking Pacific Islander American government official. 1 year ago,https://ground.news/interest/wibccom
