outlet,bias,headline,summary,ground_news_interest_url
American Council on Science and Health…,Lean Right,Neo-Prohibition: The Surgeon General’s Sobering Call to Action,"The Surgeon General’s advisory on alcohol wants us to consider the cancer risks hiding in our happy hours. With 20,000 cancer deaths linked to booze annually, is this the start of a new temperance movement or another well-meaning government nudge destined to get drowned out by lobbying dollars and political wine tastings? Let’s uncork this debate. 1 year ago",https://ground.news/interest/american-council-on-science-and-health
La Tercera,Lean Right,"Alcohol should have cancer risk warning labels, according to the U.S. General Surgeon","U.S. surgeon general Vivek Murthy, who is the leading health authority in that country, called for alcoholic beverages to carry warning labels for cancer risk and called for a reassessment of the limits of alcohol consumption patterns.The alert was given as part of a new report that Murthy released on Friday, which emphasizes that alcohol consumption increases the chances of developing at least seven types of cancer.What the U.S. general surgeon… 1 year ago · Chile",https://ground.news/interest/la-tercera
Yeshiva World News,Lean Right,Surgeon General Calls For New Label On Drinks To Warn Americans Of Alcohol’s Cancer Risk,"Alcohol is a leading cause of cancer, a risk that should be clearly labeled on drinks Americans consume, U.S. Surgeon General Vivek Murthy proposed on Friday. Murthy’s advisory comes as research and evidence mounts about the bad effects that alcohol has on human health, but his proposal for a label would require a rare approval from the U.S. Congress. Americans should be better informed about the link between alcohol and cancer, in particular, M… 1 year ago",https://ground.news/interest/yeshiva-world-news
Le Point.fr,Lean Right,Cancer: the chief physician of the United States wants to alert on the risks associated with alcohol consumption,"Dr. Vivek Murthy thus recommends putting warnings on alcoholic beverages, as is the case on cigarette packs. 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
Washington Examiner,Lean Right,AMA applauds surgeon general call for cancer warnings on alcohol,"The AMA, a professional association and lobbying group of physicians and medical students, endorsed Surgeon General Vivek Murthy’s report that alcohol be labeled as cancer-causing. “For years, the AMA has said that alcohol consumption at any level, not just heavy alcohol use or addictive alcohol use, is a modifiable risk factor for cancer,” Bruce Scott, AMA president, said in a statement... The post AMA applauds surgeon general call for cancer w… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
"La Nación, Grupo Nación",Lean Right,U.S. calls for inclusion of cancer warnings in alcoholic beverage labels,"Washington. The U.S.’s leading health authority requested Friday that warnings on alcoholic beverage labels highlight their relationship to cancer and urged a review of recommended daily consumption limits due to associated risks. General Surgeon Vivek Murthy recalled that the relationship between alcohol and cancer has been known since the 1980s and that evidence about it has become increasingly strong. However, this risk is not mentioned in th… 1 year ago",https://ground.news/interest/la-nacion-grupo-nacion
Real Clear Politics,Lean Right,Why Biden's Surgeon General Spoke Out Now on Alcohol,"The federal government is conducting an every-five-year review of dietary guidelines for alcohol consumption. 1 year ago · Chicago, United States",https://ground.news/interest/real-clear-politics
Sapo,Lean Right,US official wants cancer warnings on alcoholic beverage labels,"After calling for a similar measure on social media, the surgeon general of the United States, Vivek Murthy, wants warnings about cancer on the labels of alcoholic beverages. In the United States, the chief operating officer... 1 year ago · Portugal",https://ground.news/interest/sapo
Reforma,Lean Right,They ask to warn of cancer in alcoholic beverages,"U.S. General Surgeon, Dr. Vivek Murthy, yesterday asked to add a warning label for ccer to liquefied alcoh drinks. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
読売新聞オンライン,Lean Right,Surgeon General Calls for Alcohol to Carry Cancer Warning,"Health warning labels on alcohol should be updated to include a cancer risk warning, the U.S. surgeon general said Friday, adding that recommended limits for alcohol consumption should also be reassessed, given the increased risk of certain cancers. 1 year ago · Japan",https://ground.news/interest/_3899b7
MY Northwest,Lean Right,Surgeon General calls for new label to warn of alcohol's cancer risk,"Alcohol is a leading cause of cancer, a risk that should be clearly labeled on drinks Americans consume, U.S. Surgeon General Vivek Murthy proposed on Friday. Murthy’s advisory comes as research and evidence mounts about the bad effects that alcohol has on human health, but his proposal for a label would require a rare approval from the U.S. Congress. Americans should be better informed about the link between alcohol and cancer, in particular, M… 1 year ago · Tacoma, United States",https://ground.news/interest/my-northwest
