outlet,bias,headline,summary,ground_news_interest_url
Observer,Center,Elon Musk Loses Half of xAI’s Founding Team—Where They’ve Gone Next,"Elon Musk’s xAI is losing founders and senior leaders as internal tensions mount, just as the startup prepares for deeper integration with SpaceX.",https://ground.news/interest/observer_a9e664
Mashable,Left,"Elon Musk's xAI all-hands takeaways: Ancient aliens, Macrohard","In the wake of xAI losing two of its co-founders and other prominent employees, Elon Musk held an all-hands meeting at his his AI company, which recently merged with SpaceX.And in an unusual move, xAI posted the entire 45-minute meeting online. This Tweet is currently unavailable. It might be loading or has been removed. No time to watch or listen? We've got you. Here are the main takeaways: xAI splits into teamsThe most consequential news from …",https://ground.news/interest/mashable
La Opinion,Lean Left,Xai in Trouble?: Co-Founders Leave the Company After Merger with Spacex,Two of the most important figures inside xAI recently announced their departure from the company almost simultaneously,https://ground.news/interest/laopinioncom
Futurism,Lean Left,Cofounders Fleeing Elon Musk's xAI,"On paper, Elon Musk’s xAI is gearing up for a big year. After being folded into Musk’s SpaceX, the Grok maker could now be involved in one of the biggest — if not the biggest — IPO in history later this year. Despite plenty of optimism and an enormous wealth of unlocked funding, a striking number of the company’s cofounders are now jumping ship. As CNBC reports, the company lost two of its cofounders in just two days, only the latest in a growin…",https://ground.news/interest/futurism
Newser,Lean Left,Musk Responds to a Mass Exodus at xAI,"Elon Musk says the recent exodus at xAI was necessary, rather than a sign of dissatisfaction. In a post Wednesday, the billionaire SpaceX owner said his artificial intelligence startup, now folded into SpaceX , was ""reorganized"" to move faster, a shift he said meant ""parting ways with some people."" This follows...",https://ground.news/interest/newsercom
RTÉ,Center,"Musk reorganises xAI after SpaceX merger, ahead of IPO","Billionaire Elon Musk has overhauled the management of his artificial intelligence startup xAI ahead of a planned initial public offering that could rank among the largest ever, after merging the company with his rocket firm SpaceX.",https://ground.news/interest/rte
American Faith,Right,xAI Cofounder Jimmy Ba Suddenly Quits,"Jimmy Ba, one of the original cofounders of Elon Musk’s artificial intelligence venture xAI, announced Tuesday that he is stepping away from the company — becoming the second high-level executive to leave in less than 48 hours. Ba confirmed his departure in a post on X, writing, “It’s time to recalibrate my gradient on the big picture. 2026 is gonna be insane and likely the busiest (and most consequential) year for the future of our species.” Th…",https://ground.news/interest/american-faith
The Verge,Lean Left,Two more xAI co-founders are among those leaving after the SpaceX merger,"Since the xAI-SpaceX merger announced last week, which combined the two companies (as well as social media platform X) for a reported $1.25 trillion valuation - the biggest merger of all time - a handful of xAI employees and two of its co-founders have abruptly exited the company, penning long departure announcements online. Some also announced that they were starting their own AI companies. Co-founder Yuhai (Tony) Wu announced his departure on …",https://ground.news/interest/the-verge
NDTV,Right,Elon Musk Reorganises xAI After SpaceX Merger,"Billionaire Elon Musk has overhauled the management of his artificial intelligence startup xAI ahead of a planned initial public offering that could rank among the largest ever, after merging the company with his rocket firm SpaceX.",https://ground.news/interest/ndtv
NBC News,Lean Left,Musk addresses wave of departures from xAI,"Elon Musk addressed recent departures of xAI staff in a X post, explaining that the company was recently “reorganized” to “improve the speed of execution.”",https://ground.news/interest/nbc-news
Inc.,Center,People Keep Leaving xAI. Some Are Now Building Advanced AI That Can Improve Itself,Six xAI co-founders have left the company. Here's what they might be up to.,https://ground.news/interest/inccom
RocketNews,Lean Left,"Elon Musk suggests spate of xAI exits have been push, not pull","Elon Musk is addressing a wave of departures from xAI, including two more co-founders who left this week, bringing the total to six out of the original 12. At an all-hands meeting Tuesday night, Musk suggested the exits were about fit, not performance. “Because we’ve reached a certain scale, we’re organizing the company to be more effective at this scale,” he said, according to The New York Times. “And actually, when this happens, there’s some p…",https://ground.news/interest/rocketnews-top-news-stories-from-around-the-globe
The Globe & Mail,Center,"Elon Musk’s xAI overhauls top management, lays off employees",SpaceX earlier acquired the AI startup in deal valuing new company at $1.25-trillion,https://ground.news/interest/the-globe-and-mail
Fortune,Center,"X-odus: Half of xAI’s founding team has left, potentially complicating Elon Musk’s SpaceX IPO plans",xAI has lost two cofounders and six other AI researchers in recent weeks as it has merged with SpaceX.,https://ground.news/interest/fortune
Channel News Asia,Center,Musk reorganizes xAI after SpaceX merger and ahead of blockbuster IPO,"Feb 11 : Elon Musk overhauled xAI's top management on Wednesday, a week after the billionaire merged the artificial intelligence startup with his space company SpaceX.The move comes as SpaceX prepares for one of the biggest IPOs ever. SpaceX said on February 2 it would purchase xAI to create a $1.25 trillion",https://ground.news/interest/channel-news-asia
Liberation,Lean Left,"Artificial Intelligence: Brain Drain at Xai, the Creative Company of Elon Musk of Grok","The co-founders, with the US billionaire, of xAI, Tony Wu and Jimmy Ba, resigned from the company created less than three years ago. A hard blow for the boss of Tesla, which aims at an entry into the stock exchange of xAI and SpaceX.",https://ground.news/interest/liberation
Le Devoir,Center,"Xai Loses Several Key Leaders, but Musk Promises the Moon","With the departure of the co-founders, it is half of the team present at the launch of the company that resigned.",https://ground.news/interest/le-devoir
The Hill,Center,Two xAI cofounders announce departures in quick succession,"Two co-founders of Elon Musk’s xAI resigned with little explanation, leaving the AI company with half of its original dozen co-founders. Tony Wu announced early Tuesday that he had resigned from xAI, saying it was “time for my next chapter” and thanking Musk “for believing in the mission and for the ride of a lifetime.”…",https://ground.news/interest/the-hill
Breitbart,Right,Elon Musk's xAI Loses Second Cofounder in 2 Days as Leadership Exodus Continues,"Jimmy Ba, a cofounder of Elon Musk's artificial intelligence startup xAI, announced his departure from the company on Tuesday, marking the second high-level exit in less than 48 hours.",https://ground.news/interest/breitbart
Newsmax,Right,"Xai Faces Key Exits, Musk Promises Moon Factories",,https://ground.news/interest/newsmax
Entrepreneur,Right,Half of Elon Musk's xAI Founding Team Has Now Left the Company — And the Timing Is Alarming,"Six of xAI's 12 co-founders have departed, with five leaving in the past year alone—just as Elon Musk's AI lab prepares for a major IPO following SpaceX's acquisition.",https://ground.news/interest/entrepreneur
PC Mag,Lean Left,Elon Musk's xAI Is Having Trouble Holding on to Cofounders,"With an impending IPO, though, all of them are in for a huge windfall.",https://ground.news/interest/pc-mag
France24,Center,"xAI sees key staff exits, Musk promises moon factories","Half of the original founding team at Elon Musk's artificial intelligence startup xAI has now departed after two co-founders resigned in rapid succession this week, raising fresh questions about talent…",https://ground.news/interest/france24
Startups News | Tech News,Right,"xAI loses two more co-founders after SpaceX mega-merger, five co-founders gone in under a year - Tech Startups","xAI is going to space. Its co-founders are walking out. The SpaceX merger deal was meant to signal lift-off. Instead, it’s exposing turbulence inside xAI. Just days after Elon Musk folded his artificial intelligence startup into SpaceX, two more xAI […] The post xAI loses two more co-founders after SpaceX mega-merger, five co-founders gone in under a year first appeared on Tech Startups.",https://ground.news/interest/startups-news-tech-news
Reuters,Center,"Two co-founders of Elon Musk's xAI resign, joining exodus",,https://ground.news/interest/reuters_fa2539
Globo,Right,More than Two Xai Co-Founders Left Company After Tensions with Elon Musk,"The latest changes take place days after SpaceX, also from Musk, announced that it will buy XAI to create a US$ 1,25 trillion company.",https://ground.news/interest/globo
TESLARATI,Center,Elon Musk’s xAI plants flag in Bellevue AI hotspot,"Elon Musk’s artificial intelligence company xAI has leased a full floor at Lincoln Square South in downtown Bellevue, WA, as per city permit filings.  The lease places xAI’s new office in one of the region’s fastest-growing tech hubs. Public records indicate that xAI leased roughly 24,800 square feet in Lincoln Square South. The location was previously occupied by video game company Epic Games. Lincoln Square South is part of the Bellevue Collec…",https://ground.news/interest/teslarati
The News,Right,Co-founders of Elon Musk's xAI resigned: Here's Why,"A recent news update has left everyone surprised at how the world's most popular platform, 'xAI,' has seen turnovers from the founding team in shortest time spend.In a bold move, the sixth...",https://ground.news/interest/the-news
Daily Sabah,Right,Exodus grows as 2 co-founders of Elon Musk's xAI resign,"Tony Wu and Jimmy Ba, co-founders of xAI, have stepped down from the artificial intelligence company they launched with billionaire Elon Musk less than...",https://ground.news/interest/daily-sabah
Silicon Republic,Center,Jimmy Ba and Tony Wu latest tech co-founders to exit Musk's xAI,The fifth and sixth founder departure from xAI comes just after SpaceX acquired the company for $250bn. Read more: Jimmy Ba and Tony Wu latest tech co-founders to exit Musk’s xAI,https://ground.news/interest/silicon-republic
Live Mint,Center,"Elon Musk's xAI loses more co-founders, original team of 12 down to 6 — Why did Jimmy Ba and Tony Wu resign?","Jimmy Ba and Tony Wu, co-founders of Elon Musk's xAI have left the company, whittling the startup's original team of 12 founders down to six amid reports of financial crunch and discord over direction.",https://ground.news/interest/live-mint
Seeking Alpha,Right,Musk’s xAI loses second co-founder in two days as Jimmy Ba departs,,https://ground.news/interest/seeking-alpha
India Today,Right,"Elon Musk loses half his xAI founding team, researcher who resigned in few weeks says AI work is boring","Elon Musk’s AI startup, xAI, has seen two of its founding members resign this week. This brings a total of 6 out of 12 founding members to have left the firm. The latest resignations come just days after xAI was merged with SpaceX.",https://ground.news/interest/india-today
Firstpost News,Center,"xAI co-founder Tony Wu quits Musk firm, another senior executive Jimmy Ba to follow suit","xAI co-founders Tony Wu and Jimmy Ba have quit the firm they launched with Elon Musk, marking the latest exits in a wave that’s left xAI with just half of its original 12 founders.",https://ground.news/interest/firstpost-news
Devdiscourse,Center,Resignations Shake xAI as Co-Founders Exit,"Tony Wu and Jimmy Ba, co-founders of xAI, have stepped down from the AI firm created with Elon Musk. Their resignations highlight ongoing challenges within the company, as xAI faces pressure to enhance its AI models and Musk aims to compete with OpenAI and Anthropic.",https://ground.news/interest/devdiscourse
Times of India,Right,Yuhuai Tony Wu quits xAI; becomes fifth cofounder to leave Musk-led AI startup,"Wu, who did not publicly attribute the exit to the company's merger with SpaceX, hinted at starting a “small team” of his own and thanked Musk “for the ride of a lifetime.”",https://ground.news/interest/times-of-india
TechCrunch,Center,"Okay, now exactly half of xAI's founding team has left the company","Whatever the cause of the departures, the cumulative impact is alarming. There is a lot of work left to do at xAI, and an IPO will bring more scrutiny than the lab has ever faced before.",https://ground.news/interest/techcrunch
Ars Technica,Center,Yet another co-founder departs Elon Musk's xAI,"xAI co-founder Tony Wu abruptly announced his resignation from the company late Monday night, the latest in a string of senior executives to leave the Grok-maker in recent months. In a post on social media, Wu expressed warm feelings for his time at xAI, but said it was ""time for my next chapter."" The current era is one where ""a small team armed with AIs can move mountains and redefine what's possible,"" he wrote. The mention of what ""a small tea…",https://ground.news/interest/ars-technica
100% FED UP!,Far Right,Elon Musk’s xAI Co-Founder Leaves Company Abruptly * 100PercentFedUp.com * by Anthony,"This is a major loss for xAI. A co-founder of Elon Musk’s xAI has announced he’s leaving the company. Co-founder Tony Wu announced he’s leaving the company, marking the 4th co-founder to leave the artificial intelligence company in the last year. CNBC reported the following details on Wu’s sudden departure: Elon Musk’s xAI has lost another founding member. Tony Wu announced late on Monday that he resigned from the artificial intelligence startu…",https://ground.news/interest/100percentfedupcom
Gizmodo,Lean Left,Elon Musk's xAI Can't Stop Bleeding Cofounders,Tony Wu is leaving at a time when SpaceX is expected to launch an IPO.,https://ground.news/interest/gizmodo
CNBC,Center,Elon Musk’s xAI loses co-founder Tony Wu in latest senior departure,Musk's rocket company SpaceX recently acquired xAI ahead of a likely IPO.,https://ground.news/interest/cnbc
Hindustan Times,Center,"Tony Wu quits xAI, becomes fifth co-founder to leave Elon Musk-led company: ‘Time for my next chapter’","Tony Wu previously worked at Google and was among the 12 co-founders, including Elon Musk, who launched xAI in 2023.",https://ground.news/interest/hindustan-times
Benzinga,Center,"More Tesla, xAI Execs Resign—Why Leaders Keep Ditching Elon Musk - Tesla (NASDAQ:TSLA)","The exodus from Elon Musk's empire continues with Tony Wu, a co-founder of xAI, and Raj Jegannathan, a Tesla VP, resigning this week.",https://ground.news/interest/benzinga
Latestly,Right,"Yuhuai 'Tony' Wu, Co-Founder of xAI, Resigns and Thanks Elon Musk for Opportunity; Company Continues Hiring | 📲 LatestLY","Yuhuai Wu, a co-founder of xAI and a major contributor to Grok’s advanced reasoning systems, has stepped down from the company. In a public post, he thanked the team and Elon Musk, calling the experience a “ride of a lifetime”. Wu becomes the fourth co-founder to exit xAI amid leadership changes. 📲 Yuhuai 'Tony' Wu, Co-Founder of xAI, Resigns and Thanks Elon Musk for Opportunity; Company Continues Hiring.",https://ground.news/interest/latestly
Business Insider,Lean Left,Elon Musk's xAI loses another cofounder,Open the article to view the coverage from Business Insider,https://ground.news/interest/business-insider
Real Clear Politics,Right,Will Push for Voter ID Kill the Filibuster?,"Wednesday, February 11th on RealClearPolitics",https://ground.news/interest/real-clear-politics
The Gateway Pundit,Far Right,Rep. Anna Paulina Luna SHREDS Senate Majority Leader John Thune for Planning to Cave to Schumer and Kill the SAVE Act,"Rep. Anna Paulina Luna (R-FL) blasted Senate Majority Leader John Thune (R-SD) on Wednesday ahead of the Senate’s consideration of the SAVE Act, which passed in the House with unanimous GOP support earlier.  This comes after Thune recently reportedly dismissed the idea of a standing filibuster to override the filibuster’s 60-vote threshold. “There aren’t anywhere close to the votes” to change the rule, he said. He further told reporters that the…",https://ground.news/interest/the-gateway-pundit
Washington Examiner,Right,The Utah odd couple splitting over the Senate filibuster,"A growing divide between MAGA and traditional Republicans is playing out in Utah, a state known for its comity and Mormon genteelism, as its two GOP senators stake out opposing sides of a fight over the filibuster. Sen. Mike Lee wants the Senate to revert to a “talking filibuster” to pass the SAVE Act, which would require proof of citizenship when registering to vote. His Utah colleague, Sen. John Curtis, falls in a camp of Republicans who view …",https://ground.news/interest/washington-examiner
OpsLens,Right,"Nearly 100 conservative leaders urge Thune to pass Save America Act * WorldNetDaily * by Virginia Grace McKinnon, The Daily Signal","Source link Senate Majority Leader John Thune, R-S.D. Ahead of an expected vote on the SAVE America Act in the House, nearly 100 conservative leaders are urging the Senate to pass the election integrity measure using the talking filibuster. The SAVE America Act, an updated version of the SAVE Act, would secure America’s elections by requiring proof of",https://ground.news/interest/opslens
World Tribune: Window on the Real World,Right,Did Senate Majority Leader Thune just kill the SAVE Act?,"by WorldTribune Staff, February 10, 2026 Real World News Senate Majority Leader John Thune on Tuesday rebuffed an effort by President Donald Trump and his GOP allies to amend the Senate filibuster rule to speed passing of the SAVE America Act, which would require ID and American citizenship to vote. The legislation is slated for […]",https://ground.news/interest/world-tribune-window-on-the-real-world
Newsmax,Right,Sen. Thune Rules Out Filibuster Change for SAVE Act,"Senate Majority Leader John Thune, R-S.D., said Tuesday that Republicans do not have nearly enough votes to change Senate rules to advance the SAVE Act, a House-passed measure backed by President Donald Trump that would tighten proof-of-citizenship requirements for federal voter registration.",https://ground.news/interest/newsmax
100% FED UP!,Far Right,SAVE Act Dead? Senate Majority Leader John Thune Makes Announcement On Filibuster Rule * 100PercentFedUp.com * by Danielle,"Senate Majority Leader John Thune (R-SD) said the upper legislative chamber’s filibuster rule will remain in place, striking a major […]",https://ground.news/interest/100percentfedupcom
CNBC,Center,Senate Leader Thune throws cold water on filibuster change in push for voter-ID bill,Voter ID legislation backed by President Donald Trump and his GOP allies faces an uphill climb in the Senate.,https://ground.news/interest/cnbc
The Hill,Center,Thune: ‘Not even close’ to enough votes to change filibuster rule to enact voting reform,"Senate Majority Leader Thune dismisses lowering filibuster threshold to pass voter registration reform, citing lack of support in Senate GOP conference.",https://ground.news/interest/the-hill
Raw Story,Left,Senate Republicans face civil war over filibuster: 'We'd be schmucks to sit here!',Senate Republicans are increasingly at each other's throats over whether to change the filibuster rule to ram through bill that would mandate new voting restrictions nationwide and require proof of citizenship to register to vote.A loud contingent of the party is increasingly convinced that Republic...,https://ground.news/interest/raw-story
The New Yorker,Left,Pam Bondi’s Contempt for Congress,"In a hearing dominated by questions about the Epstein files, the Attorney General treated congressional oversight like a roller derby. Ruth Marcus reports on the hearing and on the weaponization of the Department of Justice under Trump.",https://ground.news/interest/the-new-yorker
Slate,Left,Pam Bondi’s Epstein Testimony Exposed the Whole Game,The Epstein files are related to the rest of the legal chaos we are experiencing.,https://ground.news/interest/slate
Staten Island Advance,Center,This top Trump official is back in the hot seat,Attorney General Pam Bondi is facing a torrent of criticism from a number of conservatives following her fiery testimony before the House Judiciary Committee.,https://ground.news/interest/staten-island-advance
Alternet,Left,Trump ties AG’s Epstein hearing to Russia probe in wild post — and claims he’s 'exonerated',"In a Truth Social post, President Donald Trump on Thursday praised Attorney General Pam Bondi’s widely-criticized and combative performance at Wednesday’s congressional hearing on the Epstein files and declared that it totally exonerated him of any charges surrounding Russia.“AG Pam Bondi,” the president began, “under intense fire from the Trump Deranged Radical Left Lunatics, was fantastic at yesterday’s Hearing on the never ending saga of Jeff…",https://ground.news/interest/alternet
HuffPost,Left,"Trump Says Bondi Was 'Fantastic' At Bizarre Hearing, Claims Epstein Scandal 'Backfiring' On Dems",The president gave the under-pressure attorney general his public support after that performance before the House Judiciary Committee.,https://ground.news/interest/huffpost
News One,Left,"Pam Bondi Slings Insults, Throws Tantrums During House Judiciary Hearing","Source: Bill Clark / Getty If there’s anything to take away from U.S. Attorney General Pam Bondi’s testimony before the House Judiciary Committee on Wednesday, it’s that she is a true member of the Trump administration. For roughly five hours, Bondi sat there with a resting frustrated mom face, looking at every lawmaker who questioned her with an “I’ll turn this minivan right TF around” glare in response to reasonable inquiries about the Departm…",https://ground.news/interest/news-one
Atlanta Black Star,Lean Left,"‘Brutal!’: Bondi Talks Big, Plays Tough as the Room Explodes — Then One Ruthless Camera Shot Catches What She Never Meant to Show and Rips the Smirk Clean Off Her Face","A House Judiciary Committee hearing meant to address the Justice Department’s handling of the Epstein files detonated into a three-minute spectacle of stares, interruptions and barely disguised contempt — with Attorney General Pam Bondi planted at the center of it all. What started as pointed questioning quickly spiraled into a tense back-and-forth between Bondi, Democratic Rep. Pramila Jayapal of Washington State and the Republican chairman. Al…",https://ground.news/interest/atlanta-black-star
Wonkette,Left,"Insolent, Shouty Brat Brings Burn Book To Congress","Uh oh, she’s got that poopyface like she just smelled Donald Trump’s ass again. On the day after her Department of Justice received its latest humiliation, when a grand jury laughed its ass off and told US Attorney Jeanine Pirro to go fuck an empty Franzia box with her attempted indictments of six Democratic members of Congress, Attorney General Pam “Country Time Regina George with a burn book full of Funyun powder” Bondi showed up to Congress a…",https://ground.news/interest/wonkette
Al Jazeera,Lean Left,Pam Bondi Epstein hearing: Key takeaways,Bondi clashed with Democrat representatives Jasmine Crockett and Ted Lieu during her Epstein files hearing.,https://ground.news/interest/al-jazeera_1a2e2c
World Socialist Web Site,Left,Bondi hearing exposes Epstein cover-up and secret “domestic terrorist” lists,Trump’s attorney general refused to answer virtually any questions related to the administration’s ongoing cover-up of a multi-decade criminal conspiracy involving Jeffrey Epstein and powerful political and financial figures.,https://ground.news/interest/world-socialist-web-site
Arkansas Democrat-Gazette,Center,"AG, legislators spar over Epstein probe",WASHINGTON -- U.S. Attorney General Pam Bondi repeatedly sparred with lawmakers on Wednesday as she was pressed over the Justice Department's handling of the Jeffrey Epstein investigation and faced demands for greater transparency in the high-profile case.,https://ground.news/interest/arkansasonlinecom
SBS News,Lean Left,US Attorney General under pressure over handling of Epstein files,"The US Attorney-General has faced an onslaught of questions into the Department of Justice's handling of the more than 3 million files released related to late convicted sex offender Jeffrey Epstein. Survivors and critics are demanding transparency and justice for the more than one thousand victims identified, as Pam Bondi faced a Senate congressional hearing.",https://ground.news/interest/sbs-news
GV Wire,Lean Left,Epstein Files: A Controversial Hearing Unveiled,"Explore the Epstein Files and their impact on current politics, featuring Attorney General Pam Bondi and her controversial statements.",https://ground.news/interest/gv-wire
India Today,Right,Pam Bondi clashes with Democrats over Epstein files: Not going to get in gutter,"During the heated hearing, Democrats accused the department of perpetuating a cover-up and failing to prioritise victims. Bondi was also pressed on whether Trump had ever attended a party involving underage girls—an allegation she did not directly address to lawmakers’ satisfaction, calling it a ""ridiculous question"".",https://ground.news/interest/india-today
Washington Examiner,Right,Key takeaways from Pam Bondi’s combative House judiciary hearing,"Attorney General Pam Bondi sparred with members of the House Judiciary Committee on Wednesday, defending the Justice Department’s handling of the Epstein files while pushing back on accusations from Democrats that the department has been weaponized for political ends. Bondi’s appearance marked her first oversight hearing before the panel since her confirmation as the nation’s top law enforcement official. What was billed as a review of DOJ opera…",https://ground.news/interest/washington-examiner
Vail Daily,Center,Bondi clashes with Democrats as she struggles to turn the page on Epstein files,"WASHINGTON — Attorney General Pam Bondi launched into a passionate defense of President Donald Trump Wednesday as she tried to turn the page from relentless criticism of the Justice Department’s handling of the Jeffrey Epstein files, repeatedly shouting at Democrats during a combative hearing in which she postured herself as the Republican president’s chief protector. Besieged by questions over Epstein and accusations of a weaponized Justice Dep…",https://ground.news/interest/vaildailycom
KHBS,Center,Insults and accusations: Attorney General Pam Bondi spars with lawmakers in fiery hearing,"Attorney General Pam Bondi defended her leadership of the Justice Department during a contentious, hours-long House Judiciary Committee hearing Wednesday.",https://ground.news/interest/khbs
Talking Points Memo,Left,Bondi Won’t Say Who Is On DOJ’s New List Of Domestic Terrorists Besides ‘Antifa’,"‘I Know Antifa Is Part of That’ Attorney General Pam Bondi repeatedly skirted attempts on Wednesday by Rep. Mary Gay Scanlon (D-PA) to get answers about Trump administration directives from September, which included the National Security Presidential Memorandum (NPSM-7), that cast a bunch of non-controversial ideas — “anti-Americanism, anti-capitalism, and anti-Christianity” — as worthy of investigation by federal law enforcement. It was interpr…",https://ground.news/interest/talking-points-memo
Mississippi Free Press,Left,Bondi Clashes With Democrats As She Struggles to Turn the Page on Epstein Files Furor,Attorney General Pam Bondi launched into a passionate defense of President Donald Trump Wednesday as she tried to turn the page from relentless criticism of the Justice Department’s handling of the Jeffrey Epstein files. The post Bondi Clashes With Democrats As She Struggles to Turn the Page on Epstein Files Furor appeared first on Mississippi Free Press.,https://ground.news/interest/mississippi-free-press
Star Advertiser,Center,Lawmakers accuse Bondi of hiding names of Epstein associates | Honolulu Star-Advertiser,WASHINGTON >> A Republican U.S. lawmaker today accused Attorney General Pam Bondi of concealing the names of powerful associates of the late financier and convicted sex offender Jeffrey Epstein as she faced questions about the Justice Department’s handling of investigative files in a charged hearing before a House of Representatives panel.,https://ground.news/interest/star-advertiser
PerthNow,Center,Pam Bondi accused of hiding names of Epstein associates,US Attorney General Pam Bondi has defended her handling of the Epstein files during a charged congressional hearing.,https://ground.news/interest/perthnow
