outlet,bias,headline,summary,ground_news_interest_url
Vancouver Sun,Lean Right,Why B.C. craft brewers could face a 'double hit' from tariffs,"Continued U.S. tariff threats challenge already hard-hit B.C. craft brewers who face input cost increases of 30 to 40 per cent since COVID. 1 year ago · Vancouver, Canada",https://ground.news/interest/vancouver-sun
Exeter Lakeshore Times-Advance,Lean Right,South Huron considers reaction to tariffs,"SOUTH HURON – South Huron staffers have been discussing for several weeks the potential impact of U.S. President Donald Trump’s plans to impose 25 per cent tariffs on most Canadian goods. 1 year ago · Exeter, Canada",https://ground.news/interest/exeter-lakeshore-times-advance
Herald/Review Media,Lean Right,Trump Says Canada and Mexico Tariffs Will Go Into Effect Next Week,"WASHINGTON — Tariffs on imports from Canada and Mexico will go into effect on March 4 “as scheduled,” President Donald Trump said Thursday morning, claiming that those countries were still not doing enough to stop the flow of drugs into… 1 year ago",https://ground.news/interest/herald-review-media_95b6ec
NOS,Lean Right,Trump: Mexico and Canada tariffs to go into effect March 4,"US President Trump wants to implement the 25 percent import tariffs on Mexican and Canadian goods next Tuesday, March 4. He believes that these countries are still doing too little to combat drug smuggling. ""Drugs from Canada and Mexico are still coming into our country in very high and unacceptable quantities,"" he writes on his social media channel Truth Social. Trump announced the tariffs in early February and postponed them almost immediately… 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
New York Post,Lean Right,Trump says tariffs against Canada and Mexico will go into effect next week: ‘Drugs are still pouring into our Country’,"President Trump declared Thursday that tariffs on goods from Canada and Mexico will go into effect next week, arguing that both countries haven’t done enough to combat the flow of drugs into the US. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
Boston Herald,Lean Right,Trump renews tariff threat,"WASHINGTON  — President Donald Trump plans to impose tariffs on Canada and Mexico starting Tuesday, in addition to doubling the 10% universal tariff charged on imports from China. In a Truth Social post Thursday, Trump said illicit drugs such as fentanyl are being smuggled into the United States at “unacceptable levels” and that import taxes would force other countries to crack down on the trafficking. “We cannot allow this scourge to continue t… 1 year ago · Boston, United States",https://ground.news/interest/boston-herald
Regina Leader-Post,Lean Right,Mandryk: Lowly Saskatchewan politicians can't stop Trump's tariffs,"Unfortunately, these are not reasonable times. Nor is the personal imposing these highly unreasonable tariffs the least bit reasonable. 1 year ago · Regina, Canada",https://ground.news/interest/regina-leader-post
El Financiero,Lean Right,Tariffs to Mexico: Ebrard to the Rescue? They are Trump officials with whom he will meet,"Economy Secretary Marcelo Ebrard will return this Thursday to Washington, United States, where he will meet with officials of the President of the United States, Donald Trump, with the aim of addressing the tariffs that the U.S. president seeks to impose on Mexico. Trump said this Thursday that he will impose 25 percent tariffs on Mexico and Canada on March 4, after postponing them for a month so that both countries will put in place actions to … 1 year ago · Mexico",https://ground.news/interest/el-financiero
abc,Lean Right,Trump now says that tariffs with Mexico and Canada will start on March 4 and impose an additional 10% on China,"Donald Trump has assured this Thursday that the 25% tariffs against Mexico and Canada that he announced shortly after arriving at the White House will enter into force next week, on Tuesday, March 4. He has also said that China, his other big trading partner, will receive an additional 10% tariff, which will add to the 10% that he had previously imposed. Trump decided earlier this month to delay the entry into force of the rates to Canada and Me… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
Business Live,Lean Right,Trump plans March 4 tariffs for Mexico and Canada,"US president says fentanyl inflows remain too high, so no deadline changes 1 year ago · Johannesburg, South Africa",https://ground.news/interest/business-live
Fox Business,Lean Right,"Mexico, Canada tariffs will be implemented due to 'unacceptable' drug flow, Trump says","President Donald Trump on Thursday said that his proposed 25% tariffs on Mexico and Canada remain on track to go into effect next week because drugs are still pouring into the U.S. from across their borders at ""very high and unacceptable levels.""The tariffs on Mexican and Canadian goods are scheduled to go into effect on March 4, with a lower 10% tax on Canadian energy products such as oil and electricity. Trump said that on that date he would a… 1 year ago · United States",https://ground.news/interest/fox-business
The Epoch Times,Lean Right,"Trump Says Border Tariffs on Canada, Mexico Coming Into Force on March 4","President Donald Trump said his administration will go ahead with 25 percent tariffs on Canada and Mexico on March 4, saying the two countries have not done enough on drug smuggling. In a post on his Truth Social platform on Feb. 27, Trump said drugs like fentanyl were still “pouring into” the United States from the two countries at “unacceptable” levels, which he said had resulted in the death of more than 100,000 Americans in 2024. “We cannot … 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
End Time Headlines,Lean Right,"Trump warns Mexico, Canada tariffs will start March 4, plus additional 10% on China","President Donald Trump has announced the implementation of new tariffs targeting imports from Mexico, Canada, and China, set to take effect on March 4, 2025. These measures include a 25% tariff on goods from Mexico and Canada, alongside an additional 10% tariff on Chinese imports. The President cites concerns over illicit drug trafficking, particularly fentanyl, […] 1 year ago",https://ground.news/interest/end-time-headlines
The Straits Times,Lean Right,"Trump says Mexico, Canada tariffs to take effect on March 4","Chinese imports will also be charged an additional 10 per cent tax from that date, he said. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
GB News,Lean Right,Trump confirms tariffs against Mexico and Canada will come into force as China slapped with additional 10% levy,"Donald Trump has confirmed his proposed tariffs against Mexico and Canada will come into effect next week 1 year ago · London, United Kingdom",https://ground.news/interest/gbnewscom
연합뉴스-Yonhap News Agency,Lean Right,"Trump Reiterates ""25% Tariffs on Mexico and Canada to Take Effect on March 4""",( 1 year ago · Korea (the Republic of),https://ground.news/interest/_ae7d36
Just the News,Lean Right,"Trump now says tariffs on Canada, Mexico will kick in March 4","On Wednesday, when asked at a televised cabinet meeting about the tariffs Trump said, “April 2nd for everything.” 1 year ago · Washington, United States",https://ground.news/interest/justthenewscom
KFOX,Lean Right,Trump plans tariffs on Mexico and Canada to combat drug crisis,President Donald Trump says he plans to implement new tariffs on China and Mexico next week. 1 year ago,https://ground.news/interest/kfox
Republic World,Lean Right,US Eyes Expelling Canada From Five Eyes Alliance Amid Rising Tensions,"New Delhi: A top White House official has proposed to expel Canada from the Five Eyes intelligence-sharing network amid tensions between both countries. President Trump expressed a desire to annex Canada and planning to reinstate 25 per cent tariffs on Canadian imports after a on 1 year ago · Mumbai, India",https://ground.news/interest/republic-world
Australian Financial Review,Lean Right,Top Trump aide pushes to axe Canada from Five Eyes intelligence group,"But Peter Navarro denies that he wants to expel the northern neighbour from the information-sharing team, which also includes the UK, Australia and New Zealand. 1 year ago · Sydney, Australia",https://ground.news/interest/australian-financial-review
Libertad Digital,Lean Right,The unforgivable forgetfulness of the Oscars' In Memoriam,"The In Memoriam picked up applause for Gene Hackman or David Lynch, but not everyone passed the Academy court. 1 year ago",https://ground.news/interest/libertad-digital
GB News,Lean Right,Gene Hackman 911 call released in full as details of harrowing phone call from caretaker emerges,"Police have released the 911 call made by a maintenance worker who discovered the bodies of Oscar-winning actor Gene Hackman and his wife Betsy Arakawa at their Santa Fe home 1 year ago · London, United Kingdom",https://ground.news/interest/gbnewscom
Dagens Nyheter.,Lean Right,Gene Hackman hailed by Hollywood colleagues: 'A giant',"The film world is in mourning and tributes are pouring in following the news that Gene Hackman has passed away at the age of 95. “A giant among actors,” said Dustin Hoffman in a statement. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
Australian Financial Review,Lean Right,‘Believable’ Gene Hackman was Hollywood’s consummate everyman,"The actor never fit the mould of a Hollywood movie star but became one by playing seemingly ordinary characters with deceptive subtlety, intensity and charm. 1 year ago · Sydney, Australia",https://ground.news/interest/australian-financial-review
ABS-CBN,Lean Right,'They're not moving': 911 call for Gene Hackman death in New Mexico | ABS-CBN Entertainment,"Audio from the 911 call released on Thursday by Santa Fe County revealed that the worker could not access the home but that he could see a woman on the floor th 1 year ago · Quezon City, Philippines (the)",https://ground.news/interest/abs-cbn
The Blade,Lean Right,Hackman's role in 'Hoosiers' led to beloved film for fans far beyond Indiana,"Bobby Plump -– the real-life Jimmy Chitwood –- said Gene Hackman deserves as much credit as anyone for taking his small-town Hoosier state basketball story beyond Indiana to the rest the world. 1 year ago · Toledo, United States",https://ground.news/interest/the-blade
Real Clear Politics,Lean Right,"Gene Hackman Was Never Bad, Whatever the Role","Gene Hackman played presidents, nuclear submarine commanders, congressmen and lawyers, and you never questioned his presence or charisma 1 year ago · Chicago, United States",https://ground.news/interest/real-clear-politics
The US Sun,Lean Right,Frantic 911 call revealed after Gene Hackman and wife found 'not moving',"HEARTBREAKING audio has revealed the tragic moment a caretaker found Gene Hackman and his wife dead on Wednesday afternoon.The 911 caller is heard cry 1 year ago · New York, United States",https://ground.news/interest/the-us-sun
Le Point.fr,Lean Right,Death of Gene Hackman: Unanimous Homage of Hollywood,"From Francis Ford Coppola to Antonio Banderas, the tributes have followed since the death of the actor of ""Mississippi Burning"", who died at the age of 95. 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
Daily Express,Lean Right,Iconic film role Gene Hackman turned down that ended up winning 5 Oscars,"Gene Hackman, who has died at the age of 95, appeared in some of the biggest films of all time, but he also famously turned down some major roles 1 year ago · United Kingdom",https://ground.news/interest/daily-express
India Today,Lean Right,Gene Hackman's mysterious death: Could carbon monoxide be the cause?,"Hollywood icon Gene Hackman died at his Santa Fe residence, alongside his wife, Betsy Arakawa, and their pet dog. The reason behind his death is yet to be known, although no foul play is suspected. Hackman was 95. 1 year ago · India",https://ground.news/interest/india-today
Die Presse,Lean Right,Gene Hackman is dead: an actor who made every movie better,"Gene Hackman died at the age of 95. The Hollywood star could be stress like no other. There were not enough films worthy of his participation. An obituary. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
Geo News,Lean Right,Gene Hackman and wife did not commit suicide,"Police said they suspect no foul play after actor Gene Hackman, his wife  Betsy Arakawa, and their dog were found dead at home.Their deaths sparked rumors of suicide, with some social media users suggesting his... 1 year ago",https://ground.news/interest/geo-news
7NEWS Australia,Lean Right,From Bonnie and Clyde to ‘ruler of Australia’: Gene Hackman in pictures,The late actor’s career spanned five decades and countless awards. Here are just a few of his famous roles. 1 year ago · Australia,https://ground.news/interest/7news-australia
Reforma,Lean Right,Actor Gene Hackman Found Killed at Home in New Mexico · Global Voices,"Gene Hackman, a Oscar-winning actor, was found dead along with his wife and dog in his home in New Mexico, according to authorities. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
The Telegraph,Lean Right,Gene Hackman’s 10 greatest film roles – ranked,"The late star of Superman, Unforgiven and many more could pivot effortlessly from comedy to menace. These are his best performances 1 year ago · London, United Kingdom",https://ground.news/interest/the-telegraph
Neue Zürcher Zeitung,Lean Right,Over eighty screen appearances: Gene Hackman can't be forgotten from film history,"From the supporting role in «Bonnie and Clyde» to the classic «French Connection» to the late triumph of Wes Anderson: The Hollywood star proved his changeability. 1 year ago · Zürich, Switzerland",https://ground.news/interest/neue-zurcher-zeitung
