outlet,bias,headline,summary,ground_news_interest_url
444.hu,Lean Left,"There Was a Huge Bank Robbery in Germany, Worthy of a Movie, with 30 Million Euros Worth of Valuables Disappearing From Safes During the Holidays","Bank robbers took advantage of the long Christmas weekend to break into a Sparkasse safe in Gelsenkirchen and looted a huge fortune. According to the first news, published on Tuesday, more than 3,200 safes were broken into in the savings bank's vault - more than ninety percent of all the safes there - and approximately 2,500 customers were damaged. According to the investigative authority, the perpetrators obtained approximately 30 million euros… 2 months ago · Hungary",https://ground.news/interest/444hu
Capital.fr,Right,30 Million Stolen From a German Bank: Offended Customers Demand Accounts,"A spectacular burglary targeted a bank in West Germany. More than 3,000 safes were forced and an estimated 30 million euro loot was volatile. In the face of the scale of the damage, customers are asking for explanations. 2 months ago",https://ground.news/interest/capitalfr
Origo,Right,Another Gold Theft in Germany – Could the Culprit Be an Insider?,"Suspected bank robbery in Bonn: gold disappeared from a Sparkasse account, police say a bank employee may have been involved in the case. 2 months ago · Budapest, Hungary",https://ground.news/interest/origohu
El Pais,Lean Left,A Millionaire Robbery in a German Bank Leaves Hundreds of Customers Restless About Their Possessions,"“We want to get in! We want to get in!” shouted some 200 people Tuesday before a branch in the German city of Gelsenkirchen. They were customers of the Sparkasse, the savings bank, desperate for the millionaire theft that was discovered the day before and the lack of explanations about the fate of their belongings. Continue reading 2 months ago · Spain",https://ground.news/interest/el-pais
El Mundo,Right,Film Theft in a German Bank: They Drill the Vault and Take Tens of Millions of Euros,"A surprising robbery shook the city of Gelsenkirchen in western Germany this Monday, after a group of thieves accessed the vault of a... 2 months ago · Madrid, Spain",https://ground.news/interest/el-mundo
Breitbart,Right,Germany: Over $30 Million Stolen In ‘Ocean's Eleven-like’ Bank Robbery,A group of thieves broke into a bank vault in Germany in a heist police officers compared to the Hollywood film Ocean's Eleven. 2 months ago · United States,https://ground.news/interest/breitbart
Euro Weekly News,Lean Left,Thieves drill into bank vault for €30 million,"A German bank, closed for the Christmas holidays, suffered an enormous break-in involving a circular saw that cut a hold in the back wall of the strongroom. 2 months ago · Spain",https://ground.news/interest/euro-weekly-news
Dnevni list Danas,Lean Left,"'Like in Ocean's 11': a Bank Was Robbed in Germany, 30 Million Euros Were Stolen","More than 3,000 safes were opened, and in addition to money, the thieves took jewelry and other valuables. Search for robbers. 2 months ago · Belgrade, Serbia",https://ground.news/interest/dnevni-list-danas
charentelibre.fr,Center,"A Hole, 3,000 Chests, 30 Million Euros: the Completely Crazy Breaker that Sniffs Germany","In Germany, burglars made a robbery worthy of a Hollywood film: they pierced the safe room of a bank with the help of a giant drill, devastated 3000 chests, causing a 2 months ago",https://ground.news/interest/charentelibrefr
Corriere Della Sera,Center,"Germany, Bank Theft of 30 Million Euros. Stolen Jewelry and Cash From Safe Deposit Boxes: the Anger of Customers","Hundreds of people in front of the branch office of Gelsenkirchen Bank, worried about their savings and jewelry 2 months ago · Italy",https://ground.news/interest/corriere-della-sera
ladepeche.fr,Lean Left,"Out-of-Standard Robbery in Germany: 3000 Bank Boxes Emptied with a Giant Drill, Nearly 30 Million Euros of Damage","An out-of-standard robbery took place last weekend in the city of Gelsenkirchen (Germany). burglars robbed more than 3000 safes from a branch of the local savings bank, using a... 2 months ago",https://ground.news/interest/ladepechefr
