outlet,bias,headline,summary,ground_news_interest_url
New York Post,Lean Right,"Algerian terrorist kills one, injures several, in knife attack in France","The knife-weilding maniac shouted “Allahu Akbar” as he attacked and killed a civilian passerby — before setting upon a group of municipal officers in Mulhouse, France. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
ABP News,Lean Right,"1 Dead, 3 Injured In France Knife Attack, President Macron Calls It 'Islamist Terror Act'","A knife attack in Mulhouse, France, killed one and injured three. The incident is being investigated as an Islamist terror act. 1 year ago · India",https://ground.news/interest/abp-news
El Financiero,Lean Right,Terrorism in France: Knife attack leaves one dead and three wounded in the city of Mulhouse,"A knife attack carried out this Saturday in the city of Mulhouse, in France, near the border with Germany, left one dead and three municipal agents injured.The attacker, a 37-year-old Algerian man who was booked for terrorism, was arrested by the authorities.The Portuguese government reported that the fatal victim of this afternoon's attack is a 69-year-old Portuguese citizen, who had migrated to France since 1992 and was at the scene of the att… 1 year ago · Mexico",https://ground.news/interest/el-financiero
9News,Lean Right,"Knife attack leaves one dead in France in 'terrorist act,' officials say","One person has died and several are wounded following a knife attack at a town market in eastern France, in... 1 year ago · Australia",https://ground.news/interest/9news
El Vocero de Puerto Rico,Lean Right,Terror in Mulhouse: One dead and two injured in a knife attack,One person was killed and two others injured on Saturday in the eastern French town of Mulhouse in a knife attack carried out by a 37-year-old Algerian with a history of terrorism… 1 year ago,https://ground.news/interest/el-vocero-de-puerto-rico
The West Australian,Lean Right,One dead in 'Islamic extremism' knife attack in France,An Algerian man identified as an Islamic extremist has been arrested after a man was stabbed to death and three police officers injured near a market in France. 1 year ago · Australia,https://ground.news/interest/the-west-australian
Bangkok Post,Lean Right,"One dead, several police wounded in 'Islamist' knife attack in France","MULHOUSE (FRANCE) - One person died and two police officers were seriously injured Saturday in a knife attack in eastern France that President Emmanuel Macron said was an ""Islamist terror act"". 1 year ago · Bangkok, Thailand",https://ground.news/interest/bangkok-post
Le Point.fr,Lean Right,"Attack on Mulhouse: one man killed and three wounded, counter-terrorism prosecutor seized","According to sources close to the file contacted by Le Point, the attacker is an Algerian who is known by the judiciary for apology of terrorism. He is under OQTF and judicial control. 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
il Giornale,Lean Right,"France, shouts 'Allah Akbar' and stabs bystanders: one dead. Macron: 'Islamist attack'","Blood in Mulhouse, in the East of France. Two policemen wounded: one in the carotid artery, the other in the chest 1 year ago · Italy",https://ground.news/interest/ilgiornaleit
Reforma,Lean Right,Terrorist attack leaves one dead and two wounded in France,"One person died and two police officers were injured by an attack by a man with a knife in France who was described as 'isl mico terrorism'. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
Daily Express,Lean Right,'Terror attack' leaves one dead and four injured in France,"The incident occurred in the eastern city of Mulhouse, which is on France's border with Germany. 1 year ago · United Kingdom",https://ground.news/interest/daily-express
LBC,Lean Right,One killed and several police officers injured in suspected terror attack in France,"One person has been killed and several others, including police officers, have been injured in a knife attack in the east of France. 1 year ago · London, United Kingdom",https://ground.news/interest/lbc
Republic World,Lean Right,"One Dead, Two Police Officers Injured in France's Mulhouse Knife Attack","One person has died and two police officers have been seriously injured in a knife attack that took place during a demonstration in the French city of Mulhouse. Emmanuel Macron, President of France said, ""no doubt it is an Islamist terror act."" 1 year ago · Mumbai, India",https://ground.news/interest/republic-world
The Straits Times,Lean Right,Macron says knife attack in eastern France was ‘Islamist terrorism’,"A man attacked local police officers in the city of Mulhouse, killing one and injuring three. Read more at straitstimes.com. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
Neue Zürcher Zeitung,Lean Right,France: Man attacks several people on market in Mulhouse,"In eastern France, a man attacks police officers at a market. A passer-by dies. France's head of state speaks of an Islamist terrorist act – and the Minister of the Interior makes accusations. 1 year ago · Zürich, Switzerland",https://ground.news/interest/neue-zurcher-zeitung
Dagens Nyheter.,Lean Right,Several stabbed at market in France -- at least one dead,"At least one person has been killed and several injured in a knife attack in the town of Mulhouse in eastern France, several media outlets report. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
rp-online.de,Lean Right,One dead and several injured: Suspected of terror after attack in Alsace,A man attacks several policemen in Alsace. A passerby steps in and is killed. The authorities start terrorist investigations. 1 year ago,https://ground.news/interest/rp-onlinede
Frankfurter Allgemeine,Lean Right,"Terror in France: Messerattack in Alsace according to Macron ""Islamist Terrorism""","At a market in the French city of Mulhouse, a man attacks several policemen. He is said to have called ""Allahu Akbar."" A passerby dies. The mayor says, ""The horror has seized our city. 1 year ago · Frankfurt, Germany",https://ground.news/interest/frankfurter-allgemeine
Die Presse,Lean Right,"Dead in a knife attack in France, Macron talks about...","The alleged perpetrator was arrested. There is one dead, three policemen were injured. France's President Emmanuel Macron speaks of ""Islamist terrorism."" 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
Observador,Lean Right,Portuguese killed in knife attack in France. Suspect has already been arrested,"The fatal victim of a knife attack in France was a Portuguese citizen. Five police officers are injured. The suspect, 37 years old, has already been arrested by the authorities. Macron speaks of an “act of terrorism”. 1 year ago · Portugal",https://ground.news/interest/observador
n-tv.de,Lean Right,Perpetrators were on terror list: A dead man at knife attack on market in Alsace,"In eastern France, a knife attack occurs on a market. One person dies, two more are injured. The perpetrator manages to escape for a short time, but then the police arrest him. Two officers are seriously injured. 1 year ago",https://ground.news/interest/n-tvde
GB News,Lean Right,France knife attack: One dead and two injured in horror stabbing with suspect on 'terror watchlist',"One person has died and at least two 'police officers' have been seriously injured in a stabbing in a picturesque French town 1 year ago · London, United Kingdom",https://ground.news/interest/gbnewscom
Arab News,Lean Right,Macron says knife attack in east France was “Islamist terrorism“,"PARIS: French President Emmanuel Macron said on Saturday a knife attack that killed one and injured three in eastern France on Saturday was “Islamist terrorism,” after France’s anti-terrorism prosecutor’s office confirmed it was investigating the case. A man attacked local police officers in the city of Mulhouse shouting “Allahu Akbar” (“God is greatest“) on Saturday 1 year ago · Riyadh, Saudi Arabia",https://ground.news/interest/arab-news
abc,Lean Right,At least one killed and two wounded in a knife attack in France: the attacker was under surveillance for terrorism,"Emmanuel Macron personally confirmed at the end of Saturday afternoon that the attack, with a knife and Islamic wings, in Mulhouse (High Rhine), in eastern France, claiming one death and two serious injuries, was “an Islamic terrorist attack, no doubt”. “Islamic fanaticism has struck France again,” Macron continued, adding: “The nation is united, in mourning, in solidarity with the families.” Prime Minister François Bayrou reacted in the same te… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
Il Sole 24 Ore,Lean Right,"Assault with a knife in Mulhouse, one victim. Macron: 'Islamist Terrorism'","The attacker has been arrested; he is a 37-year-old Algerian already registered. He would have shouted 'Allah Akbar' 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
El Mundo,Lean Right,"Macron calls the knife attack ""islamist"" with one dead and two seriously injured in Mulhouse","The alleged perpetrator was identified by the risk that he would radicalize and become a terrorist; the deceased is a 69-year-old passerby of Portuguese origin who attempted to intervene during the attack. 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
NOS,Lean Right,"Dead in knife attack in French city of Mulhouse, Macron speaks of act of terror",Five people are also said to have been injured in the knife attack. A suspect has been arrested. 1 year ago · Netherlands (Kingdom of the),https://ground.news/interest/nos_4ae905
NDTV,Lean Right,"1 Killed In France Knife Attack, Macron Calls It ""Islamist Terror Act""","One person died and two police officers were seriously injured in a knife attack in eastern France on Saturday that occurred during a demonstration. 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
BT,Lean Right,"Knife attack in France: One dead, two police officers injured",One person has died and two police officers have been seriously injured in a knife attack in France. 1 year ago · Denmark,https://ground.news/interest/bt
The Sun,Lean Right,1 dead & 5 injured as 'terrorist' knifeman yelling ‘Allahu Akbar’ stabs cops,AT LEAST six police officers have been targeted in a horror stabbing rampage which has left at least one dead.Five other cops were injured in the horr 1 year ago · United Kingdom,https://ground.news/interest/the-sun_dd9bb3
Le Figaro,Lean Right,"Mulhouse: at least one dead and several wounded in a knife attack shouting ""Allah Akbar""","The suspect, born in 1987 in Algeria, is registered for the risk of ""terrorism"", according to the prosecutor. According to our information, he would be under obligation to leave the territory and awaiting several judgements. The national anti-terrorist prosecutor's office has seized the investigation. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
Le Parisien,Lean Right,"Murder and municipal police officers injured in Mulhouse after stabbing, assailing in police custody","One person was killed and several others injured during a stabbing attack this Saturday afternoon in Mulhouse, Upper Rhine. The assailant, registered for the prevention of terrorism, was arrested and placed in police custody. 1 year ago · Paris, France",https://ground.news/interest/le-parisien
The Telegraph,Lean Right,"Macron confirms one dead, two seriously injured in French 'Islamist terror attack'","One person was killed and two police officers were seriously injured in what French President Emmanuel Macron called an “ Islamist terror attack ” in eastern... 1 year ago · London, United Kingdom",https://ground.news/interest/the-telegraph
EADaily,Lean Right,"The police captured a terrorist in Berlin, whose hands were still covered in blood: EADaily","EADaily, February 22nd, 2025. In Berlin, local police detained a terrorist whose hands were still covered in blood. The detainee is suspected of attacking people with a knife. 1 year ago",https://ground.news/interest/eadaily
New York Post,Lean Right,Stabbing suspect arrested at Berlin’s Holocaust Memorial after injuring tourist,"Police arrested a man suspected in a stabbing attack Friday at Berlin’s Holocaust Memorial that left a Spanish tourist seriously injured, police said. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
Globo,Lean Right,Man stabbed at Holocaust Memorial in Berlin; suspect arrested,"The attack took place at one of the main tourist spots in the German capital. Victim suffered serious injuries but is not life threatening, according to authorities. 1 year ago · Brazil",https://ground.news/interest/globo
BT,Lean Right,Spanish man seriously injured at Holocaust memorial in Berlin,30-year-old Spaniard injured after being stabbed with a sharp object at a memorial for murdered Jews. 1 year ago · Denmark,https://ground.news/interest/bt
Arutz Sheva,Lean Right,Man seriously injured in knife attack near Berlin's Holocaust Memorial,"Man sustains serious injuries following a knife attack near Berlin's Holocaust memorial. Suspect flees the scene, motive behind the attack remains unclear. 1 year ago · Israel",https://ground.news/interest/arutz-sheva
abc,Lean Right,A Spaniard is stabbed near the Holocaust Monument in Berlin,"It was just after six o'clock this Friday afternoon when the police came to help a Spanish man stabbed at the Berlin Holocaust Memorial near the Brandenburg Gate. Several witnesses stated that he had been attacked without warning by a man who had fled afterwards. He was bleeding from a stabbing wound and was immediately taken to the hospital by the fire brigade rescue service, which provided him with first aid on the ground.The first medical par… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
Bangkok Post,Lean Right,Man badly wounded in assault at Berlin's Holocaust memorial: police,"BERLIN - German police said on Friday that a man was badly wounded in a possible stabbing at central Berlin's Holocaust memorial near the US embassy with the attacker still at large. 1 year ago · Bangkok, Thailand",https://ground.news/interest/bangkok-post
n-tv.de,Lean Right,Perpetrators on the run: Man severely injured in attack at the Holocaust Memorial in Berlin,"A man was seriously injured in an attack at the Holocaust Memorial in Berlin in the evening. As the police reported in online service X, the injured person was taken to the hospital. 1 year ago",https://ground.news/interest/n-tvde
News,Lean Right,"Major operation after ‘knife attack’ at Berlin Holocaust Memorial, one seriously injured",One person has been seriously injured following a terrifying knife attack at the Holocaust Memorial in Berlin. 1 year ago,https://ground.news/interest/news_356a3f
NOS,Lean Right,"Man stabbed at Berlin Holocaust memorial, perpetrator arrested","In Berlin, a man was seriously injured when he was attacked by a man with a knife just before 6 p.m. This happened on the grounds of the Holocaust memorial. The victim was taken to a hospital but is not in mortal danger, according to police. It's a 30-year-old Spanish tourist. The perpetrator fled and was arrested by the police roughly three hours after the stabbing. The police deny that a stabbing weapon was found, as German media previously re… 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
