outlet,bias,headline,summary,ground_news_interest_url
Український мілітарний портал,Lean Right,Drones Attack Oil Refinery In Samara Region,Strike drones targeted the Novokuibyshevsk Oil Refinery in the Samara region 1 year ago,https://ground.news/interest/_36bd62
Daily Express,Lean Right,Russia's devastating strikes 'targeted rescue workers' as Putin ignores Trump,Donald Trump had threatened sanctions on Russia after previous missile attacks - Volodymyr Zelensky has claimed strikes this weekend targeted rescue workers. 1 year ago · United Kingdom,https://ground.news/interest/daily-express
Washington Examiner,Lean Right,Russian strikes on Ukraine kill more than 20 - Washington Examiner,"KYIV, Ukraine (AP) — Russia launched heavy aerial attacks on Ukraine for a second night Saturday after the United States stopped sharing satellite images with the Ukrainian government, officials said. At least 22 people have been killed. The U.S. decision to withhold intelligence and military aid came on the heels of a tempestuous White House visit last week by Ukrainian President Volodymyr Zelensky. President Donald Trump is trying to pressure … 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
India TV News,Lean Right,"Russian strikes kill 20 in Ukraine as US halts intelligence sharing, military assistance to Kyiv","Russia strikes Ukraine: In Russia's latest strikes on Ukraine, 20 people were killed, while 30 others were injured, the officials said on Saturday. The strikes targeted Ukraine's eastern city of Dobropillia overnight as Russian forces attacked Dobropillia with ballistic missiles, inflicting huge damage to an eight-story building, the ministry claims. The ministry also underscored that three civilians were killed in the Kharkiv region in the nort… 1 year ago · India",https://ground.news/interest/india-tv-news
Al Bawaba,Lean Right,12 killed in Russian strikes in Ukraine.. Zelensky: Moscow's goals have not changed,"Russian strikes on the eastern Ukrainian cities of Dobrolyubia and Kharkiv have killed at least 12 people, the French Press Agency reported on Saturday, citing ambulance services... 1 year ago · Amman, Jordan",https://ground.news/interest/albawaba
Le Parisien,Lean Right,"The new strikes against Ukraine show that Russia's ""objectives remain unchanged,"" says Zelensky.","The United States has cut off Ukrainian access to space imagery, making air defence difficult. 1 year ago · Paris, France",https://ground.news/interest/le-parisien
Republic World,Lean Right,‘Putin’s War Finance Must Collapse’: Zelenskyy After Russian Strike Kills 11 in Ukraine,"Russian army strike on a town in Ukraine's Donetsk region on Friday night which killed at least 11 people, officials said on Saturday. Responding to this attack Ukrainian President Volodymyr Zelenskyy said that Putin's war finance must collapse and increased sanctions against Russia must continue. 1 year ago · Mumbai, India",https://ground.news/interest/republic-world
El Debate,Lean Right,Russia intensifies its attacks and kills at least 11 people in Donetsk region,"Zelenski condemned the Russian attack last night on the town of Dobropilia, which left at least eleven dead and thirty wounded 1 year ago",https://ground.news/interest/el-debate
Irish Independent,Lean Right,Zelensky says ‘Russia's objectives have not changed’ after overnight attack,"At least 11 people were killed and 30 wounded, including five children, in Russian missile and drone attacks on Ukraine's eastern city of Dobropillia overnight, the Ukrainian Interior Ministry said on Saturday. 1 year ago · Ireland",https://ground.news/interest/independentie
NDTV,Lean Right,"""Russia's Objectives Not Changed"": Zelensky As Missile Strike Kills 14 In Ukraine","At least 11 people were killed and 30 wounded, including five children, in Russian missile and drone attacks on Ukraine's eastern city of Dobropillia overnight, the Ukrainian Interior Ministry said on Saturday. Russian forces attacked Dobropillia with ballistic missiles, multiple rockets, and drones, causing damage to eight multi-storey buildings and 30 vehicles, according to the ministry. The assault resulted in the deaths of 11 people, includi… 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
NOS,Lean Right,Ukraine: 'At least 14 dead as a result of Russian attacks',"At least 14 people were killed in Russian attacks on Ukraine's eastern Donetsk and Kharkiv regions. This is reported by the Ukrainian Ministry of Internal Affairs. According to the ministry, Russia used ballistic missiles, other missiles and drones. At least 11 people were killed in the town of Dobropillia in Donetsk. Thirty people were also injured, including several children. Several places in the region were targeted. Last night, there were a… 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
The Sun,Lean Right,Vlad ignores Don call to stop 'pounding' Ukraine as he strikes AGAIN killing 14,"AT least 14 people have been killed in a brutal overnight blitz in Ukraine as Russia continues to pummel the war-torn nation. More than 35 people were wounded, including five children, and at least 11 killed in a strike in the Donetsk region as both Russians and Ukrainians marked International Women’s Day on Saturday. EAST2WestUkrainian firefighters tackle a blaze caused by the overnight shelling[/caption] East2WestThe aftermath of the Russian a… 1 year ago · United Kingdom",https://ground.news/interest/the-sun_dd9bb3
LBC,Lean Right,Russian drone and missile strike kills 11 and wounds 30 near Donetsk,"At least 11 people have been killed and 30 wounded in missile and drone attacks on Ukraine. 1 year ago · London, United Kingdom",https://ground.news/interest/lbc
El Mundo,Lean Right,"War Ukraine - Russia, latest news Putin's party gives meat stingers to mothers of soldiers killed in Ukraine to celebrate Women's Day","One more night the sirens in Ukraine sound again. This morning, at least 11 people have died and another 30 have been injured after a bomb. 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
Rochester Sentinel,Lean Right,Russian strikes kill 12 in eastern Ukraine,"Russian strikes overnight had killed at least 12 people in eastern Ukraine as of Saturday morning, the country's emergency service said, days ahead of talks in Saudi Arabia between US and Ukrainian negotiators aimed at a truce. 1 year ago · Rochester, United States",https://ground.news/interest/rochsentcom
The Straits Times,Lean Right,Five residents die in attacks by Russia on eastern Donetsk region,"Russian attacks on a series of villages killed five residents of eastern Ukraine's Donetsk region on Friday, prosecutors in the region said. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
Shelby News,Lean Right,"Hackman died of natural causes, a week after wife: medical examiner","Oscar-winning actor Gene Hackman and his wife died of natural causes about a week apart, a medical examiner said Friday, ending more than a week of mystery surrounding the death of one of Hollywood's most beloved stars. 1 year ago",https://ground.news/interest/shelby-news
