outlet,bias,headline,summary,ground_news_interest_url
vtforeignpolicy.com,Lean Right,Ukrainian Clown Zelensky Kicked Out Of The White House,"The Ukrainian clown vividly demonstrated his inability to negotiate, but only to make a show and engage in demagoguery. 1 year ago",https://ground.news/interest/vtforeignpolicycom
El Financiero,Lean Right,"Forget about minerals, Trump: What's the deal Zelenski didn't want to sign with the US about?","The U.S. and Ukraine failed to sign a crucial mineral agreement after a meeting this Friday between Donald Trump and Volodimir Zelenski ended in a heated discussion that fractured relations between the two countries.Trump was offended by Zelenski's doubts about whether the U.S. president's efforts to negotiate an agreement with Russia would lead to a lasting peace.The Ukrainian leader left the White House after the public dispute, and a planned … 1 year ago · Mexico",https://ground.news/interest/el-financiero
The Telegraph,Lean Right,"‘What kind of diplomacy, JD?’ Zelenskyy asked. It was a mistake","It could have been worse – they could have started throwing punches. But of all the possible outcomes of today’s high-stakes meeting, Volodymyr Zelenskyy and... 1 year ago · London, United Kingdom",https://ground.news/interest/the-telegraph
NEWSREP,Lean Right,"Trump and Zelensky Spar in Oval Office, Zelensky Asked To Leave White House","Zelensky walked into the Oval Office expecting to push his agenda, but left with a bruised ego, a stalled minerals deal, and an unmistakable reminder that in Trump's White House, respect isn't optional. #TrumpZelenskyClash #OvalOfficeShowdown #DiplomaticDrama #UkraineUSRelations #ZelenskyVsTrump #GeopoliticalTensions #WhiteHouseConfrontation #MineralsDeal 1 year ago",https://ground.news/interest/newsrep
Financial Post,Lean Right,"Trump, Zelenskiy fail to sign Ukraine minerals deal after outburst",Plans to sign a minerals deal between the U.S. and Ukraine were scrapped after Trump’s meeting with Zelenskiy quickly devolved. Read here 1 year ago · Canada,https://ground.news/interest/financial-post
Nikkei,Lean Right,"Trump angry, Zelensky unwilling to back down; summit falls apart","[Vienna - Tanaka Takayuki] On the 28th, US President Trump postponed the signing of a planned agreement with Ukrainian President Volodymyr Zelensky on resource interests. Behind this extremely unusual breakdown in diplomacy lies frustration that his negotiating tactics of making excessive demands on a weaker negotiating partner to gain practical benefits have not worked. For Zelensky, too, there were circumstances that would make it difficult fo… 1 year ago · Japan",https://ground.news/interest/nikkei
Washington Examiner,Lean Right,Trump cuts short Zelensky White House visit after Oval Office eruption,"President Donald Trump‘s visit with Ukrainian President Volodymyr Zelensky at the White House derailed into heated outbursts on camera, endangering the Trump administration’s progress on negotiating a precursory rare earth 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
Wonkette,Far Left,Trump Throws Zelenskyy Out Of Oval Office For Not Sucking His D*ck *Just Right*,"UPDATE: Zelenskyy is expected to speak at the Hudson Institute nowish. Here’s vid. PREVIOUSLY: Welp, ICYMI Trump just had a goddamned meltdown, hollering while he tried to shake down Ukrainian President Volodymyr Zelenskyy for Ukraine’s minerals like a bully trying to take a kid’s lunch money. Trump was hoping to declare FLAWLESS VICTORY and ART OF THE DEAL over Ukraine’s mineral rights, but tough shit! Zelenskyy left there without signing any d… 1 year ago · United States",https://ground.news/interest/wonkette
Daily Express,Lean Right,The 4 insane moments during the Trump-Zelensky meeting descended into chaos,A meeting expected to end in the signing of a historic deal which could have preserved American security for Ukraine descended into a jaw-dropping shouting match. 1 year ago · United Kingdom,https://ground.news/interest/daily-express
The Straits Times,Lean Right,Lawmakers in US Congress react to Zelensky-Trump Oval Office clash,The fiery exchange prompted an outpouring of reaction from members of Congress and other officials. 1 year ago · Singapore,https://ground.news/interest/the-straits-times_9bb9e6
Neue Zürcher Zeitung,Lean Right,Escalation in the Oval Office: Trump and Selenski fight words,"The meeting between Wolodimir Selenski and Donald Trump ended in an open dispute. The Ukrainian President left without signing the planned commodity agreement. 1 year ago · Zürich, Switzerland",https://ground.news/interest/neue-zurcher-zeitung
The Free Press (Tampa),Lean Right,Zelenskyy Pushes For U.S. Mineral Deal Despite Oval Office Clash With Trump,"Ukrainian President Volodymyr Zelenskyy expressed his continued support for a mineral extraction deal with the United States on Friday, hours after a contentious Oval Office meeting with President Donald Trump and Vice President JD Vance spiraled into a public spat. Appearing on Fox News’ “Special… Zelenskyy Pushes For U.S. Mineral Deal Despite Oval Office Clash With Trump 1 year ago · Tampa, United States",https://ground.news/interest/the-free-press-tampa
ilgiornale.it,Lean Right,“Zelensky is a pig.” “Ukrainians are not alone.” The reactions after the ring at the White House,The meeting between Donald Trump and Volodymyr Zelensky ends in the worst way 1 year ago · Italy,https://ground.news/interest/ilgiornaleit
LBC,Lean Right,Zelenskyy 'kicked out' of White House without minerals deal after fiery Oval Office clash with Trump,"Ukrainian president Volodymyr Zelenskyy has been 'kicked out' of the White House without a minerals deal after a fiery clash with Donald Trump. 1 year ago · London, United Kingdom",https://ground.news/interest/lbc
Sapo,Lean Right,Live heated discussion between Trump and Zelensky leaves deal unsigned,Both have already reacted to what happened in the Oval Office of the White House. 1 year ago · Portugal,https://ground.news/interest/sapo
Expressen,Lean Right,Live Report: Zelensky's visit to the White House,"Trump and Zelensky got into a big fight right after the Ukrainian president visited the White House. Follow the developments directly here. 1 year ago · Stockholm, Sweden",https://ground.news/interest/expressen
