outlet,bias,headline,summary,ground_news_interest_url
Daily Express,Lean Right,Arrest warrants sought for Taliban leaders over horror treatment of women and...,The International Criminal Court is seeking arrest warrants for top Taliban chiefs. 1 year ago · United Kingdom,https://ground.news/interest/daily-express
The Citizen,Lean Right,Taliban reject ICC arrest warrant as 'politically motivated',"ICC chief accuses Taliban leaders of gender-based persecution, while the Taliban counters with claims of double standards and alleged foreign war crimes in Afghanistan. 1 year ago · South Africa",https://ground.news/interest/the-citizen_8f4e4d
Washington Times,Lean Right,Taliban reject request to ICC to arrest top officials for persecuting Afghan women and girls,"The Taliban Friday rejected a court move to arrest two of their top officials for persecuting women, accusing the court of baseless accusations and misbehavior. 1 year ago · United States",https://ground.news/interest/washington-times
The Epoch Times,Lean Right,ICC Seeks Arrest Warrant for 2 Taliban Leaders,"The International Criminal Court’s chief prosecutor, Karim Khan, is seeking arrest warrants for two of the leaders of the Taliban for the “persecution” of Afghan women and girls, he announced Thursday. Karim Khan said he had asked ICC judges to approve warrants for the group’s supreme leader, Hibatullah Akhunzada, 64, and the head of Afghanistan’s Supreme Court, Abdul Hakim Haqqani, 57. In a statement on the ICC’s website Khan said, “My office h… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
NDTV,Lean Right,Taliban Rejects World Court's Arrest Warrant Against Its Leaders,"Afghanistan's Taliban government said on Friday an arrest warrant sought by the International Criminal Court (ICC) for its leaders was ""politically motivated"". It comes a day after the ICC chief prosecutor said he was seeking warrants against senior Taliban leaders in Afghanistan over the persecution of women -- a crime against humanity. ""Like many other decisions of the (ICC), it is devoid of a fair legal basis, is a matter of double standards … 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
Washington Examiner,Lean Right,Two Americans remain in Taliban custody following prisoner exchange,"On Jan. 21, the outgoing Biden administration and Trump administration secured the release of Americans Ryan Corbett and William Wallace McKenty from Taliban detention in exchange for Afghan Khan Mohammad, incarcerated on drug and terrorism charges in the United States. Little is known of McKenty, age 69, as his family has “requested privacy.” Previously, the... The post Two Americans remain in Taliban custody following prisoner exchange appeare… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
DNyuz,Lean Right,ICC prosecutor seeks arrest of Afghanistan’s Taliban leaders,"The prosecutor on Thursday said he had filed for the arrest warrants of Taliban leaders in Afghanistan, including Supreme Leader Haibatullah Akhundzada. The charges are of crimes against humanity for . Why were the warrants requested? Prosecutor Karim Khan said there were reasonable grounds to suspect that Akhundzada and chief justice Abdul Hakim Haqqani bore “criminal responsibility for the crime against humanity of persecution on gender ground… 1 year ago",https://ground.news/interest/dnyuz
NOS,Lean Right,ICC prosecutor calls for arrest of Taliban leaders for violating women's rights,"The prosecutor of the International Criminal Court (ICC) in The Hague has requested an arrest warrant for two Taliban leaders in Afghanistan. One of them is supreme leader Haibatullah Akhundzada, an orthodox cleric. Prosecutor Karim Khan claims that Akhundzada, together with justice chief Abdul Hakim Haqqani, is responsible for crimes against humanity, in connection with the large-scale discrimination against women and girls in Taliban Afghanist… 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
abc,Lean Right,International Criminal Court Prosecutor Calls for Arrest of Taliban Leaders for Persecuting Women · Global Voices,"The Chief Prosecutor of the International Criminal Tribunal (ITC), Karim Khan, on Thursday called on the body issuing arrest warrants against the Taliban supreme leader, the Mullah Hebatullah Ajundzada, and the head of the Afghan judicial apparatus, Abdulhakim Haqqani, for alleged crimes against humanity related to the “gender persecution” against Afghan women. Khan has indicated in a communiqué issued by his office that he has filed these reque… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
Le Figaro,Lean Right,Afghanistan: ICC Prosecutor Calls for Arrest Warrants Against Taliban Leaders · Global Voices,"ICC prosecutor Karim Khan accuses the supreme leader of the Taliban and the president of the Supreme Court persecution related to gender. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
Svenska Dagbladet,Lean Right,ICC prosecutor: Arrest Taliban for crimes against women,"The International Criminal Court (ICC) is seeking to issue an arrest warrant against two high-ranking Taliban leaders in Afghanistan. The Taliban's policies and treatment of women and girls constitute a crime, says Chief Prosecutor Karim Khan. 1 year ago · Stockholm, Sweden",https://ground.news/interest/svenska-dagbladet
Bild,Lean Right,Chief Prosecutor Calls for Arrest Warrant: International Criminal Court vs. Taliban Leader,"The Chief Prosecutor of the International Criminal Court demands an arrest warrant against a leading Taliban leader. Find out more at BILD. 1 year ago · Berlin, Germany",https://ground.news/interest/bild
Sapo,Lean Right,British nuclear submarine detected Russian ship near its submarine cables,"This will be the second time, in three months, that a Russian ship has been seen prowling British submarine cables. The ship's presence was interpreted as part of Russia's hybrid war strategy... 1 year ago · Portugal",https://ground.news/interest/sapo
Observador,Lean Right,“We're seeing you.” The UK's warning of Russian spying with ships off the British coast,The Yantar ship circulated again in British waters and this time the defense minister decided to tell the deputies that he had authorized the approach of a nuclear submarine. 1 year ago · Portugal,https://ground.news/interest/observador
il Giornale,Lean Right,UK alert: 'Russian spy ship in our waters',The British Royal Navy has recently tracked a 'Russian spy ship' in British waters. The Yantar may have been used to gather information and map London's underwater infrastructure 1 year ago · Italy,https://ground.news/interest/ilgiornaleit
www.larazon.es,Lean Right,A British Royal Navy nuclear submarine comes to the surface next to a Russian spy ship with a message,English frigate HMS Somerset launched a Merlin helicopter to locate the Russian ship 1 year ago · Spain,https://ground.news/interest/wwwlarazones
Spectator UK,Lean Right,What the Russian spy ship exposed,"Britain is heavily dependent on its underwater infrastructure. Ninety-nine per cent of our digital communications overseas are carried through subsea fibre optic cables. Significant damage to them at the hands of malign actors would jeopardise our way of life. Defence Secretary John Healey reported to parliament on an incident last November when a Russian spy 1 year ago · London, United Kingdom",https://ground.news/interest/spectator-uk
Il Sole 24 Ore,Lean Right,Russian and Chinese ships in the seas of Europe: cases of espionage and (presumed) sabotage are increasing,"Yesterday afternoon, the Royal Navy, the British navy, detected the passage of the Yantar, a spy ship in British waters. All the episodes of recent times: from the cables of the Baltic Sea to the controversial NordStream case 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
Expressen,Lean Right,British warning to Putin: “We’ll see you”,"A Russian spy ship was discovered in the English Channel. Now the British Defense Minister John Healey is sending a warning to Vladimir Putin. – We see you, he says according to the BBC. The ship has meanwhile moved on – and is in the North Sea. 1 year ago · Stockholm, Sweden",https://ground.news/interest/expressen
politika.rs,Lean Right,British submarine surfaces near Russian reconnaissance ship as warning,"A British Royal Navy submarine has surfaced near a Russian reconnaissance ship off the English coast as a warning to stop spying on British undersea cables, 1 year ago · Belgrade, Serbia",https://ground.news/interest/politikars
DNyuz,Lean Right,Britain Says Russian Spy Ship Returned to U.K. Waters in Sign of Kremlin Threat,"Britain on Wednesday warned that it faced a growing threat of aggression from Russia, asserting that a Russian spy ship had passed by the English coast for the second time in three months, in the latest incident that seemed designed to test British military capabilities. John Healey, the British defense secretary, told Parliament that two Royal Navy ships were deployed for two days to monitor the passage of the Yantar, which he described as a Ru… 1 year ago",https://ground.news/interest/dnyuz
NOS,Lean Right,Dutch and British navies escort Russian ship in North Sea,"A Russian ship in the North Sea is being escorted by the British and Dutch navies. A British navy ship, a Dutch NH90 helicopter and the Dutch Coastguard are involved. The Russian ship, the Yantar, is in the so-called exclusive economic zone in the North Sea, which is part of international waters, a spokesperson for the Ministry of Defence told the NOS. It previously sailed in Dutch waters. According to the British, the Yantar comes from the Medi… 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
El Mundo,Lean Right,London condemns the incursion of a Russian spy ship into its territorial waters,"""I want Putin to hear this message: we are watching you, we know what you are doing and we will not hesitate to take robust action,"" said the British Defense Secretary. 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
Globo,Lean Right,UK warns Putin after 'spy boat' is sighted in British waters: 'We will not shy away from energetic actions',"Defense Minister said that the Russian vessel Yantar is used to 'collect information and map the country's underwater infrastructure'; it was also said to have been sighted in November. British Defense Minister John Healey issued an alert to Russian President Vladimir Putin on Wednesday, reporting that a “spy boat” had been sighted in its waters by the Royal Navy. 1 year ago · Brazil",https://ground.news/interest/globo
