outlet,bias,headline,summary,ground_news_interest_url
California Globe,Lean Right,California-Based Meta Announces The End Of Their DEI Policies – California Globe,"Meta CEO and Chairman Mark Zuckerberg announced on Friday that his company would be halting their diversity, equity and inclusion (DEI) policies, becoming the first major California company to do so. While many major companies began adding DEI programs and hiring policies in the wake of the George Floyd incident in 2020, several companies have opted to end them in the past year. Wal-Mart, Ford, Harley Davidson, Tractor Supply, Lowe’s and others … 1 year ago",https://ground.news/interest/california-globe
GB News,Lean Right,Mark Zuckerberg's Meta ditches diversity and inclusion programs just days after scrapping 'fact-checkers',"Mark Zuckerberg’s Meta has ditched its diversity and inclusion programs just days after getting rid of its full-time fact-checkers. An internal release from Meta said “the legal and policy landscape surrounding diversity, equity and inclusion efforts in the United States is changing.” It also acknowledged the “charged” view some people have of DEI (Diversity, Equity, and Inclusion) as a concept.In the memo, vice-president of human resources Jane… 1 year ago · London, United Kingdom",https://ground.news/interest/gbnewscom
Die Presse,Lean Right,After fact check off: Meta terminates internal diversity programs,"The digital company Meta, which includes Facebook, Instagram and Whatsapp, has announced the end of its internal diversity programs. This is in line with conservative wishes, and the iPhone company Apple is fighting back. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
Dagens Nyheter.,Lean Right,Meta and Amazon scrap diversity plans,"Tech giants Meta and Amazon are scrapping specific plans for diversity, equity and inclusion, just as Donald Trump and the Republicans, who have long attacked such efforts, are taking power in the United States. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
El Financiero,Lean Right,Target aligns with Trump and reverses his gender inclusion and equity programs,"Meta Platforms is dismantling many of its efforts to incorporate diversity and inclusion measures, informing employees that they will no longer be required to interview candidates from underrepresented backgrounds for vacant positions, or to seek to do business with providers of diverse populations. The note to employees, to which Bloomberg News had access, represents a major setback in the priorities of diversity, equity and inclusion of the co… 1 year ago · Mexico",https://ground.news/interest/el-financiero
n-tv.de,Lean Right,Meta becomes Trump-compatible: Zuckerberg complains about Biden and scraps diversity programs,"Meta boss Zuckerberg has not previously been suspected of being particularly Trump-friendly. That is changing rapidly. After the fact checks, the company is now also abolishing its diversity programs. In a long interview, Zuckerberg also makes serious allegations against the Biden administration. 1 year ago",https://ground.news/interest/n-tvde
Frankfurter Allgemeine,Lean Right,Zuckerberg ends diversity programs at Meta,"The parent company of Facebook and Instagram is eliminating its internal measures for diversity, equality and inclusion in the workforce. The company is thus following other US corporations. 1 year ago · Frankfurt, Germany",https://ground.news/interest/frankfurter-allgemeine
The Epoch Times,Lean Right,Meta Scraps DEI Amid Broader Corporate Retreat From Diversity Policies,"Facebook parent company Meta is reversing its diversity, equity, and inclusion (DEI) initiatives and practices with immediate effect, a spokesperson confirmed to The Epoch Times, with the change following a wave of similar corporate rollbacks across the United States. Meta is dropping DEI practices used in hiring, development, and procurement services, according to an internal memo by Janelle Gale, the company’s vice president of human resources… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
Svenska Dagbladet,Lean Right,Meta and Amazon scrap diversity,"Tech giants Meta and Amazon are scrapping plans for diversity, equity and inclusion just as Donald Trump and the Republicans, who have long attacked such efforts, take power in the US. Amazon writes, according to US media, in an internal letter that such outdated programs are being phased out. Meta, which owns Facebook, Instagram and Whatsapp, is going so... 1 year ago · Stockholm, Sweden",https://ground.news/interest/svenska-dagbladet
The Straits Times,Lean Right,"Meta, Amazon scale back diversity programmes ahead of Trump inauguration",Some of America’s biggest businesses have been scaling back diversity initiatives. 1 year ago · Singapore,https://ground.news/interest/the-straits-times_9bb9e6
Globo,Lean Right,"After changing terms of use, Meta ends diversity programs","Company will no longer take diversity, equity, and inclusion policies into account when hiring, training, or choosing suppliers 1 year ago · Brazil",https://ground.news/interest/globo
NOS,Lean Right,Meta also cancels diversity program,"Tech giant Meta is ending its diversity, equity and inclusion program, known as DEI, effective immediately. In a memo to all employees globally, the company wrote that ""the legal and policy landscape around diversity, equity and inclusion in the United States is changing."" ""The Supreme Court of the United States has recently issued decisions that represent a shift in how courts will approach DEI,"" the memo reads. ""The term 'DEI' has also become … 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
