outlet,bias,headline,summary,ground_news_interest_url
nj,Center,Minnesota Gov. reveals shocking details of Trump phone call amid ICE crackdown,"In an interview with MS NOW’s Jacob Soboroff, Tim Walz detailed his conversation with the president.",https://ground.news/interest/nj
News.de,Lean Left,Donald Trump: High-Ranking Democrat Unpacks over Bizarre Trump Phone Calls,"The governor of Minnesota Tim Walz has unpacked his bizarre phone call with Donald Trump. During the conversation, the US president drew dubious comparisons between the events in Venezuela and Minnesota. Walz showed himself stunned.",https://ground.news/interest/newsde
HuffPost,Left,Tim Walz Details 'Strange' Comparison Trump Made In Their Phone Call,The Minnesota governor's chat with the president took an unexpected turn.,https://ground.news/interest/huffpost
The New Republic,Left,Tim Walz Reveals What Trump Said to Him on Their Phone Call,"Donald Trump spent the call, which was supposed to be about lowering tensions in Minnesota, bragging about his military operation in Venezuela.",https://ground.news/interest/the-new-republic
New Hampshire Union Leader,Center,Border czar Tom Homan meets Gov. Tim Walz as Trump seeks to calm Minneapolis ICE crackdown,President Donald Trump’s newly appointed head of the ICE crackdown in Minnesota met with Democratic Gov. Tim Walz on Tuesday as the White House sought to lower the political temperature following the killing of American citizen Alex Pretti by immigration…,https://ground.news/interest/unionleadercom
Globo,Right,Trump's 'Border Czar' Discusses Withdrawing Ice From Minnesota with the Governor.,"Governor Tim Walz outlined the state's priorities, including impartial investigations into the Minneapolis shootings and reducing the force of approximately 3,000 federal agents who occupied the city.",https://ground.news/interest/globo
yle,Center,Trump on Minneapolis Victim: You Can't Walk Around with Guns,"Trump's ""border island"" Tom Homan met with Minnesota Governor Tim Walz on Tuesday.",https://ground.news/interest/yle
irishstar.com,Lean Left,Tim Walz shares exact details of crucial ICE call with Donald Trump,"The death of a ICU Alex Pretti nurse appears to have prompted a change in tone from President Trump on ICE operations in Minnesota, as he pledges a more cooperative approach.",https://ground.news/interest/irishstarcom
The Federalist,Right,Tim Walz Cannot Be Trusted To 'Cooperate' On Immigration Enforcement,There is not sufficient public evidence that Walz will actually support federal law enforcement instead of seeking to undermine it.,https://ground.news/interest/the-federalist
laverita.info,Right,And Trump Makes Peace with the Governor Dem,"The president sends in Minnesota the hard and experienced Tom Homan. That's enough to get the collaboration of the rebel Tim Walz.Tire air of relaxation between the White House and Minnesota. Yesterday, Donald Trump announced that he had had a friendly phone call with the governor dem of the state, Tim Walz.Walz called me asking me to cooperate as far as Minnesota is concerned. It was an excellent phone call and, in fact, we seemed to be on the …",https://ground.news/interest/laveritainfo
Pharos-Tribune,Lean Left,Trump sends border czar to Minnesota and says he and governor are now on a 'similar wavelength',President Donald Trump has ordered his border czar to oversee the immigration crackdown in Minnesota. He also said Monday that he is now on a “similar wavelength” as Gov. Tim Walz after a second fatal shooting by federal immigration officers…,https://ground.news/interest/pharos-tribune
News24,Center,"In change of tone, Trump has ‘very good’ talk with Minnesota’s Walz after ICE killings",US President Donald Trump sent his top border enforcer to Minneapolis and struck a conciliatory note in a bid to tamp down nationwide outrage over the second killing of a US citizen protesting militarised immigration raids.,https://ground.news/interest/news24
National Memo,Left,Why Donald Trump Is Finally Waving A White Flag In Minnesota,"After weeks of vicious rhetoric aimed at Minnesota Gov. Tim Walz, after cheering on some of the most aggressive interior immigration enforcement the country has seen in decades, Donald Trump suddenly wants everyone to know he had a “very good call” with the Democratic governor on Monday and that they are on a “similar wavelength.” He even emphasized how “respectful” Walz was, a word Trump rarely uses for Democrats unless there’s a reason.And the…",https://ground.news/interest/national-memo
