outlet,bias,headline,summary,ground_news_interest_url
Washington Times,Lean Right,Judge issues injunction against Trump's birthright citizenship plans,A federal judge issued an injunction Thursday blocking the government from carrying out President Trump's attempt to limit birthright citizenship. 1 year ago · United States,https://ground.news/interest/washington-times
Welt,Lean Right,US passport by birth: Federal judge stops Trump's citizenship plan,"US President Donald Trump wants to abolish the right to citizenship by birth by decree. Now another federal judge has put the decision on hold - and is giving the White House little hope of success in a higher court. 1 year ago · Dortmund, Germany",https://ground.news/interest/welt
Malay Mail,Lean Right,Federal judge blocks Trump’s bid to restrict birthright citizenship,"WASHINGTON, Feb 6 — A federal judge yesterday blocked Donald Trump’s attempt to restrict birthright citizenship in the United States in a blow to the president’s bid to end a right enshrined in the Constitution for more than a century. The ruling indefinitely bans enforcement of one of Trump’s most controversial executive orders, which was due to come into effect nationwide on February 19. “The denial of the precious right to citizenship will ca… 1 year ago · Selangor, Malaysia",https://ground.news/interest/malay-mail
The Straits Times,Lean Right,Judge blocks Trump’s birthright citizenship order nationwide,The nationwide injunction is more permanent than an earlier restraining order from Seattle judge. 1 year ago · Singapore,https://ground.news/interest/the-straits-times_9bb9e6
thairath.co.th,Lean Right,2nd judge blocks Trump's order to revoke birthright citizenship,"A federal judge in Maryland is the second to block enforcement of an order revoking Donald Trump's birthright citizenship, with other courts set to rule this week. 1 year ago",https://ground.news/interest/thairathcoth
Reforma,Lean Right,Judge blocks decree that removes citizenship by birth,"A federal judge became the second at the national level to block Trump's decree seeking to remove citizens by birth. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
NDTV,Lean Right,"""Will Do Irreparable Harm"": Another US Judge Blocks Trump's Birthright Citizenship Order","A federal judge on Wednesday blocked Donald Trump's attempt to restrict birthright citizenship in the United States in a blow to the president's bid to end a right enshrined in the Constitution for more than a century. The ruling indefinitely bans enforcement of one of Trump's most controversial executive orders, which was due to come into effect nationwide on February 19. ""The denial of the precious right to citizenship will cause irreparable h… 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
India TV News,Lean Right,Federal Judge blocks Donald Trump’s executive order on birthright citizenship again,"A federal judge issued a second temporary hold on President Donald Trump's executive order aiming to end birthright citizenship for children born in the United States to parents residing illegally. U.S. District Judge Deborah Boardman ruled on Wednesday that no court in the country has backed the Trump administration's interpretation of the Fourteenth Amendment, which guarantees citizenship to all persons born or naturalized in the U.S. Judge Bo… 1 year ago · India",https://ground.news/interest/india-tv-news
Washington Examiner,Lean Right,Maryland judge blocks Trump’s birthright citizenship order nationwide - Washington Examiner,"A federal judge in Maryland issued a nationwide preliminary injunction on Wednesday, halting President Donald Trump’s executive order seeking to end birthright citizenship. Judge Deborah Boardman, a Biden appointee, ruled that the order is likely unconstitutional. This marks the second time a federal court has blocked the policy. The nationwide injunction is slated to remain in place while the case is adjudicated. Boardman said the civil rights … 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
New York Post,Lean Right,Second US judge blocks Trump’s birthright citizenship order,"A federal judge in Maryland became the second one nationally to block the Trump's administration from implementing the president's executive order aimed at curtailing birthright citizenship in the US. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
Il Sole 24 Ore,Lean Right,"USA, the first judicial test on citizenship by birth","President Trump's executive order abolishing ius soli suspended by a judge 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
Die Presse,Lean Right,Another setback for Trump in the birthright dispute,"After a hearing, a judge in the US state of Maryland issued a nationwide injunction blocking Trump's decree. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
The Epoch Times,Lean Right,Second Federal Judge Halts Trump’s Birthright Citizenship Order,"A federal judge in Maryland on Wednesday became the second judge in the country to halt the implementation of President Donald Trump’s executive order restricting birthright citizenship in the United States. Judge Deborah Boardman of the U.S. District Court in Maryland on Feb. 5 ruled in favor of two immigrant rights organizations and five pregnant women who argued that Trump’s order would unconstitutionally deny U.S. citizenship to their future… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
India Today,Lean Right,Trump's order to end birthright citizenship blocked by another US federal judge,"A judge in Maryland blocked US President Donald Trump's executive order banning birthright citizenship, becoming the second federal judge to do so. 1 year ago · India",https://ground.news/interest/india-today
