outlet,bias,headline,summary,ground_news_interest_url
NDTV,Lean Right,Israel To Free 183 Palestinian Prisoners Today,"Israel is set to release 183 prisoners on Saturday in the fourth hostage-prisoner exchange under the Gaza ceasefire deal, a Palestinian advocacy group said, more than doubling the previous reported figure. 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
The Jewish Chronicle,Lean Right,Who are the Palestinian prisoners that were released on Thursday? - The Jewish Chronicle,Inmates serving life sentences for terror offences were freed from the Ofer Prison near Ramallah and the Ktzi’ot Prison in southern Israel 1 year ago,https://ground.news/interest/thejccom
Die Presse,Lean Right,Israel releases 110 Palestinian prisoners with delay,"More than 30 of them were sentenced to life imprisonment for murder. Meanwhile, the Israeli army is attacking Hezbollah militia positions in Lebanon. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
Welt,Lean Right,Israel releases 110 Palestinian prisoners – with delay – INTELLI.NEWS,"As announced on Thursday, more than a hundred Palestinian prisoners were released from Israeli prisons in exchange for Israeli Hamas hostages. However, this was only an hour later. Source 1 year ago · Dortmund, Germany",https://ground.news/interest/welt
DNyuz,Lean Right,Israel Frees Palestinian Prisoners After Chaotic Hostage Handover,"Israel and Hamas exchanged a new group of hostages and prisoners on Thursday in a handover that devolved into chaos as the armed militants struggled to control a chanting, jostling crowd of Palestinians trying to catch a glimpse of Israelis held captive during 15 months of war. Hamas released a total of eight Israeli and Thai hostages in the Gaza Strip, including the tightly choreographed handover of an Israeli soldier, Agam Berger, 20, in the n… 1 year ago",https://ground.news/interest/dnyuz
Real Clear Politics,Lean Right,Costs of Cultural Illiteracy: Lessons From Israel-Hamas War,"Two weeks after Israeli President Isaac Herzog approved a ceasefire and hostage release deal with Hamas, a tentative peace appears to be holding in war-torn Gaza. But Israel would have to be naive or suicidal to trust that Hamas will uphold the deal long-term. Luckily, Israel has proven to be neither. 1 year ago · Chicago, United States",https://ground.news/interest/real-clear-politics
The Algemeiner,Lean Right,Israel Releases Palestinian Terrorists After Delay Over ‘Horrific’ Gaza Mobbing of Freed Hostages,"Israel has released 110 Palestinian prisoners after a delay caused by outrage over the chaotic mobbing of freed hostages at a handover point, the Prime Minister’s Office confirmed. 1 year ago · New York, United States",https://ground.news/interest/the-algemeiner
Irish Independent,Lean Right,Israel begins freeing prisoners after delay over chaotic hostage release; UNRWA ban begins,"Hamas-led militants freed eight hostages on Thursday as part of the ceasefire in the Gaza Strip, but the chaotic handover of some of the captives, who were shuttled through a rowdy crowd of thousands by masked militants, drew an angry protest from Israel. 1 year ago · Ireland",https://ground.news/interest/independentie
"La Nación, Grupo Nación",Lean Right,Release of Hostages in Gaza: Israel and Hamas Conduct Re-Exchange of Prisoners · Global Voices,"Jerusalem. Three Israeli hostages and five Thais were released on Thursday in Gaza in exchange for 110 Palestinian detainees held by Israel.The process was marked by scenes of chaos during the release of captives in Palestinian territory.This was the third exchange of hostages and prisoners under the 19 January ceasefire agreement, which seeks to end the war in Gaza.In the early hours of Thursday, Hamas released three Israelis and five Thais, ca… 1 year ago",https://ground.news/interest/la-nacion-grupo-nacion
Reforma,Lean Right,Israel Frees 110 Palestinians; Hamas Delivers 8 Hostages,"Israel released 110 Palestinian prisoners after delaying the process by agglomeration of people at a point where 8 Israeli hostages were handed over. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
teleSUR,Far Left,Israel frees third group of Palestinians as part of the ceasefire,"Despite threats to relatives awaiting and delays by the Zionist government, 110 kidnapped Palestinians were released thanks to the agreement reached between the Palestinian resistance and the Zionist entity. Two buses with Palestinian captives arrived in Beitunia, near Ramallah, surrounded by thousands of relatives of Palestinians who received them in tears, songs, and prayers, as well as with tokens of gratitude to the Palestinian resistance th… 1 year ago",https://ground.news/interest/telesurtvnet
Al Bawaba,Lean Right,New footage of the moment of the arrival of released prisoners to the Gaza Strip.. and Hamas: This is our message to Israel,"Nine Palestinian prisoners arrived in the Gaza Strip on Thursday evening, out of 110 prisoners released in the exchange deal between Israel and Hamas as part of the third batch... 1 year ago · Amman, Jordan",https://ground.news/interest/albawaba
thairath.co.th,Lean Right,Israel releases 110 Palestinian prisoners after 8 hostages are freed,"Israel releases 110 Palestinian prisoners as promised after delay due to riots as Hamas frees 8 hostages, including 5 Thais 1 year ago",https://ground.news/interest/thairathcoth
politika.rs,Lean Right,ToI: Buses with Palestinian prisoners leave Israeli prison in West Bank,"Two buses carrying Palestinian prisoners left Israel's Ofer prison in the West Bank, where Palestinian prisoners were being returned after incidents during the handover of Israeli hostages earlier today, The Times of Israel reported. 1 year ago · Belgrade, Serbia",https://ground.news/interest/politikars
Jewish Press,Lean Right,Israel Retaliates for Maltreatment of Hostages During Release from Gaza,"Qatari and Egyptian mediators provided assurances the horrific scenes would not be repeated, prompting Israel to release the prisoners. 1 year ago",https://ground.news/interest/jewish-press
The Sun,Lean Right,Errors behind DC crash emerge - from wrong flight path to 'helicopter alley',A CATALOGUE of errors including staffing issues and use of the wrong flight path could be to blame for the American Airlines plane crash. Questions are being raised over how the jet collided with a helicopter over Washington DC despite it being a “clear night”. EPAA Coast Guard vessel with the wreckage of the plane[/caption] ReutersAn NTSB investigator works on the black box of American Eagle flight 5342[/caption] Surveillance footage taken from… 1 year ago · United Kingdom,https://ground.news/interest/the-sun_dd9bb3
New York Post,Lean Right,"How air safety failures and last-minute mistakes set American Airlines jet, Black Hawk chopper on deadly DC collision course","Major air safety failures and last-minute mistakes caused Thursday night's midair collision over the Potomac River, that left 67 people dead, according to expert observers and officials. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
Malay Mail,Lean Right,No survivors after US military helicopter collides with plane carrying 64 over Washington,"WASHINGTON, Jan 31 — Divers pulled bodies from the icy waters of Washington’s Potomac River yesterday after a US military helicopter collided midair with a passenger plane carrying 64 people, with officials saying there were likely no survivors. As dawn broke over the crash site just five kilometres from the White House, wreckage from both aircraft protruded from the water and emergency vessels and diving teams scoured the area. “We are now at a… 1 year ago · Selangor, Malaysia",https://ground.news/interest/malay-mail
The Straits Times,Lean Right,Experienced pilots were on routine flight before Washington crash: Army,"The instructor pilot had about 1,000 hours of flying time. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
Carolina Journal,Lean Right,"DC plane crash victims include flight crew, woman from Charlotte","Some of the victims in the tragic American Airlines plane crash with an Army Black Hawk helicopter over Washington DC Wednesday night, including the flight crew of the plane, were from the Charlotte area. North Carolina Gov. Josh Stein offered his condolences in a social media statement Thursday afternoon. My heart goes out to everyone who lost loved ones in the tragic DCA plane crash. Anna and I are praying for all involved – including the fami… 1 year ago",https://ground.news/interest/carolina-journal
il Giornale,Lean Right,“The impact was swift.” What emerges from the disaster between the plane and the helicopter in Washington,Investigators: 'We will leave no stone unturned. ' No black box has yet been recovered from the wreck 1 year ago · Italy,https://ground.news/interest/ilgiornaleit
Yeshiva World News,Lean Right,NTSB Commits to Thorough Investigation of Mid-Air Collision,NTSB Chairman Jennifer Homendy: “We’re here to assure the American people that we are going to leave no stone unturned in this investigation.” 1 year ago,https://ground.news/interest/yeshiva-world-news
Le Parisien,Lean Right,"Crash in the United States: Who were Evgenia Shishkova and Vadim Naumov, the missing world skating champions?","Evgenia Shishkova and Vadim Naumov, on top of the world in 1994 for Russia, were among the victims of the air collision in Washington. Having become coaches and Americans, they returned from the US championships where their son Maxim had taken 4th place... 1 year ago · Paris, France",https://ground.news/interest/le-parisien
The Epoch Times,Lean Right,"National Transportation Safety Board Holds News Conference After Collision of Jet, Helicopter Near DC","The National Transportation Safety Board holds a news conference on Jan. 30, after the collision of an American Airlines passenger jet and a U.S. Army Black Hawk helicopter over the Potomac River near Reagan Washington National Airport. ... 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
Globo,Lean Right,World skating champions were on a plane that crashed in the USA,"Evgenia Shishkova and Vadim Naumov, Russian world champions, as well as U.S. athletes, were on board a plane that crashed into a military helicopter in Washington. 1 year ago · Brazil",https://ground.news/interest/globo
Boston Herald,Lean Right,Video appears to show American Airlines flight’s collision with a US Army helicopter near DC,"A grainy snippet of video footage taken in the dark of night, seemingly by an airport CCTV camera, appears to show the fatal mid-air collision of an American Airlines passenger plane and a military Black Hawk helicopter. 1 year ago · Boston, United States",https://ground.news/interest/boston-herald
Dagens Nyheter.,Lean Right,Björn af Kleen: The air is the American president's safe space,"The plane crash in Washington took place in the airspace near the White House – Donald Trump's natural habitat. Which could explain the president's immediate involvement in the debt issue. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
Nikkei,Lean Right,Washington plane crash: No survivors found after collision with helicopter,WASHINGTON -- No survivors are expected after a passenger plane and a military helicopter carrying a total of 67 people collided over the Potomac Rive 1 year ago · Japan,https://ground.news/interest/nikkei
Breaking Defense,Lean Right,Army secretary nominee pledges focus on aviation after Black Hawk collides with airliner,"""It's an accident that seems to be preventable, for what we can tell,"" Army secretary nominee Daniel Driscoll said at his confirmation hearing Thursday. 1 year ago",https://ground.news/interest/breaking-defense
"La Nación, Grupo Nación",Lean Right,"The step by step of the plane crash near Washington, according to ‘The New York Times’","Authorities believe that there were no survivors following the collision of an American Airlines aircraft with a Black Hawk military helicopter in the skies near Washington, D.C. On Wednesday night, the aircraft flew from Wichita, Kansas, to Reagan National Airport.According to a timeline published by The New York Times, these are the most relevant facts surrounding the tragedy:6:18 p.m.: American Eagle Flight 5342, operated by PSA Airlines, tak… 1 year ago",https://ground.news/interest/la-nacion-grupo-nacion
Business Live,Lean Right,Russian skating world champions were in crashed US airliner,"More than 60 people feared dead after American Airlines regional passenger jet collides with US Army Black Hawk helicopter 1 year ago · Johannesburg, South Africa",https://ground.news/interest/business-live
The US Sun,Lean Right,Airline CEO blames military helicopter for DC crash as near misses fuel mystery,"THE CEO of American Airlines has blamed a military helicopter for the devastating midair collision that killed 64 people in Washington DC. Officials have no clear answer as to why an American Airlines passenger jet and a Black Hawk military helicopter crashed in a fatal incident on Wednesday night. FlightRadarA flight tracker app shows the helicopter’s route as it crossed into the path of the American Airlines jet and slammed into it[/caption] A… 1 year ago · New York, United States",https://ground.news/interest/the-us-sun
Frankfurter Allgemeine,Lean Right,Washington: No survivors after plane crash,"The collision between a passenger plane and a military helicopter has shocked Washington. Emergency services are searching in vain for survivors between ice floes. Trump's transport secretary promises to investigate. 1 year ago · Frankfurt, Germany",https://ground.news/interest/frankfurter-allgemeine
CT Insider,Lean Right,"Figure skaters Evgenia Shishkova and Vadim Naumov, former Connecticut residents, dead in plane crash","Evgenia Shishkova and Vadim Naumov, two longtime Connecticut residents who had since moved to Boston, died in the American Airlines-helicopter crash. 1 year ago · Connecticut, United States",https://ground.news/interest/ct-insider
Sapo,Lean Right,"“There are no survivors” of the Washington air crash, say US officials","Passenger plane crashed into a helicopter and crashed into the river. The content “There are no survivors” of the Washington air crash, U.S. officials report, appears first in Journal i. 1 year ago · Portugal",https://ground.news/interest/sapo
