outlet,bias,headline,summary,ground_news_interest_url
The Epoch Times,Lean Right,Spain Plans 100 Percent Tax on Non-EU Residents Buying Homes,"Spain is planning to levy a 100 percent tax on homes purchased by non-European Union residents, the government announced on Monday. Spanish Prime Minister Pedro Sanchez’s socialist government said it was aiming to limit the purchase of homes by foreigners with the tax increase, pointing to similar schemes that have different mechanisms but similar aims in Denmark and Canada. On Monday, Sanchez told an affordable housing event at the Railway Muse… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
Daily Express,Lean Right,British tourists could avoid Spain 100% tax bombshell with little known loophole,"EXCLUSIVE: Second-hand homes in different Spanish regions could offer a way out of Madrid's staggering proposed 100% tax hike on new purchases, experts say. 1 year ago · United Kingdom",https://ground.news/interest/daily-express
romaniatv.net,Lean Right,100 percent tax on housing! Who will have to pay huge amounts,A country in Europe where many Romanians live is planning to impose a 100 percent tax on housing! Here's where this could happen and who would have to pay huge sums in this context. The article 100 percent tax on housing! Who will have to pay huge sums first appeared on Romania TV. 1 year ago,https://ground.news/interest/romaniatvnet
Irish Independent,Lean Right,All eyes on Spain as prime minister targets non-EU residents’ homes in housing crackdown,"Spain is planning a raft of measures to address its brewing housing crisis, including an up to 100pc tax on properties bought by non-European Union residents. 1 year ago · Ireland",https://ground.news/interest/independentie
la Nacion,Lean Right,The areas of Spain where luxury homes are sold as if gifted,"The urbanization UNO, in front of the beach in Marbella (Málaga; 150,725 inhabitants), is composed of half a hundred apartments and villas. They have a price that reaches €10 million, but nothing is left free. It is all sold even before the complex has been erected.A few meters away, half of the 92 houses promoted by Sierra Blanca and designed by Dolce&Gabbana are also exhausted, with prices between €4 million and €15 million, despite the fact t… 1 year ago · Buenos Aires, Argentina",https://ground.news/interest/la-nacion_7042bc
El Debate,Lean Right,The British press stirs over the imposition on non-EU buyers in Spain: «It is exorbitant»,"Sánchez announced that the tax burden they will have to pay in case of purchase will be ""up to 100% of the value of the property"" 1 year ago",https://ground.news/interest/el-debate
9News,Lean Right,'Too many Airbnbs': Spain's prime minister wants up to 100% property tax on foreign buyers,"Spain's prime minister is pushing for far-reaching action to ease the nation's housing crunch, including a tax of up to 100 per cent on property purchases by non-European Union buyers.The tax on property purchases, which would apply to UK and US buyers among others, would be much higher than current levies in Spain.""There are too many Airbnbs. What's lacking is housing,"" Prime Minister Pedro Sanchez said this week as he put forward a raft of new… 1 year ago · Australia",https://ground.news/interest/9news
The Straits Times,Lean Right,Spanish leader's opponents say 'xenophobic' foreign homebuyer tax will not be applied,"MADRID - Spanish Prime Minister Pedro Sanchez's opponents on Tuesday said a proposed tax on property purchases by non-European Union residents was \""xenophobic\"" and they would not apply the levy in the regions where they govern. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
politika.rs,Lean Right,Spain introduces 100% tax on homes bought by foreigners,"MADRID - The Spanish government has announced plans to introduce a tax of up to 100 percent on real estate purchased by residents of non-EU countries, such as the United Kingdom and the United States. 1 year ago · Belgrade, Serbia",https://ground.news/interest/politikars
Spectator UK,Lean Right,Spain will regret its 100 per cent expat property tax,"Spanish Prime Minister Pedro Sanchez is planning a 100 per cent tax on anyone from outside the EU buying a home in Spain. 1 year ago · London, United Kingdom",https://ground.news/interest/spectator-uk
BizNews.com,Lean Right,Spain proposes 100% tax on property purchases by non-EU Citizens,"Key Points: Proposal: 100% tax on non-EU home purchases to curb speculation. British, Latin American buyers impact real estate prices in key regions. New measures aim to ease Spain’s housing crisis with increased home supply. Sign up for your early morning brew of the BizNews Insider to keep you up to speed with the content that matters. The newsletter will land in your inbox at 5:30am weekdays. Register here. The seventh BizNews Conference, BN… 1 year ago",https://ground.news/interest/biznewscom
Il Sole 24 Ore,Lean Right,Spain declares war on foreigners' second homes,"The Sanchez government announces the end of the 'Golden Visa' for non-EU foreigners: no more reduced taxes. In the crosshairs, more than 200,000 British 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
focus.de,Lean Right,Spain apparently plans 100 percent tax for foreign property buyers,"Buying property in Spain could become very expensive in the future. According to government plans, non-EU citizens could face a tax of up to 100 percent. 1 year ago · Berlin, Germany",https://ground.news/interest/focusde
Volkskrant,Lean Right,Spain wants 100 percent tax for non-EU home buyers to fight housing crisis,"1 year ago · Amsterdam, Netherlands (Kingdom of the)",https://ground.news/interest/volkskrant
Globo,Lean Right,Spain proposes 100% tax on foreigners buying property in the country,Package of measures from Prime Minister Pedro Sánchez's government aims to combat the housing crisis in the country 1 year ago · Brazil,https://ground.news/interest/globo
www.larazon.es,Lean Right,The “blame” of the housing crisis,"When Sánchez has been in La Moncloa for more days now, it turns out that his message is that the blame for the current housing crisis in Spain “is the fault of the PP.” At least in this case he has not said that it is Franco’s fault, to whom, by the way, and speaking of housing, he could try to imitate him at least in the construction of the more than 4 million official protection homes carried out. As for the PP, he has said that he was respons… 1 year ago · Spain",https://ground.news/interest/wwwlarazones
GB News,Lean Right,Spain looks to BLOCK Brits buying second homes by announcing major tax raid,"Spain is on the hunt to block Britons from purchasing second homes after announcing a major tax raid. Spanish Prime Minister Pedro Sánchez has today announced 12 new measures to satiate voters frustrated at the lack of affordable housing in the country. One proposal under consideration addresses a potential tax for non-EU citizens buying property who do not already permanently reside there.With a new levy on tax for foreigners, the sum paid to s… 1 year ago · London, United Kingdom",https://ground.news/interest/gbnewscom
Financial Post,Lean Right,Spain seeks to set 100% tax on non-EU citizens buying houses,The plan is inspired by tax regimes in Denmark and Canada as Spain sets its sight on foreign ownership and a brewing housing crisis. Read on 1 year ago · Canada,https://ground.news/interest/financial-post
Reforma,Lean Right,Spain announces new measures in the face of housing crisis,"The President of the Spanish government, the socialist, Pedro Snchez, announced a new series of measures to combat housing crises. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
LBC,Lean Right,Spain to slap 100% tax on foreign home-buyers in blow to British expat hopefuls,"Spain is set to impose a significant new tax on foreigners, including Brits, buying homes in the country as it moves to prioritise housing availability for locals. 1 year ago · London, United Kingdom",https://ground.news/interest/lbc
The Telegraph,Lean Right,Spain plots 100pc property tax to block foreigners from buying homes,"Britons could be hit by exorbitant levy under new measures to fix the country’s housing crisis 1 year ago · London, United Kingdom",https://ground.news/interest/the-telegraph
Sapo,Lean Right,Spain announces 12 measures for the housing sector. Find out which,"From more houses for public housing to tax incentives for landlords, Spanish Prime Minister Pedro Sánchez announced a dozen measures to combat the country's housing crisis. 1 year ago · Portugal",https://ground.news/interest/sapo
Svenska Dagbladet,Lean Right,Spain wants to tighten foreign house buying,"Spain's government wants to reduce the number of houses sold to non-EU citizens by sharply increasing the taxes they pay. The government wants a new tax introduced, in which foreign buyers should be charged equivalent to the total price of the house they acquire, message Prime Minister Pedro Sánchez on Monday. The proposal, to be considered in Parliament... 1 year ago · Stockholm, Sweden",https://ground.news/interest/svenska-dagbladet
The Epoch Times,Lean Right,Zelenskyy Offers to Swap Captured North Korean Soldiers for Ukrainian POWs in Russia,"Ukrainian President Volodymyr Zelenskyy said on Sunday that his nation is willing to exchange two North Korean soldiers, allegedly captured while fighting alongside Russian forces, for Ukrainian soldiers held captive in Russia. In a statement on social media platform X, Zelenskyy said he would hand over the two North Korean soldiers to Pyongyang if North Korean leader Kim Jong Un could facilitate the release of the Ukrainians. “In addition to th… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
조선일보,Lean Right,Editorial: The tragic reality of North Korean soldiers forced into Russia’s war,"Editorial: The tragic reality of North Korean soldiers forced into Russias war Ukraine has captured two North Korean soldiers, aged 20 and 26, as pri 1 year ago",https://ground.news/interest/chosuncom
Frankfurter Allgemeine,Lean Right,North Korean soldiers claim to have been surprised by their deployment in the Ukraine war,"Neither Putin nor Kim Jong-un have yet confirmed the deployment of North Korean soldiers in the war against Ukraine. Following an arrest, two of them can be interrogated for the first time and provide important information. 1 year ago · Frankfurt, Germany",https://ground.news/interest/frankfurter-allgemeine
El Universo,Lean Right,South Korean Intelligence Confirms Ukraine Captured Two North Korean Soldiers · Global Voices,"The National Intelligence Service of South Korea (NIS) said on Sunday that it confirmed that Ukraine captured two North Korean soldiers wounded this week in the Russian region of Kursk, after Ukrainian President Volodimir Zelenski said they were being interrogated. 1 year ago",https://ground.news/interest/el-universo
News18 India,Lean Right,Ukraine Captures Two North Korean Soldiers Fighting For Russia In Kursk Region: Report,"Kyiv, the United States and South Korea have accused nuclear-armed North Korea of sending more than 10,000 soldiers to help Russia fight Ukraine. 1 year ago · India",https://ground.news/interest/news18-india
New York Post,Lean Right,Ukraine captures North Korean soldiers fighting in Russia in sign of ‘irrefutable evidence’ of alliance: officials,"Two North Korean soldiers fighting in Russia were captured by Ukrainian troops this week, giving officials ""irrefutable evidence"" that the two countries are allied in the war against Ukraine, officials announced on Saturday. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
Washington Examiner,Lean Right,Ukraine announces capture of first North Korean soldiers fighting for Russia,"Ukraine President Volodymyr Zelensky announced Saturday that Ukraine captured North Korean soldiers fighting for the Russians. Zelensky, who has led the country through Russia’s continued invasion, said two North Korean soldiers were captured in the Kursk region of Russia, an area where Ukrainian forces have moved into. The soldiers were wounded and were transported to... The post Ukraine announces capture of first North Korean soldiers fighting… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
"La Nación, Grupo Nación",Lean Right,"North Korean Soldiers Captured in Kursk Evidence Links with Russia, According to Ukraine · Global Voices","Kiev. Ukraine reported this Saturday that it interrogates two soldiers, identified as North Koreans, captured in the Russian region of Kursk. Ukrainian authorities consider them an “irrefutable test” of Pyongyang military involvement in support of Moscow forces. This is the first time that Ukraine announces the possibility of interrogating North Korean soldiers captured during its offensive in Kursk, although it previously claimed to have appreh… 1 year ago",https://ground.news/interest/la-nacion-grupo-nacion
Expressen,Lean Right,Zelensky shows off prisoners of war from North Korea,"In November 2024, the first North Korean soldiers stepped into Russian Kursk. Now two have been captured by Ukrainian forces. Ukrainian President Volodymyr Zelenskyj has posted pictures of the two soldiers on his social media channels. 1 year ago · Stockholm, Sweden",https://ground.news/interest/expressen
il Giornale,Lean Right,"Special forces and paratroopers, so Kiev took two North Korean soldiers. And Zelensky shows the photos",Ukrainian President Volodymir Zelensky announced the capture of two North Korean soldiers in the Russian region of Kursk. Here's what we know about the prisoners 1 year ago · Italy,https://ground.news/interest/ilgiornaleit
Die Presse,Lean Right,Selenskij: North Korean captured in Kursk,"Two soldiers from North Korea who are said to have fought for Russia were arrested in Kursk, Russia, reports Ukrainian President Zelensky. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
www.larazon.es,Lean Right,Ukraine captures two wounded North Korean soldiers at the Kursk front,"Ukrainian President Volodimir Zelenski announced this Saturday that Ukrainian forces have captured two North Korean soldiers in the Russian region of Kursk, where Kiev is trying to keep the territories captured in a surprise offensive last year.""Two soldiers, although wounded, survived and were transported to Kiev, where they are now communicating with the Ukrainian Security Service,"" Zelenski said on social network X, in which he published phot… 1 year ago · Spain",https://ground.news/interest/wwwlarazones
Reforma,Lean Right,Ukraine Captures Two North Korean Soldiers · Global Voices,"Ukraine announced the alleged capture of two North Korean soldiers, the first time they had been tested by another State participating in the war. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
Le Point.fr,Lean Right,War in Ukraine: Volodymyr Zelensky announces the capture of two North Korean soldiers,"Another North Korean soldier was captured in late December but succumbed to his injuries before he could be questioned. 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
NEWSREP,Lean Right,Zelenskyy Announces Capture of North Korean Soldiers Fighting for Russia in Kursk Region,Ukraine captures two North Korean soldiers fighting for Russia in Kursk—Zelenskyy vows to expose Pyongyang's role in the war. #Ukraine #NorthKoreanSoldiers #UkraineRussiaWar 1 year ago,https://ground.news/interest/newsrep
NDTV,Lean Right,Zelensky Says 2 Captured North Korean Soldiers Being Probed,"Ukraine said Saturday that investigators were questioning two wounded North Korean soldiers after they were captured in Russia's Kursk region, saying they provided ""indisputable evidence"" that North Koreans were fighting for Moscow. It is not the first time that Kyiv has claimed the capture of North Korean soldiers during its Kursk incursion but it has not reported being able to question any before. In December it said it took several captive bu… 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
Nikkei,Lean Right,"Ukraine captures 2 North Korean soldiers, says Zelenskyy","VIENNA -- Ukraine has taken two North Korean soldiers prisoner in a part of western Russia that is under its control, Ukrainian President Volodymyr Ze 1 year ago · Japan",https://ground.news/interest/nikkei
La Tercera,Lean Right,"Ukraine captures two North Korean soldiers in Kursk, says Zelenski","Ukraine captured two North Korean soldiers in the Russian region of Kursk, said on Saturday President Volodimir Zelenski, the first time Ukraine announced the capture of North Korean soldiers alive since their entry into the war last autumn.North Korean regular troops entered the war on the Russian side in October, according to Kiev and its Western allies, which initially estimated their number at 10,000 or more.In a publication in X, Zelenski s… 1 year ago · Chile",https://ground.news/interest/la-tercera
n-tv.de,Lean Right,Selenskyj shows photos: Ukraine interrogates captured North Korean soldiers,"Kim is supporting Putin with thousands of soldiers in the war against Ukraine. The North Koreans' losses are said to be high. After the first prisoners died from their injuries, Ukrainian President Zelenskyj is now presenting photos of living prisoners. 1 year ago",https://ground.news/interest/n-tvde
Le Parisien,Lean Right,"Russian papers, medical aid... What we know about the two North Korean soldiers captured by Ukraine in Russia","The two young soldiers were captured a few months after the first alerts from Kiev about the presence of North Korean troops in Russia. 1 year ago · Paris, France",https://ground.news/interest/le-parisien
Daily Star,Lean Right,Ukraine shows first North Korean soldiers captured alive fighting war for Putin - Daily Star,Two North Korean soldiers have been captured alive and are now helping Ukrainian secret service after being given false Russian identities and drafted in to fight in Putin's war against Ukraine 1 year ago · United Kingdom,https://ground.news/interest/daily-star
Dagens Nyheter.,Lean Right,Zelenskyy: North Korean soldiers captured in Kursk,"Two wounded North Korean soldiers have been captured by the Ukrainian army in the Russian Kursk region, Ukrainian President Volodymyr Zelensky said on Saturday. ""They are now communicating with our security service,"" he wrote on X. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
NOS,Lean Right,Zelensky: Two North Korean soldiers captured alive,"Ukrainian President Zelensky says the army has captured two North Korean soldiers. The two have been transferred to Kyiv where they are being interrogated, Zelensky writes on social media. He also shares photos of the two in custody, which is in violation of the Geneva Conventions. The Ukrainian army previously captured a North Korean soldier, but he died of his injuries shortly after. The new prisoners of war are also injured, but still alive, … 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
