outlet,bias,headline,summary,ground_news_interest_url
Dagens Nyheter.,Lean Right,Three hostages have been released,"After nearly 500 days, three Israeli men have been released from captivity by the Hamas terror group. This marks the completion of a third of the release target in the first phase of the ceasefire. “Our thoughts go out to Ohad Yahalomi, who is still in the hands of Hamas,” writes French President Emmanuel Macron. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
Fox Business,Lean Right,Israeli airline broadcasts news of hostage release to all flights,"El Al, Israel's national airline, celebrated the freedom of three Israeli hostages on Sunday by broadcasting the news to all the passengers on its network of flights.Romi Gonen, Doron Steinbrecher and Emily Damari were released to the Israel Defense Forces (IDF) after spending 471 days as prisoners in Gaza, marking the first step in Israel's historic cease-fire and hostage exchange agreement with Hamas.""I am excited to tell you we have just been… 1 year ago · United States",https://ground.news/interest/fox-business
MY Northwest,Lean Right,"Local Jewish leaders ""overwhelmed with emotion"" but not celebrating release of three Israeli hostages","Local leaders of Seattle’s Jewish community are reacting to this weekend’s release of three Israeli hostages. Not celebrating, but looking ahead to the long road before them. Hamas has turned over three female hostages to the Red Cross, the first under a long-awaited ceasefire. They are the first of 33 to be released over the next six weeks. “We’re overwhelmed with emotion today,” said Solly Kane, Chief Executive Officer for the Jewish Federatio… 1 year ago · Tacoma, United States",https://ground.news/interest/my-northwest
India Today,Lean Right,"Hamas frees 3 hostages, Israel releases 90 Palestinians on Day 1 of Gaza truce","On the first day of the Gaza ceasefire that halted the 15-month-old war between Israel and Hamas, the Palestinian group released three Israeli hostages while Israel freed 90 Palestinian prisoners. 1 year ago · India",https://ground.news/interest/india-today
The Canadian Jewish News,Lean Right,Montreal's weekly walk calling to free hostages coincides with the release of three held for 471 days - The Canadian Jewish News,Mixed emotions in the frigid air during the 54th march by Bring Them Home Montreal. 1 year ago,https://ground.news/interest/the-canadian-jewish-news
7NEWS Australia,Lean Right,Three women abducted at music festival reunited with mothers after ceasefire deal,The mother of one of the hostages posted a photo on social media of her and her daughter video-calling loved ones. 1 year ago · Australia,https://ground.news/interest/7news-australia
Le Parisien,Lean Right,"In Israel, the martyred kibbutz of Kfar Aza awaits the return of Doron and Emily, two of the hostages freed by Hamas","Two of the three hostages released on Sunday resided in the youth district of this pastoral village in southern Israel, which was attacked on October 7, 2023. Their return was experienced as a miracle. 1 year ago · Paris, France",https://ground.news/interest/le-parisien
abc,Lean Right,"The release of the three hostages silences weapons in Gaza: ""It's like a horror movie, but it's real""","Gaza wakes up little by little after a 15-month nightmare that leaves more than 46,000 dead . In the Gaza Strip it takes everything, the images coming from the northern zone are apocalyptic, but the first step was to achieve a ceasefire and it is already a reality. The first day is always complicated and, although with a delay of 3 hours, the weapons silenced at 11.15 local time, and in the afternoon the first exchange of hostages by Palestinian… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
Business Live,Lean Right,Joy as first three hostages reach Israeli territory,"US President Joe Biden, on his last full day in office: ‘Today the guns in Gaza have gone silent’ 1 year ago · Johannesburg, South Africa",https://ground.news/interest/business-live
Le Figaro,Lean Right,"Ceasefire in Gaza: between relief and anxiety, a fragile truce has begun","STORY - The release of the first three Israeli hostages marks the start of a six-week truce. Despite relief for both Israelis and Palestinians, the interruption of the fighting remains precarious. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
News18 India,Lean Right,Exact Moment When Hamas Handed Over 3 Israeli Hostages To Red Cross In Gaza,"Three Israeli hostages – Romi Gonen, Emily Damari, and Doron Steinbrecher – finally returned home after 15 months of captivity in Gaza on the first day of the ceasefire between Israel and Hamas. 1 year ago · India",https://ground.news/interest/news18-india
The Epoch Times,Lean Right,"Biden Heralds Israel–Hamas Cease-Fire, Says 2 American Hostages to Be Released Soon","With just hours left in his term, President Joe Biden on Sunday said that fighting in Gaza under a cease-fire deal between the Israeli military and the Hamas terrorist group has stopped, adding that two American citizens will be released soon. Biden delivered a response to the deal going into effect earlier Sunday from Charleston, South Carolina, where he is spending his full final day in office. He told reporters Sunday that “the guns in Gaza h… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
ABS-CBN,Lean Right,First Israeli hostages freed as Gaza truce begins,"The first three Israeli hostages were released Sunday under a long-awaited Gaza truce aimed at ending more than 15 months of war that has ravaged the Palestinia 1 year ago · Quezon City, Philippines (the)",https://ground.news/interest/abs-cbn
The Media Line,Lean Right,"Israeli Hostages Emily Damari, Doron Steinbrecher, and Romi Gonen Released as Israel-Hamas Ceasefire Deal Takes Effect - The Media Line","Three female hostages, including British-Israeli citizen Emily Damari, […] The post Israeli Hostages Emily Damari, Doron Steinbrecher, and Romi Gonen Released as Israel-Hamas Ceasefire Deal Takes Effect appeared first on The Media Line. 1 year ago",https://ground.news/interest/the-media-line
Jewish Insider,Lean Right,Biden celebrates cease-fire and hostage release on last day in office,"After 471 days of war between Israel and Hamas, President Joe Biden on Sunday heralded the start of a negotiated cease-fire and hostage-release deal, which went into effect on his last full day in office. “Today, the guns in Gaza have gone silent,” Biden said, speaking just moments after the first three Israeli hostages were released. “The deal that I first put forward last May for the Middle East has finally come to fruition,” Biden said in bri… 1 year ago",https://ground.news/interest/jewish-insider
Yeshiva World News,Lean Right,Netanyahu Reacts To Return Of Three Hostages,"The moment Netanyahu was informed that the hostages are in the hands of the IDF. He says to tell them that the nation embraces them, welcomes them home, and that everyone knows they went through hell from darkness to light. 1 year ago",https://ground.news/interest/yeshiva-world-news
Bild,Lean Right,Back in Israel: First three female Hamas hostages are free!,"They are home! After 470 days in Hamas captivity, the first three Israeli hostages were released on Sunday afternoon. 1 year ago · Berlin, Germany",https://ground.news/interest/bild
National Post,Lean Right,First three Israeli hostages returned to IDF and on their way home,The first three hostages released by Hamas under the Gaza ceasefire are on their way back to Israel to be reunited with family. 1 year ago · Canada,https://ground.news/interest/national-post
The Straits Times,Lean Right,Hamas hands over first Israeli hostages under ceasefire deal,The three hostages have been transferred to the Red Cross and are on their way toward the Israeli military. 1 year ago · Singapore,https://ground.news/interest/the-straits-times_9bb9e6
Al Bawaba,Lean Right,We changed the face of the region.. Abu Obeida's speech in his first appearance after the ceasefire,"The Al-Qassam Brigades, the military wing of the Islamic Resistance Movement ""Hamas"", broadcast a videotaped speech by its military spokesman, Abu Obeida, following the ceasefire in Gaza... 1 year ago · Amman, Jordan",https://ground.news/interest/albawaba
