outlet,bias,headline,summary,ground_news_interest_url
Business Live,Lean Right,Front-runner in cancelled Romanian election detained,"Far-right candidate Calin Georgescu, who is not a suspect, summoned as part of a wider investigation 1 year ago · Johannesburg, South Africa",https://ground.news/interest/business-live
El Mundo,Lean Right,Romanian police arrest pro-Kremlin candidate Georgescu after finding a million euros and weapons at his escort's house,"Romanian far-right populist candidate Calin Georgescu has been arrested by the police as part of an investigation by prosecutors into fraud in the campaign... 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
brusselssignal.eu,Lean Right,Romanian election favourite Georgescu detained by police,Romania’s presidential election front-runner Călin Georgescu has been taken in by police for questioning. He has been accused of forming a fascist organisation… 1 year ago · Belgium,https://ground.news/interest/brusselssignaleu
Il Sole 24 Ore,Lean Right,Pro-Russian candidate Georgescu arrested in Romania: interrogation and new accusations,"Romania's pro-Russian presidential candidate is under investigation. Are the searches aimed at blocking your new application? 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
Le Figaro,Lean Right,Romania: Pro-Russian candidate Calin Georgescu arrested and heard by the Attorney-General's Office,"Arriving at the head of the first round of the presidential election, since cancelled by the Constitutional Court, this candidate accused of being close to Moscow was preparing to table his candidacy in the next election scheduled for May. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
Conservative Home,Lean Right,Stewart Harper: Why defence and development should go hand in hand in building British security,"Stewart Harper is a a Conservative activist, a former parliamentary candidate, and was part of the Coalition for Global Prosperity’s first cohort of Future Leaders. The events of the last few days have demonstrated, if evidence was required, that we need to make better provision for our own defence.  So, the decision by the Labour government to match the Conservatives’ manifesto pledge, and increase defence spending to 2.5 per cent of GDP, is a … 1 year ago",https://ground.news/interest/conservative-home
Le Figaro,Lean Right,War in Ukraine: the United Kingdom in the face of the indispensable modernization of Her Majesty's army,"DECRYPTAGE - Prior to his meeting with Donald Trump this Thursday, Keir Starmer announced an increase in the defence budget to 2.5% of GDP by 2027, while British forces must be adapted to a high-intensity war. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
Український мілітарний портал,Lean Right,UK Announces Record Increase in Defense Budget,Prime Minister Keir Starmer has announced the largest increase in UK defense spending since the Cold War. 1 year ago,https://ground.news/interest/_36bd62
Daily Express,Lean Right,Does Starmer's defence spending plan go far enough,The Prime Minister has pledged to increase defence spending to 2.5% by 2027 and to 3% by the next Parliament. 1 year ago · United Kingdom,https://ground.news/interest/daily-express
News18 India,Lean Right,Starmer To Boost UK Defence Spending To Cold War Levels In Message To Trump Ahead Of Visit,"UK PM Starmer said in the wake of recent developments with regards to Trump and Ukraine, Europe and UK must do more for their own defence. 1 year ago · India",https://ground.news/interest/news18-india
NOS,Lean Right,"UK increases defence budget, cuts development aid","To pay for the increase, the UK will cut development aid. 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
The Telegraph,Lean Right,Starmer accused of ‘misleading’ public over spending on rearmament,"Raising defence budget to 2.5pc of GDP equates to half the £13bn PM claims, says IFS 1 year ago · London, United Kingdom",https://ground.news/interest/the-telegraph
Breaking Defense,Lean Right,Russian ‘menace’ prompts UK defense spending uplift to 2.5 percent GDP by 2027,"Though he did not share how the new funding will be spent, the announcement comes just days before Starmer visits US President Donald Trump in Washington, and appears to be carefully timed to demonstrate the UK is leaning forward to meet Trump’s demand that Europe does more to protect its own security. 1 year ago",https://ground.news/interest/breaking-defense
New York Post,Lean Right,"UK to boost defense spending, cut foreign aid ahead of Starmer-Trump meeting","British Prime Minister Keir Starmer said Tuesday the UK will pump up its military spending to 2.5% of its GDP by 2027, blasting Russian President Vladimir Putin as a “tyrant” as Moscow’s invasion of Ukraine entered its fourth year. Starmer, 62, made the unexpected announcement in the House of Commons ahead of a Thursday meeting... The post UK to boost defense spending, cut foreign aid ahead of Starmer-Trump meeting appeared first on Daily Truth … 1 year ago · New York, United States",https://ground.news/interest/new-york-post
Washington Examiner,Lean Right,UK reveals defense spending increase ahead of Trump meeting,"The United Kingdom announced a plan Tuesday to increase its defense spending in an overt signal to President Donald Trump, who is expected to welcome Prime Minister Keir Starmer to the White House later this week. Starmer told Parliament that the U.K. would increase its defense spending from 2.3% of the gross domestic product to 2.5% by 2027, with another goal of hitting 3% by the end of the next government’s term, which would be 2034 at the lat… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
Reforma,Lean Right,United Kingdom will increase its defence spending,"The British Prime Minister, Keir Starmer, announced in Parliament that his country would increase defence spending to 2.5% of its GDP in 2027. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
Spectator UK,Lean Right,Starmer to raise defence spending to 2.5%,"To the Commons, where Sir Keir Starmer has just made a rather big announcement on the issue of defence. The Prime Minister took to the Chamber today to announce to parliamentarians that Labour will raise Britain’s defence spending to 2.5 per cent of GDP by 2027 – with a commitment to hit 3 per cent 1 year ago · London, United Kingdom",https://ground.news/interest/spectator-uk
