outlet,bias,headline,summary,ground_news_interest_url
politika.rs,Lean Right,Trump: US will respond to EU tariffs on steel and aluminum,"US President Donald Trump said the United States would respond to retaliatory tariffs imposed by the European Union on Washington today after the US imposed 25% tariffs on steel and aluminum imports without exceptions. 1 year ago · Belgrade, Serbia",https://ground.news/interest/politikars
Welt,Lean Right,Responding to tariffs: Europe refuses to take a cuddling course with Trump – that's it!,"The EU is slow and sluggish, it is often said. This time, it cannot be accused of this: the Commission has reacted succinctly to Donald Trump's new tariffs, and the way in which they are retaliated is also well-chosen. 1 year ago · Dortmund, Germany",https://ground.news/interest/welt
Nikkei,Lean Right,Asia response to U.S. metals tariff muted as EU comes out swinging,SYDNEY -- Asia has responded to U.S. President Donald Trump's 25% tariffs on all steel and aluminum imports in terms ranging from disappointed to defi 1 year ago · Japan,https://ground.news/interest/nikkei
Jyllands-Posten,Lean Right,"At 5:01 this morning, Trump's tariff war hit Europe: Here are four important impacts","On Wednesday morning at 05:01, Trump's trade war officially hit Europe. Here, as promised, the US president imposed a 25 percent tariff on all imports of steel and aluminum to the US. This also applies to imports from Europe... 1 year ago · Aarhus, Denmark",https://ground.news/interest/jyllands-posten
Financial Post,Lean Right,"Trump’s 25% tariffs on Canadian steel, aluminum come into force","WASHINGTON — The latest move in U.S. President Donald Trump's plan to realign global trade came into force Wednesday as all countries, including Canada, were hit with 25 per cent tariffs on steel and aluminum imports into the United States. 1 year ago · Canada",https://ground.news/interest/financial-post
La Tercera,Lean Right,China and Europe respond firmly to the US after the entry into force of tariffs on steel and aluminium,"The tariffs of 25% to all imports of steel and aluminum to the United States came into force this Wednesday, provoking measures of retaliation from the EU and the anger of China, which promises to do what is “necessary” to defend its interests.President Donald Trump, a supporter of an aggressive economic policy for the sake of the “United States first,” promised in February to tax these two metals and their derivatives without exception, includi… 1 year ago · Chile",https://ground.news/interest/la-tercera
The Free Press (Tampa),Lean Right,Trump Makes 25% Canadian Steel And Aluminum Tariffs Official Wednesday,"President Donald Trump doubled down on his protectionist trade agenda Wednesday, officially raising tariffs on all steel and aluminum imports to 25% and scrapping exemptions from his 2018 policy, a move he insists will revive U.S. factory jobs. The decision, which hikes aluminum tariffs from 10% and eliminates prior carve-outs, comes amid volatile stock market […] Trump Makes 25% Canadian Steel And Aluminum Tariffs Official Wednesday 1 year ago · Tampa, United States",https://ground.news/interest/the-free-press-tampa
GB News,Lean Right,Donald Trump slaps UK with 25% tariffs despite Keir Starmer's pleas to not target British business,"US President Donald Trump has 1 year ago · London, United Kingdom",https://ground.news/interest/gbnewscom
The Straits Times,Lean Right,"Trump’s steel, aluminium tariffs take effect as global trade war looms","WASHINGTON - President Donald Trump's increased tariffs on all U.S. steel and aluminum imports took effect on Wednesday, stepping up a campaign to reorder global trade norms in favor of the U.S. that drew swift retaliation from Europe. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
Bangkok Post,Lean Right,"Trump's steel, aluminum tariffs take effect as trade war intensifies","WASHINGTON - US President Donald Trump's increased tariffs on steel and aluminum imports took effect on Wednesday as prior exemptions, duty free quotas and product exclusions expired, as his campaign to reorder global trade norms in favour of the US stepped up. 1 year ago · Bangkok, Thailand",https://ground.news/interest/bangkok-post
Il Sole 24 Ore,Lean Right,"Duties, Trump's 25% tariffs on steel and aluminum come into effect","The 25% customs duties on steel and aluminum, wanted by Donald Trump, have come into force, marking a new phase in the trade war between the United States and... 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
Daily Express,Lean Right,Donald Trump slaps 25% tariff on steel and aluminium in blow to Keir Starmer,The UK steel industry says the move 'couldn't come at a worse time' 1 year ago · United Kingdom,https://ground.news/interest/daily-express
9News,Lean Right,Trump ramps up tariffs on all steel and aluminium imported to USA,President Donald Trump imposed a sweeping 25 per cent tariff on all steel and aluminium imported into the U... 1 year ago · Australia,https://ground.news/interest/9news
Le Figaro,Lean Right,United States: 25% duty on steel and aluminium becomes effective,"The U.S. president had already taxed steel and aluminum imports during his first term (2017-2021), but this new tax is ""without exception and without exemption,"" he said at the time of their announcement. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
The Epoch Times,Lean Right,"Years of China’s Unfair Trade Practices at Core of Trump’s Steel, Aluminum Tariffs","News Analysis WASHINGTON—When President Donald Trump’s steel and aluminum tariffs on all countries take effect on March 12, much of the conversation will center around their effectiveness in tackling China’s aggressive trade practices. These tariffs are specifically aimed at Beijing’s persistent overproduction of cheap metals, which has long undermined companies around the world, including in the United States, and caused trade tensions. On Feb.… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
Globo,Lean Right,Gerdau says he is confident that the government will have new measures against steel imports,"The CEO of Gerdau, Gustavo Werneck, said that the sector has been discussing the issue with the government and that there are several options being evaluated 1 year ago · Brazil",https://ground.news/interest/globo
Villages-News,Lean Right,We can’t keep burning through money,"In a Letter to the Editor, a Village of Springdale resident argues that the United States cannot continue burning through money, and President Trump is making necessary changes. 1 year ago · The Villages, United States",https://ground.news/interest/villages-news-news-events-classifieds-in-the-villages-fl
Globo,Lean Right,Scientists discover the oldest human ancestor in Western Europe; see what is known,"The fossils have similarities with those of Homo erectus, but also some anatomical differences that have yet to be analyzed. A fossil of part of the face of a human ancestor, estimated to be between 1.1 and 1.4 million years old, was found at the archaeological site of Atapuerca, in Burgos, in northern Spain. According to a study published in the journal Nature, and led by IPHES-CERCA, this is the oldest vestige of this type ever identified in W… 1 year ago · Brazil",https://ground.news/interest/globo
n-tv.de,Lean Right,References to two human species: Skull bones prove early colonization of Europe,"In northern Spain researchers discover well-preserved skull bones, which are between 1.1 and 1.4 million years old. They provide evidence of the simultaneous occurrence of two human species. However, the exact temporal coexistence remains unclear. 1 year ago",https://ground.news/interest/n-tvde
Svenska Dagbladet,Lean Right,New discovery redraws evolution,"A Soviet excavation site from the 1980s has revealed hidden secrets about human history. The findings could force scientists to rethink how our ancestors lived. “We’re uncovering a whole new story about people who did unexpected things,” says researcher Eleanor Scerri. 1 year ago · Stockholm, Sweden",https://ground.news/interest/svenska-dagbladet
Welt,Lean Right,Excavations: Two human species lived in Spain a million years ago,"In today's Spain, several species could have lived a million years ago – long before the modern man emigrated from Africa. Researchers prove with newly found bones when and how early people settled Europe. 1 year ago · Dortmund, Germany",https://ground.news/interest/welt
Daily Express,Lean Right,Major breakthrough as scientists uncover human bones from 1.4m years ago,It marks the first time significant remains older than 1 million years old have been discovered in Western Europe. 1 year ago · United Kingdom,https://ground.news/interest/daily-express
New York Post,Lean Right,Fossilized facial bone fragments of oldest known human discovered in Spanish cave: ‘Earliest human face’,"Archeologists unearthed fossilized facial bone fragments in the Sima del Elefante cave near Spain's Atapuerca Mountains that may represent a previously unknown species — making it the oldest-known human fossil ever discovered in Western Europe. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
9News,Lean Right,Archaeologists find oldest known partial human face fossil in western Europe,"A fossil of a partial face from a human ancestor is the oldest in western Europe, archaeologists have reported.The incomplete skull — a section of the left cheek bone and upper jaw – was found in northern Spain in 2022. The fossil is between 1.1 million and 1.4 million years old, according to research published in the journal Nature.“The fossil is exciting,"" said Eric Delson, a paleontologist at the American Museum of Natural History, who was no… 1 year ago · Australia",https://ground.news/interest/9news
Dagens Nyheter.,Lean Right,1.4 million-year-old skull may belong to undiscovered human species,"The remains of an extinct human species dating back about 1.4 million years have been unearthed in a cave in Spain. Researchers say the bone fragments are the oldest human face ever discovered in Western Europe – but exactly what species they are is still a mystery. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
Libertad Digital,Lean Right,"Atapuerca discovers the face of 'Pink', a new human species in Europe","It is the oldest known human face in Western Europe, dating from 1.1 to 1.4 million years. 1 year ago",https://ground.news/interest/libertad-digital
El Debate,Lean Right,"Found in Atapuerca remains of 'Pink', the new oldest human species in Western Europe","Scientists believe this finding indicates that in early Pleistocene, there were at least two species in Western Europe. 1 year ago",https://ground.news/interest/el-debate
Le Parisien,Lean Right,"The first fossils of a Western European face open ""a new chapter in the study of evolution""","Archaeologists discovered in 2022, Spain, the fossil remains of part of the face of a hominine, whose age is now estimated to be between 1.4 and 1.1 million years. This discovery provides new information on the environment and lifestyle of these areas. 1 year ago · Paris, France",https://ground.news/interest/le-parisien
Die Presse,Lean Right,The oldest face of a human being discovered in Europe,"An important discovery: the middle part of a face from a Spanish site probably belonged to a Homo erectus, is 1.1 to 1.4 million years old – and thus the oldest known face of a human being in Europe. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
Volkskrant,Lean Right,Oldest human in Western Europe: several species already roamed our land in the Stone Age,"Somewhere between 1.4 and 1.1 million years ago, in what is now northern Spain, a prehistoric man fell into a natural hole in the ground. Now, we have... 1 year ago · Amsterdam, Netherlands (Kingdom of the)",https://ground.news/interest/volkskrant
