outlet,bias,headline,summary,ground_news_interest_url
Wonkette,Far Left,South Korea To US: Here's How You Arrest A Corrupt Impeached President,"South Korean police cut through razor wire at the gates of impeached Pres. Yoon Suk Yeol’s residence in Seoul. Video screenshot, CBC News on YouTube.South Korean President Yoon Suk Yeol is now in a detention center and refusing to cooperate with investigators after he was arrested Wednesday. It’s the first time a sitting South Korean president has been arrested, although several former presidents have had the honor in the past. Yoon is being inv… 1 year ago · United States",https://ground.news/interest/wonkette
El Mundo,Lean Right,"3,000 police to arrest the president who starred in the biggest 'K-drama' of South Korean politics","An unprecedented operation consisting of more than 150 police vans bursts into the presidential mansion early in the morning to arrest the leader who imposed martial law in South Korea. Read 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
Business Live,Lean Right,South Korean investigators question arrested President Yoon in insurrection probe,"Supporters holding posters bearing “Stop the Steal” slogans draw parallels between Yoon and Trump 1 year ago · Johannesburg, South Africa",https://ground.news/interest/business-live
focus.de,Lean Right,Görlach Global: The Arrest of the Vain Mr. Yoon,"For a long time he resisted with all means possible, and now South Korea's former president Yoon Suk Yoel has been arrested. But the country is far from reconciliation between the political camps, says Alexander Görlach. 1 year ago · Berlin, Germany",https://ground.news/interest/focusde
El Universo,Lean Right,"President Yoon Suk-yeol arrested, 43 days after attempting to declare martial law in South Korea","South Korean President Yoon Suk-yeol was arrested on Wednesday to be questioned about his failed martial law statement at the beginning of last month, and after a tense and prolonged siege by the authorities on the residence where he remained entrenched. 1 year ago",https://ground.news/interest/el-universo
Le Figaro,Lean Right,“This is a historic day”: How a hundred agents got their hands on President Yoon who defies justice in South Korea – INTELLI.NEWS,"STORY – This Wednesday at dawn, the police launched an assault on the villa of the deposed leader, arrested this Wednesday. Accused of “sedition” for having triggered martial law, Yoon Suk Yeol radicalizes his speech. Source 1 year ago · Paris, France",https://ground.news/interest/le-figaro
cicero.de,Lean Right,South Korea's President Arrested - The State Crisis Continues,"After weeks of resistance, South Korean authorities were able to arrest the deposed President Yoon Suk-yeol on Wednesday. Meanwhile, further details are coming to light that reveal that this man would have stopped at nothing. 1 year ago",https://ground.news/interest/cicerode
Le Point.fr,Lean Right,South Korea: the spectacular arrest of the ousted president,"South Korean President Yoon Suk-yeol, impeached and accused of attempted coup, was arrested this morning after two weeks of resistance in his presidential residence. Report on site. 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
Seeking Alpha,Lean Right,South Korea's political turmoil - impeached President Yoon Suk Yeol arrested,Learn about the latest trends in the financial market and how to optimize your investments for maximum returns. 1 year ago · United States,https://ground.news/interest/seeking-alpha
Daily Express,Lean Right,South Korea's President arrested after tense stand-off triggering rival protests,"Yoon Suk Yeol could be detained for several weeks after his high-profile arrest, which has thrown the country into turmoil. 1 year ago · United Kingdom",https://ground.news/interest/daily-express
The News Lens,Lean Right,"South Korea’s Yoon Detained, a First for Country - The News Lens International Edition",South Korean authorities detained impeached President Yoon Suk Yeol for questioning regarding an insurrection investigation. 1 year ago,https://ground.news/interest/the-news-lens
आज तक,Lean Right,"South Korea: President Yoon Suk Yol arrested, first such case in the country",Hundreds of policemen arrived at the residence of South Korean President Yol on Wednesday morning. He had been staying here for several weeks with his personal security force. Thus Yole is the first President of South Korea who has been arrested. 1 year ago,https://ground.news/interest/_421d90
Dagens Nyheter.,Lean Right,Marianne Björklund: The president is under arrest -- but South Korea's crisis far from over,"PEKING. For the first time ever, a sitting president of South Korea has been arrested. That doesn't mean the country's political crisis is over. The population is deeply polarized and supporters of the crime-suspect President Yoon Suk Yeol are airing morning air as Trump takes office. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
The Rio Times,Lean Right,South Korean President Arrested After Failed Martial Law Attempt,"South Korean authorities arrested President Yoon Suk Yeol on January 15, 2025. The Corruption Investigation Office for High-Ranking Officials (CIO) led the operation. Yoon became the first sitting president in South Korean history to be detained. The arrest followed his short-lived declaration of martial law on December 3, 2024. Over 3,000 law enforcement officers participated […] 1 year ago · Brazil",https://ground.news/interest/the-rio-times
Irish Independent,Lean Right,South Korea's impeached President Yoon arrested after failed martial law attempt,"Impeached South Korean President Yoon Suk Yeol was arrested and questioned by authorities in relation to a criminal insurrection investigation on Wednesday, saying he was only cooperating with what he called an illegal probe to avoid violence. 1 year ago · Ireland",https://ground.news/interest/independentie
politika.rs,Lean Right,Arrested South Korean President Jun refuses to talk to investigators,"Suspended South Korean President Jun Suk Yeol, who was arrested today on charges of sedition, for now refuses to speak during interrogations, the Office for Corruption Investigation of Senior Officials (CIO) said 1 year ago · Belgrade, Serbia",https://ground.news/interest/politikars
조선일보,Lean Right,"Unprecedented Arrest of the President, Everyone Must Obey the Law Now","Private unprecedented arrest of the president, everyone must obey the law now President Yoon Seok-yeol was arrested by the Public Prosecutor's Office on charges of sedition, 43 days after martial law was declared. It is the first time in history that a sitting president has been arrested and investigated as a suspect. In order to prevent bloodshed, President Yoon said that although it is an illegal investigation, he must obey the law. 1 year ago",https://ground.news/interest/chosuncom
ilgiornale.it,Lean Right,"South Korea, deposed president Yoon Suk Yeol arrested for treason",The leader under impeachment in handcuffs for the attempted coup d'etat of 3 December last 1 year ago · Italy,https://ground.news/interest/ilgiornaleit
Il Sole 24 Ore,Lean Right,"South Korea: Yoon, the president of the failed self-coup, arrested","The political leader will go to trial for insurrection. He surrendered after 3,000 police officers surrounded his official residence 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
Svenska Dagbladet,Lean Right,Yoon: From acclaimed prosecutor to arrested president,"In just a few years, he managed to go from being a star prosecutor to clinching the presidency. Now Yoon Suk-Yeol has become unique as the first president in South Korean history to be arrested. 1 year ago · Stockholm, Sweden",https://ground.news/interest/svenska-dagbladet
telesurtv.net,Far Left,South Korea's Deposed President Arrested for Declaring Martial Law · Global Voices,"Yoon Suk-yeol was transferred to the Office for Corruption Cases of Senior Officials and soon a full investigation will be opened against the dismissed president. South Korea’s dismissed president, Yoon Suk-yeol was arrested on Wednesday, after the president will agree to appear before the anti-corruption office investigating him for the failed declaration of martial law in the Asian country. READ ALSO: South Korea Court extends arrest warrant a… 1 year ago",https://ground.news/interest/telesurtvnet
Jyllands-Posten,Lean Right,South Korean president arrested in dramatic action: Investigators had to use ladders to climb over the walls of the presidential residence,"South Korea's suspended President Yoon Suk-yeol was arrested on Wednesday night Danish time. South Korean investigators reported this according to AFP. The arrest comes after Yoon in early ... 1 year ago · Aarhus, Denmark",https://ground.news/interest/jyllands-posten
News,Lean Right,South Korean president arrested,"Impeached South Korean president Yoon Suk Yeol has been arrested over his failed bid to impose martial law, hours after hundreds of investigators and police raided his residence. 1 year ago",https://ground.news/interest/news_356a3f
Neue Zürcher Zeitung,Lean Right,South Korea: President Yoon arrested after attempt at martial law,"His case could now deepen the country's political division. 1 year ago · Zürich, Switzerland",https://ground.news/interest/neue-zurcher-zeitung
Washington Examiner,Lean Right,South Korean authorities detain impeached President Yoon Suk-yeol - Washington Examiner,"South Korea’s impeached president, Yoon Suk-yeol, has finally been detained by authorities after weeks of evading them. Yoon was impeached for declaring martial law on Dec. 3 in what some authorities have alleged amounted to an attempted rebellion, and law enforcement had been looking to bring him in for questioning. The authorities detained Yoon at the presidential compound on Wednesday morning local time, several hours after hundreds of law en… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
ABS-CBN,Lean Right,South Korea's six weeks of political chaos,"South Korea has endured six weeks of political turmoil since President Yoon Suk Yeol declared martial law and sent soldiers and helicopters to parliament. 1 year ago · Quezon City, Philippines (the)",https://ground.news/interest/abs-cbn
Observador,Lean Right,3h. South Korean president arrested by authorities,"Yoon Suk Yeol was removed from office in early December after announcing his intention to impose martial law in the country. Also, Alexandra Leitão is the PS candidate for the Lisbon City Council. 1 year ago · Portugal",https://ground.news/interest/observador
DNyuz,Lean Right,South Korea: Impeached President Yoon arrested,"‘s impeached President Yoon Suk Yeol was arrested on Wednesday over insurrection accusations related to his December 3 martial law declaration, investigators said. The Asian country’s anti-corruption agency confirmed impeached Yoon had been detained hours after the hundreds of investigators and police officers arrived at his presidential compound to apprehend him. A former prosecutor who led the conservative People Power Party to election victor… 1 year ago",https://ground.news/interest/dnyuz
la Nacion,Lean Right,South Korean dismissed president Yoon Suk Yeol was arrested after martial law had been established,"The South Korean Police arrested President Yoon Suk Yeol, who had been suspended from office on a motion to dismiss Parliament following his brief imposition of martial law on 3 December, accusing the opposition of carrying out an “anti-state” legislative agenda. In a video message recorded before being escorted to the headquarters of an anti-corruption agency, Yoon regretted that “the rule of law has collapsed completely in the country,” and no… 1 year ago · Buenos Aires, Argentina",https://ground.news/interest/la-nacion_7042bc
Clarin,Lean Right,"Yoon Suk Yeol, South Korea's ousted president for martial law enforcement, arrested","The former president had been removed from office by the South Korean Parliament.He is investigated by the anti-corruption office, the police and the Ministry of Defense for an alleged crime of insurrection linked to his declaration of the restrictive rule of movement last December. 1 year ago · Buenos Aires, Argentina",https://ground.news/interest/clarin_5fa6ca
La Tercera,Lean Right,Anti-corruption agents arrest destitute South Korean President Yoon Suk-yeol,"South Korea's Bureau of Corruption Investigation (OIC) reported that President Yoon Suk-yeol was arrested on Wednesday, separated from power by his decision to impose martial law on December 3.Yoon agreed to leave his residence to appear before the judicial authorities, South Korean news agency Yonhap reported.In the operation hundreds of agents entered the president's residential complex in their second attempt to stop him, after a failed occas… 1 year ago · Chile",https://ground.news/interest/la-tercera
Bangkok Post,Lean Right,"South Korea's Yoon arrested, says anti-graft agency","SEOUL - Impeached South Korean President Yoon Suk Yeol was arrested on Wednesday, an anti-graft agency investigating his Dec 3 martial law attempt said in a statement. 1 year ago · Bangkok, Thailand",https://ground.news/interest/bangkok-post
El Financiero,Lean Right,South Korean President Yoon Suk Yeol Arrested; First Acting Leader Arrested · Global Voices,"Researchers from the Office for Corruption Cases of Senior Officials (CIO) arrested South Korean President Yoon Suk Yeol on Wednesday, January 15, after conducting an operation before dawn to interrogate him for his ephemeral declaration of martial law. CIO had been trying to arrest Yoon after the president repeatedly challenged the summons to appear for questioning. The investigators abandoned his first attempt to arrest him on January 3, after… 1 year ago · Mexico",https://ground.news/interest/el-financiero
The Epoch Times,Lean Right,South Korean President Arrested Over Martial Law Declaration,"South Korean investigators arrested President Yoon Suk Yeol at his residence on Wednesday over his short-lived martial law declaration last month after a previous failed arrest attempt. Local media reported that a convoy of vehicles was seen departing the presidential residence, which is believed to be transporting Yoon to the Corruption Investigation Office for High-Ranking Officials (CIO) headquarters for questioning. The arrest was made after… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
연합뉴스-Yonhap News Agency,Lean Right,"Yoon: ""It's an illegal investigation, but I'm going to the Public Prosecutor's Office to prevent bloodshed"" (Comprehensive)","(Seoul = Yonhap News) Reporters Kim Seung-wook and Kwak Min-seo = President Yoon Seok-yeol said on the 15th, ""I have decided to appear before the Corruption Investigation Office for High-ranking Officials in order to prevent an unpleasant bloodshed,"" and ""the Corruption Investigation Office for High-ranking Officials... 1 year ago · Korea (the Republic of)",https://ground.news/interest/_ae7d36
Arutz Sheva,Lean Right,South Korea’s impeached President arrested,"South Korea’s impeached President, Yoon Suk Yeol, arrested by local authorities. Arrest warrant was issued for him following his controversial martial law decree. 1 year ago · Israel",https://ground.news/interest/arutz-sheva
NDTV,Lean Right,Impeached South Korean President Yoon Arrested Over Failed Martial Law Bid,"South Korean authorities on Wednesday arrested impeached President Yoon Suk Yeol over insurrection accusations related to his brief declaration of martial law on December 3, investigators said. 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
Yeshiva World News,Lean Right,DEVELOPING: Impeached South Korean President Yoon Detained by Authorities,"South Korean law enforcement officials on Wednesday detained impeached President Yoon Suk Yeol over his brief imposition of martial law last month. In a video message recorded before he was escorted to the headquarters of an anti-corruption agency, Yoon lamented that the “rule of law has completely collapsed in this country” but said he was complying with the detention warrant to prevent clashes between law enforcement officials and the presiden… 1 year ago",https://ground.news/interest/yeshiva-world-news
NOS,Lean Right,Suspended South Korean President Yoon arrested for declaring martial law,"Suspended South Korean President Yoon Suk-yeol has been arrested at his home, Yonhap state news agency reports. He was arrested in his heavily guarded home in Seoul, where he was hiding for weeks after an arrest warrant was issued against him. The reason for this was the declaration of a military emergency early last month. Thousands of the president's supporters lined up in front of the house and made it difficult for the police to reach the pr… 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
Nikkei,Lean Right,South Korean President Yoon arrested on insurrection charges,"SEOUL -- South Korean investigators arrested suspended President Yoon Suk Yeol on Wednesday, capping a protracted effort to serve him with a warrant o 1 year ago · Japan",https://ground.news/interest/nikkei
n-tv.de,Lean Right,Investigation into riot: South Korea's deposed president arrested,"At the beginning of December, Yoon Suk Yeol plunged South Korea into a political crisis with the brief declaration of martial law. Previous attempts to arrest the now suspended president failed. Now investigators from the anti-corruption agency were able to take Yoon away from his residence. 1 year ago",https://ground.news/interest/n-tvde
