outlet,bias,headline,summary,ground_news_interest_url
Vancouver Sun,Lean Right,"Stewart Prest: Canada’s fight with Donald Trump isn’t just economic, it’s existential","Trump jokes that Canada is just another American state. He’s challenging the very idea of Canadian sovereignty. But Canada is not powerless 1 year ago · Vancouver, Canada",https://ground.news/interest/vancouver-sun
Daily Express,Lean Right,Trudeau hits back at Trump's threats to make Canada '51st US state',Departing Canadian PM Justin Trudeau has issued a chilly rebuke to Donald Trump over his threats to force Canada to become the 51st American state. 1 year ago · United Kingdom,https://ground.news/interest/daily-express
Pakistan Today,Lean Right,‘Not a snowball’s chance in hell’: Trudeau on US-Canada merger,"OTTAWA: Outgoing Canadian Prime Minister Justin Trudeau has rejected US President-elect Donald Trump’s threat to annex Canada, saying there was “not a snowball’s chance in hell” that Canada would join the United States. Trump’s remarks, made during a press conference, included a suggestion that Canada could become the “51st state,” alongside warnings about economic and security matters. He expressed frustration over what he described as Canada’s… 1 year ago · Pakistan",https://ground.news/interest/pakistan-today
EADaily,Lean Right,"Trudeau pulled back: Shut up, boy, when adults talk about the USA and Canada: EADaily","EADaily, January 8th, 2025. The scandalous situation regarding the statements of US President-elect Donald Trump regarding Canada's accession to the United States and the reaction of the Canadian political establishment continues to develop. 1 year ago",https://ground.news/interest/eadaily
Die Presse,Lean Right,“Less likely than a snowball in hell”: Canada...,"The future US president's merger plans are meeting with resistance in Canada: they will ""never give in"" to threats, it is said unequivocally from Ottawa. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
India Today,Lean Right,Not a snowball's chance in hell: Trudeau on Trump's US-Canada merger threat,US President-elect Donald Trump threatened to use “economic force” to pressure Canada into becoming the 51st US state. 1 year ago · India,https://ground.news/interest/india-today
आज तक,Lean Right,"After sharing the map of Canada, Donald Trump wrote 'State of USA' on it, Canadian leaders got angry","Justin Trudeau has responded for the first time to Trump, who is constantly making rhetoric about Canada. Canadian PM Trudeau, who announced his resignation, said that there is no possibility of Canada becoming a part of the United States. He said that there is no possibility that Canada will become part of the United States. 1 year ago",https://ground.news/interest/_421d90
News18 India,Lean Right,‘Not Snowball's Chance In Hell’: Trudeau Reacts Sharply To Trump's Threat On US-Canada Merger,"Donald Trump once again expressed his desire to absorb Canada into the United States and said that he would do it using ""economic force"". Justin Trudeau retorted to Trump's threat. 1 year ago · India",https://ground.news/interest/news18-india
Malay Mail,Lean Right,‘Not a snowball’s chance in hell’: Outgoing PM Trudeau rejects Trump’s Canada merger idea,"OTTAWA, Jan 8 — There is not a “snowball’s chance in hell” that Canada will merge with the United States, outgoing Prime Minister Justin Trudeau said Tuesday, while his foreign minister added the country will “never back down” from threats by Donald Trump. The comments from Trudeau and Foreign Minister Melanie Joly followed the US President-elect’s statement at a news conference about using “economic force” in pursuit of his unlikely plan for Ca… 1 year ago · Selangor, Malaysia",https://ground.news/interest/malay-mail
9News,Lean Right,'Snowball's chance in hell': Canadian politicians lambast suggestion Canada could join US,"Canadian politicians have decried Donald Trump's suggestion that he could use ""economic force"" to make the nation America's 51st state.At a press conference at his Florida country club Mar-a-Lago, Trump said he wanted to take over Canada, Greenland and the Panama Canal.When asked if he would use military force against Canada, Trump replied: ""No, economic force"".READ MORE: Trump won't rule out use of military to seize Greenland, Panama Canal﻿On M… 1 year ago · Australia",https://ground.news/interest/9news
