outlet,bias,headline,summary,ground_news_interest_url
American Military News,Lean Right,Gaza ceasefire takes hold as hostages and prisoners are swapped,"A long-delayed ceasefire in the Gaza war began taking hold as Hamas released three hostages in exchange for 90 Palestinians held in Israeli prisons. The first halt in the war since November 2023 appeared to go as planned, following months of negotiations by the Biden administration, along with Qatar and Egypt, then a recent push by President-elect Donald Trump for a deal before his inauguration on Monday. The six-week truce aims for the release … 1 year ago · United States",https://ground.news/interest/american-military-news
Orinoco Tribune,Far Left,Israel: 90 Palestinian Abductees Freed in First Exchange of Gaza Ceasefire Deal,"Israel has released ninety Palestinian abductees as part of the first phase of a Gaza ceasefire deal with the Hamas resistance movement. All the Palestinian abductees were freed from Ofer Prison in the occupied West Bank on Monday, the Israel Prison Service said on Monday. They were carried by buses to the West Bank town of Beitunia and the city of Ramallah. Hundreds of Palestinians hit the streets of Beitunia and Ramallah in jubilation, waving … 1 year ago",https://ground.news/interest/orinoco-tribune
i24NEWS,Lean Right,Cost of hostage deal – dozens of Palestinian prisoners released,Families of released hostages jubilant after reunion: Emily Damari 'is the happiest girl in the world; she has her life back' 1 year ago,https://ground.news/interest/i24news
DNyuz,Lean Right,90 Palestinian prisoners released as ceasefire enters first full day,"Share Thailand calls for release of all hostages, including Thai nationals The Thai Ministry of Foreign Affairs welcomed the ceasefire deal and called for the immediate release of all remaining hostages, including Thai nationals. Thailand is one of Israel’s biggest sources of foreign labor, particularly in its agriculture sector. Some 31 Thai nationals were taken hostage during Hamas’s terrorist attack on Israel on Oct. 7, 2023. Of those, 23 hav… 1 year ago",https://ground.news/interest/dnyuz
La Tercera,Lean Right,"Israel frees the first 90 Palestinian prisoners, including Deputy Jalida Jarrar","The Israeli authorities have released the first 90 Palestinian prisoners, including Palestinian deputy Jalida Jarrar, on Monday morning as part of the agreement reached with the Islamic Resistance Movement (Hamas) in exchange for the release of three Israeli hostages in full ceasefire in the Gaza Strip. The Israeli Prison Service has confirmed the handing over of the first group of Palestinians, which has taken place after almost eight hours of … 1 year ago · Chile",https://ground.news/interest/la-tercera
The Media Line,Lean Right,France Vows To Secure Release of Two French-Israeli Hostages - The Media Line,France is steadfast in its efforts to secure […] The post France Vows To Secure Release of Two French-Israeli Hostages appeared first on The Media Line. 1 year ago,https://ground.news/interest/the-media-line
www.larazon.es,Lean Right,Last Hour Cease Fire in Gaza Live: Multitudes Choir 90 Released Palestinian Prisoners · Global Voices,"A total of 630 trucks with humanitarian aid have entered Gaza this Sunday, half of them to the north of the enclave, said UN Assistant Secretary General for Humanitarian Affairs and Emergency Coordinator, Tom Fletcher. All these trucks were waiting in the vicinity of the Palestinian territory for the truce to enter into force and thus be able to transfer aid to the survivors. ""There is no time to lose; after fifteen months of war without barrack… 1 year ago · Spain",https://ground.news/interest/wwwlarazones
Dagens Nyheter.,Lean Right,Scenes of joy and protests as Palestinian prisoners were released,"Hundreds of cheering Palestinians greeted two buses carrying 90 freed Palestinian prisoners as they arrived in Beitunia in the West Bank on Monday night, in the first hostage-for-prisoner exchange of the ceasefire. Israeli settlers reportedly threw rocks and firebombs at several Palestinian villages in protest of the deal. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
Al Bawaba,Lean Right,Palestinians celebrate the release of their prisoners from the occupation's prisons,"The West Bank witnessed, on Sunday/Monday night, wide celebrations for the release of dozens of Palestinian prisoners from Israeli occupation prisons, as part of the first phase of the prisoner exchange deal between Hamas and the Israeli occupation... 1 year ago · Amman, Jordan",https://ground.news/interest/albawaba
Irish Independent,Lean Right,Israel release 90 Palestinian prisoners on first day of ceasefire: ‘It is time to hug one another and cry’,"Israel released 90 Palestinian prisoners on Sunday, the first day of a ceasefire suspending a 15-month-old war that has devastated the Gaza Strip and inflamed the Middle East. 1 year ago · Ireland",https://ground.news/interest/independentie
आज तक,Lean Right,"Israeli hostage women returned home after 471 days, family's eyes filled with tears","British-Israeli Emily Damari, who was released from Hamas captivity, met her mother at the IDF camp in southern Israel. Her family said that Emily lost two of her fingers after being shot by Hamas terrorists during the October 7 attack. Doron Steinbrecher met his mother after being in Hamas captivity for 471 days. 1 year ago",https://ground.news/interest/_421d90
Die Presse,Lean Right,90 prisoners against three women: First hostage,"The ceasefire came into force at the weekend with some complications. Three Israeli hostages were handed over to their families, some of them missing a few fingers. In return, Israel released 90 Palestinian prisoners. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
Il Sole 24 Ore,Lean Right,"Israel releases 90 Palestinians. Once the first aid has arrived, it's a party in Gaza. But Hamas lacks a hostage that was on the list","Israel has released 90 inmates in Israeli prisons, including Palestinian women and minors, in exchange for the first three women returned by Hamas on the first day of the truce in Gaza. These are Emily Damari, Doron Steinbracher and Romi Gonen. Handed over to the Red Cross, they reached Tel Aviv where they embraced their families. The first 90 Palestinian detainees were released overnight, who, under the agreement between Israel and Hamas, shoul… 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
Observador,Lean Right,4h. Middle East. Israel says it has released 90 Palestinian prisoners,"Two buses were seen leaving the military prison in the West Bank, while a crowd of people waited outside the prison for the Palestinian hostages. 1 year ago · Portugal",https://ground.news/interest/observador
il Giornale,Lean Right,"Romi, Emily and Doron are free among the militiamen. “They're going back to their mothers.” Anxiety remains for Yarbel","The solitary steps in Gaza, the hugs after 471 days, the medical examinations. Issued with a souvenir bag 1 year ago · Italy",https://ground.news/interest/ilgiornaleit
Malay Mail,Lean Right,"Israeli hostages, Palestinian detainees freed on first Gaza truce exchange","JERUSALEM, Jan 20 — Israel released 90 Palestinian prisoners today after Hamas handed over three Israeli hostages, completing the first exchange under a long-awaited truce aimed at ending more than 15 months of war in Gaza. The three hostages released yesterday, all women, were reunited with their families and taken to hospital in central Israel where a doctor said they were in stable condition. Hours later in the Israeli-occupied West Bank, Pal… 1 year ago · Selangor, Malaysia",https://ground.news/interest/malay-mail
Washington Times,Lean Right,Israel releases 90 Palestinian prisoners as ceasefire takes hold after Hamas returns 3 Israelis,"The first three hostages were released from Gaza and the first Palestinian prisoners were freed from Israeli custody as the fragile ceasefire between Israel and Hamas took hold following 15 months of war, with mixed emotions and more difficult steps ahead over the next six weeks. 1 year ago · United States",https://ground.news/interest/washington-times
