outlet,bias,headline,summary,ground_news_interest_url
iltempo.it,Lean Right,"Pope Francis, Viganò under the assault: “We must prevent another progressive usurper”","While the Church prays for Pope Francis' health, hoping that the pontiff will soon recover and return to leading it, Msgr. Carr returns to speak... 1 year ago",https://ground.news/interest/iltempoit
Hot Air,Lean Right,Pope Francis Continues to Be in a Bad Way,"1 year ago · Arlington, United States",https://ground.news/interest/hot-air
The Standard,Lean Right,Vatican: Pope Francis in critical condition,"The Holy See had late Saturday reported the alarming news that the pope, who has been in hospital since February 14, had suffered a prolonged respiratory attack and required blood transfusions. 1 year ago · Nairobi, Kenya",https://ground.news/interest/the-standard_538dc4
rp-online.de,Lean Right,Shortness of breath and blood transfusion: Pope Francis' condition continues to be critical,"For more than a week, the Pope has been in the hospital: pneumonia. After initially cautiously positive signals, Francis' condition had recently deteriorated. 1 year ago",https://ground.news/interest/rp-onlinede
Le Point.fr,Lean Right,"Pope Francis spent a ""quiet"" night at the hospital","Admitted to Gemelli Hospital in Rome on February 14, Pope Francis suffers from bilateral pneumonia, an infection that the Vatican calls ""complex"" clinically. 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
Daily Express,Lean Right,Pope in critical condition after suffering respiratory crisis,Pope Francis received 'high flows' of oxygen to help him breathe and has been given blood transfusions. 1 year ago · United Kingdom,https://ground.news/interest/daily-express
Irish Independent,Lean Right,Pope Francis ‘rested during peaceful night’ after respiratory crisis,"Pope Francis rested during a peaceful night after a respiratory crisis and blood transfusions, the Vatican said on Sunday. 1 year ago · Ireland",https://ground.news/interest/independentie
Le Parisien,Lean Right,"Pope, in critical condition, 'had a quiet night' – INTELLI.NEWS","Pope, in critical condition, 'had a peaceful night' Source 1 year ago · Paris, France",https://ground.news/interest/le-parisien
Die Presse,Lean Right,"Pope spent quiet night, condition continued ""critical""","A resignation of the head of the Catholic Church is ruled out. Archbishop Rino Fisichella celebrates the Mass planned on the occasion of the anniversary of the Diaconia in St. Peter's Basilica. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
The Sun,Lean Right,"Vatican issues update on Pope, 88, as Pontiff remains in critical condition","THE Vatican has given the latest update on Pope Francis’s health as the 88-year-old Pontiff remains in critical condition. Francis was admitted to Rome’s Gemelli hospital on February 14 after struggling with breathing difficulties, later being diagnosed with pneumonia in both lungs. AFPThe Vatican has given the latest health update on Pope Francis[/caption] EPAA candle with the image of Pope Francis (L) outside Gemelli University Hospital, where… 1 year ago · United Kingdom",https://ground.news/interest/the-sun_dd9bb3
Globo,Lean Right,"Pope Francis had a 'quiet night', says Vatican, after respiratory crisis","Pope Francis had a “quiet night” at the hospital, the Vatican said Sunday morning, after announcing on Saturday that he had a prolonged asthmatic respiratory attack this Saturday morning, had to undergo a blood transfusion and receive oxygen at high rates. The pontiff has been hospitalized for a week with a complex lung infection. The statement on Saturday said that the “Holy Father remains alert and spent the day in an armchair, although in mor… 1 year ago · Brazil",https://ground.news/interest/globo
