outlet,bias,headline,summary,ground_news_interest_url
brusselssignal.eu,Lean Right,Serbian PM Vučević resigns amid mass protests and corruption allegations,The former prime minister stated that his resignation was a response to the demands of the “most radical” protesters. 1 year ago · Belgium,https://ground.news/interest/brusselssignaleu
The Epoch Times,Lean Right,Serbian Prime Minister Resigns Amid Protests Over Fatal Roof Collapse,"Serbian Prime Minister Milos Vucevic resigned on Tuesday, following a wave of protests that swept across the country. Vucevic became the highest-ranking official to vacate his post amid anti-government demonstrations in the wake of a railway station roof collapsing in the city of Novi Sad that killed 15 people last November. “I opted for this step … to defuse tensions,” Vucevic, who took up the premiership in April 2024, told a news conference a… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
DNyuz,Lean Right,"Serbian Leader, Trying to Quell Protests, Jettisons a Key Ally","Battered by weeks of student-led street demonstrations, Serbia’s strongman leader Aleksandar Vucic on Tuesday sacrificed his prime minister in an effort to calm protests that had engulfed towns and cities, posing a major challenge to his decade-long grip on power. Prime Minister Milos Vucevic, a close ally of President Vucic and nominal leader of their Serbian Progressive Party, said he was stepping down so as “not to further raise tensions in s… 1 year ago",https://ground.news/interest/dnyuz
Le Figaro,Lean Right,"Protest lasting several months, suspicions of corruption... Serbian prime minister chased out of the street","Faced with the blockages and the solidarity of protest movements for nearly three months, Milos Vucevic announced his departure on Tuesday. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
teleSUR,Far Left,Serbian Prime Minister resigns in the midst of government calls for calm,"Serbian Prime Minister Milos Vucevic announced this Tuesday during a press conference that he will resign from office in the midst of government calls to calm down, following protests by social sectors - including students - over the collapse of the roof structure at the main railway station in the city of Novi Sad (north), which caused at least 15 deaths and about 30 injuries. READ ALSO: 11 people are arrested in Serbia for collapse at the trai… 1 year ago",https://ground.news/interest/telesurtvnet
www.larazon.es,Lean Right,Serbian Prime Minister resigns in the midst of accident protests with 15 dead,"Serbian Prime Minister Milos Vucevic announced his resignation this Tuesday in the midst of growing student protests against the government due to the accident at the Novi Sad railway station that caused 15 deaths on November 1st.""I have made this decision not to continue to increase tension in society. I am certainly proud of everything we have done. I am proud of the ministers, of the cabinet, and I thank the president for the joint work,"" he … 1 year ago · Spain",https://ground.news/interest/wwwlarazones
politika.rs,Lean Right,"Porfirije: Violence against students is unacceptable, I demand accountability","Serbian Patriarch Porfirije stated today that violence against students is unacceptable and that he expects those responsible for these and all other criminal acts to be punished in accordance with the law. 1 year ago · Belgrade, Serbia",https://ground.news/interest/politikars
The Telegraph,Lean Right,Serbia’s Putin-friendly PM quits after weeks of protests,"Milos Vucevic resigns following mass anti-corruption demonstrations triggered by station roof collapse in which 15 died 1 year ago · London, United Kingdom",https://ground.news/interest/the-telegraph
romaniatv.net,Lean Right,"Serbian Prime Minister resigns amid widespread protests. ""Everyone should calm down and return to dialogue""","Serbian Prime Minister Milos Vucevic announced on Tuesday that he is resigning from his post in order to de-escalate the situation in the country. Serbia has been witnessing massive anti-corruption protests for weeks after 15 people died when a canopy collapsed at the Novi Sad train station. The article Serbian Prime Minister Resigns Amid Massive Protests. ""Everyone Should Calm Down and Return to Dialogue"" appeared first on Romania TV. 1 year ago",https://ground.news/interest/romaniatvnet
la Nacion,Lean Right,Serbian Prime Minister quit in the midst of massive protests over the collapse of a train station,"BELGRADO.- Serbian populist prime minister Milos Vucevic announced his resignation after nearly three months of protests in the streets that began with the collapse of a train station in the city of Novi Sad that left dozens dead, amid corruption accusations.The collapse, which killed 15 people in the northern city of Novi Sad, has become a burning issue that reflects a growing discontent with the increasingly autocratic government of the countr… 1 year ago · Buenos Aires, Argentina",https://ground.news/interest/la-nacion_7042bc
