outlet,bias,headline,summary,ground_news_interest_url
El Mundo,Lean Right,Pope Appoints New Bishop in the Canary Islands While Still Hospitalized for Pneumonia,"The Holy See published this Monday that Pope Francis has appointed priest Eloy Alberto Santiago Santiago as bishop of San Cristóbal de la Laguna (Tenerife), today... 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
New York Post,Lean Right,Pope Francis awake on 10th day of hospitalization as early kidney failure kicks in,"Pope Francis woke up and was continuing his therapies Monday after a quiet night, on the 10th day of his hospitalization for a complex lung infection that has provoked the early stages of kidney insufficiency, the Vatican said. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
ABS-CBN,Lean Right,"Pope Francis remains in critical condition, mild kidney failure detected","Pope Francis remains in critical condition, having been diagnosed with mild kidney failure in addition to pneumonia. 1 year ago · Quezon City, Philippines (the)",https://ground.news/interest/abs-cbn
LBC,Lean Right,"Pope Francis is 'in critical condition with kidney failure' as he continues to battle pneumonia, Vatican says","Pope Francis has suffered kidney failure and remains in a critical condition in hospital after being admitted for pneumonia. 1 year ago · London, United Kingdom",https://ground.news/interest/lbc
Malay Mail,Lean Right,"Vatican reports Pope Francis, still in critical condition with pneumonia and renal failure, had a good night","VATICAN CITY, Feb 24 — Pope Francis, in hospital in a critical condition with pneumonia in both lungs, passed a good night and was resting, the Vatican said today. The 88-year-old pope, the leader of the worldwide Catholic Church since 2013, was admitted on February 14 with breathing difficulties. “The night passed well, the pope slept and is resting”, the Vatican said. This is the longest hospitalisation of in Francis’s papacy. The 88-year-old … 1 year ago · Selangor, Malaysia",https://ground.news/interest/malay-mail
The US Sun,Lean Right,Vatican issues update on Pope's health after warning he’s in critical condition,"THE Vatican has issued an update on Pope Francis’ health after being described as in a critical condition over the weekend. The Pontiff is said to have had a peaceful tenth night in hospital but is suffering from mild kidney failure after being admitted earlier this month with breathing difficulties. AFPPope Francis is suffering from mild kidney failure but has had a peaceful night[/caption] AFPThe Pope has been in hospital for 10 nights[/captio… 1 year ago · New York, United States",https://ground.news/interest/the-us-sun
la Nacion,Lean Right,"Pope Francis’ state of health: he continues with a reserved prognosis and in critical condition, “he is in a good mood and has no pain”","Continues therapy at Gemelli hospital; according to the last medical part of yesterday, it continues with high-flow oxygen through nasal cannulas; the tests indicated that it has a mild renal impairment, although under control 1 year ago · Buenos Aires, Argentina",https://ground.news/interest/la-nacion_7042bc
Welt,Lean Right,"Francis: Beginning renal failure – the state of the Pope remains ""critical""","According to the Vatican, the state of health of Pope Francis is still ""critical"". Blood tests had shown an incipient, mild kidney failure, but this was under control. There had been no further seizures of shortness of breath. 1 year ago · Dortmund, Germany",https://ground.news/interest/welt
Republic World,Lean Right,Prayers Pour in for Pope Francis as He Remains in Critical Condition After 'Mild Kidney Failure,"The Vatican City: Prayers continue to pour in for Pope Francis as he remains critical after 'mild kidney' failure. The 88-year-old pontiff who is fighting double pneumonia and a complex lung infection, earlier showed signs of improvement, staying alert and responsive despite his 1 year ago · Mumbai, India",https://ground.news/interest/republic-world
NDTV,Lean Right,"Pope Francis Remains Critical, Has Developed ""Slight"" Kidney Issue","Pope Francis, battling double pneumonia, remains in a critical condition for a second day running and has shown an ""initial, slight insufficiency"" in his kidney function, the Vatican said on Sunday. 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
The Print,Lean Right,"Pope Francis in critical condition, Vatican says signs of 'mild' kidney failure","As the 88-year-old pontiff battles pneumonia in both his lungs, the Vatican said in a statement that the Pope continues to be 'vigilant and well-oriented'. 1 year ago · New Delhi, India",https://ground.news/interest/the-print
The Straits Times,Lean Right,Catholics pray for ailing Pope Francis at Sunday Mass,"Pope Francis, 88, was admitted to a hospital in Rome on Feb 14 with an infection that developed into pneumonia in both lungs. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
National Post,Lean Right,"Pope Francis alert, but still in critical condition with 'mild' kidney failure: Vatican","The morning after a respiratory crisis and blood transfusions, the Vatican said Pope Francis is conscious but still in critical condition. 1 year ago · Canada",https://ground.news/interest/national-post
