outlet,bias,headline,summary,ground_news_interest_url
adnamerica.com,Lean Right,"Attacker with New Orleans van visited the city twice before the bombing, according to the FBI","Shamsud-Din Jabbar, a 42-year-old veteran of the Texas Army, visited New Orleans and recorded videos of the French Quarter with Meta Smart Lenses 1 year ago",https://ground.news/interest/adnamericacom
n-tv.de,Lean Right,FBI investigates trips to Louisiana: Attacker spied on New Orleans with smart glasses,"Before the fatal drive in his pickup truck, the New Orleans attacker familiarized himself with the place. According to the FBI, the ex-soldier explored the nightlife district twice with smart glasses. The IS supporter's foreign travels are currently being investigated. 1 year ago",https://ground.news/interest/n-tvde
India Today,Lean Right,"New Orleans attacker visited city twice, recorded video with smart glasses: FBI",An FBI official revealed that Shamsud-Din Jabbar used Meta smart glasses to record the French Quarter and had travelled to Cairo and Canada before the attack. 1 year ago · India,https://ground.news/interest/india-today
Arutz Sheva,Lean Right,FBI: New Orleans attacker visited city twice in recent months,"FBI says that Shamsud-Din Jabbar, who carried out New Year’s Day attack in New Orleans, visited the city twice in the preceding months, using Meta smart glasses to record footage of the area. 1 year ago · Israel",https://ground.news/interest/arutz-sheva
El Universo,Lean Right,Attacker of New Orleans had recorded the street of the attack with smart glasses before the attack.,"The man accused of the attack that caused 14 deaths on a busy New Orleans street on New Year's had previously visited the city on apparent reconnaissance missions and recorded the place using camera-equipped glasses, the FBI revealed this Sunday. 1 year ago",https://ground.news/interest/el-universo
El Mundo,Lean Right,The New Orleans attacker had recorded the street of the attack with smart glasses,"The man accused of the attack that caused 14 deaths on a busy New Orleans street on New Year's had previously visited the city on apparent missions of... 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
Australian Financial Review,Lean Right,"New Orleans attacker surveyed area using Meta smart glasses, says FBI","Images from the glasses were among a trove of footage that federal authorities recovered showing the planning behind the New Year’s Day attack. 1 year ago · Sydney, Australia",https://ground.news/interest/australian-financial-review
Jyllands-Posten,Lean Right,FBI releases more information about suspect in New Orleans attack,"The main suspect visited New Orleans twice in the months leading up to the Bourbon Street attack on New Year's Eve, the FBI announced on Sunday, AFP news agency reported. Sham... 1 year ago · Aarhus, Denmark",https://ground.news/interest/jyllands-posten
9News,Lean Right,New Orleans attacker used Meta glasses to record the scene in advance,"The man who carried out an attack on Bourbon Street in New Orleans early New Year's morning visited the city twice in the months prior and used Meta smart glasses to film the street and plan out the attack, FBI New Orleans Special Agent in Charge Lyonel Myrthil said.The attacker, Shamsud-Din Jabbar, stayed at a rental home in New Orleans from October 30 for a few days, and during that time recorded video as he bicycled through the French Quarter… 1 year ago · Australia",https://ground.news/interest/9news
Washington Examiner,Lean Right,New Orleans terrorist planned NYE attack with prior visits and smart glasses,"Shamsud-Din Jabbar visited the sight of his New Year’s Day terrorist attack in New Orleans, Louisiana, twice before, scouting out the area with smart glasses, authorities said on Sunday. At a press conference, Deputy Assistant Director Christopher Raia and Lyonel Myrthil, FBI special agent in charge of the New Orleans Field Office, released new details... The post New Orleans terrorist planned NYE attack with prior visits and smart glasses appea… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
The Epoch Times,Lean Right,"FBI Reveals New Details About New Orleans Terrorist Attack Suspect, Says He Traveled Overseas","The FBI released more details Sunday about the man who carried out the New Year’s Day terrorist attack in New Orleans that left 14 people dead, saying the suspect had traveled to Egypt in 2023. Shamsud-Din Jabbar, 42, traveled to Cairo, the capital of the country, from June 22 to July 3, 2023, before flying to Canada and returning to the United States days later, the FBI said in a news conference. He also made at least two visits to New Orleans … 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
The Center Square,Lean Right,"New Orleans attacker made scouting trips, international trips","(The Center Square) − Shamsud Din Jabbar made two scouting trips to New Orleans prior to his New Year's Day attack on Bourbon Street, the FBI says. 1 year ago · United States",https://ground.news/interest/the-center-square
News,Lean Right,Terrorist’s chilling act before deadly attack,Newly released FBI footage has revealed how the suspected New Orleans terrorist wore Meta smart glasses to scout out of the area before the New Year’s Day attack. 1 year ago,https://ground.news/interest/news_356a3f
La Tercera,Lean Right,FBI reports that responsible for the bombing in New Orleans would have visited the city twice in the months leading up to the attack,"New records have come to light these last few days of the deadly attack in New Orleans during the New Year's celebrations. Apparently the perpetrator, Texan Shamsud-Din Jabbar, would have visited the city during the previous months and used Meta's smart glasses to plan his attack.The information was shared by the FBI agent in New Orleans, Lyonel Myrthil, during a press conference held this Sunday, according to CNN.It seems that Shamsud-Din Jabba… 1 year ago · Chile",https://ground.news/interest/la-tercera
Reforma,Lean Right,Attacker visited New Orleans 2 times before and recorded scenes,"Former military officer who hit people on New Year's Eve and killed 14, visited New Orleans twice before the attack and recorded scenes, the FBI reported. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
The US Sun,Lean Right,How Nola terrorist scouted out city on bike in Meta glasses before killing 14,"NEW Orleans terrorist Shamsud-Din Jabbar visited the city twice in recent months and used Meta smart glasses to film Bourbon Street. The sadistic Texan appears to have scouted out the location he would carry out the sick attack and kill 14 innocent New Year revellers. RexShamsud-Din Jabbar killed 14 people in the horrific attack early on New Year’s Day[/caption] APJabbar was wearing Meta glasses during the attack, the FBI said[/caption] EPAMourn… 1 year ago · New York, United States",https://ground.news/interest/the-us-sun
TMZ,Lean Right,New Orleans Terrorist Used Meta Smart Glasses to Record Bourbon Street Months Prior,"The man responsible for the New Orleans terrorist attack used smart glasses to record the area where he would carry out his attack during a visit to the city in the months leading up to the deadly rampage ... authorities announced on Sunday. The… 1 year ago · Los Angeles, United States",https://ground.news/interest/tmz
New York Post,Lean Right,New Orleans ISIS terrorist Shamsud-Din Jabbar wore Meta-branded smart glasses during attack — and previously recorded trip to Big Easy with them,"The terrorist behind the savage New Year’s attack in New Orleans wore Meta-brand smart glasses as he drove through a crowd of revelers on Bourbon Street,... 1 year ago · New York, United States",https://ground.news/interest/new-york-post
OC Register,Lean Right,MAGA world swings and misses on NOLA,"The New Year’s Day terrorist attack in New Orleans by an Islamic extremist was horrific enough. More than a dozen people lost their lives and many more injured. 1 year ago · Orange County, United States",https://ground.news/interest/oc-register
The Free Press (Tampa),Lean Right,"New Orleans Terrorist Shamsud-Din Jabbar Used Meta Smart Glasses To Plan Attack, FBI Releases Video","The New Year’s Eve attack in New Orleans, which claimed 14 lives and injured 35 others, was reportedly planned using Meta-brand smart glasses. Shamsud-Din Jabbar, the suspected terrorist, was seen wearing the glasses during a bicycle tour of the French Quarter in October, suggesting that… New Orleans Terrorist Shamsud-Din Jabbar Used Meta Smart Glasses To Plan Attack, FBI Releases Video 1 year ago · Tampa, United States",https://ground.news/interest/the-free-press-tampa
Crooks and Liars,Far Left,Fox Hosts Outraged Biden Gave Soros Same Award As Limbaugh,"Fox News host Guy Benson, Rachel Campos-Duffy, and Charlie Hurt expressed outrage Sunday after President Joe Biden awarded the Medal of Freedom to people like Michael J. Fox, Hillary Clinton, George Soros, and Robert F. Kennedy. Biden's awards came years after former President Joe Biden gave right-wing radio host Rush Limbaugh the same medal. ""Some disparagement pouring in over President Biden's decision to award these Presidential Medals of F… 1 year ago · United States",https://ground.news/interest/crooksandliarscom
Arutz Sheva,Lean Right,Biden honors George Soros with medal,Joe Biden awards Presidential Medal of Freedom to Jewish megadonor George Soros. 1 year ago · Israel,https://ground.news/interest/arutz-sheva
The Sun,Lean Right,Michael J Fox among stars to receive the US' highest honour from Joe Biden,BACK to the Future star Michael J Fox is congratulated by outgoing President Joe Biden after getting the US’s highest civilian honour. Fox — Marty McFly in the 1985 time-travel caper — was given the Presidential Medal of Freedom at the White House. GettyBack to the Future star Michael J Fox is given the Presidential Medal of Freedom by outgoing President Joe Biden[/caption] The Mega AgencyActor Denzel Washington was also given the US’s highest c… 1 year ago · United Kingdom,https://ground.news/interest/the-sun_dd9bb3
Vancouver Sun,Lean Right,Burnaby's Michael J. Fox awarded U.S. Presidential Medal of Freedom,"The Canadian-American actor and Parkinson's advocate was recognized by U.S. President Joe Biden at a White House ceremony on Saturday 1 year ago · Vancouver, Canada",https://ground.news/interest/vancouver-sun
Frankfurter Allgemeine,Lean Right,President Biden honors celebrities and politicians,"President Joe Biden has awarded the prestigious “Medal of Freedom” for the last time. Among others, it was given to Anna Wintour, U2 star Bono, George Soros – and the 2.06 meter tall basketball player “Magic” Johnson. 1 year ago · Frankfurt, Germany",https://ground.news/interest/frankfurter-allgemeine
The Jewish Chronicle,Lean Right,Designer Ralph Lauren receives presidential medal of freedom,"Hillary Clinton, George Soros, Denzel Washington, Anna Wintour and Leo Messi were also honoured by President Biden 1 year ago",https://ground.news/interest/thejccom
