outlet,bias,headline,summary,ground_news_interest_url
Mondoweiss,Far Left,"Yes Elon Musk, you can be both a Zionist and a Nazi","Speaking at an AFD campaign rally this weekend, still reeling from the salute controversy, Musk reaffirmed his support for the party and urged Germans to move past “their guilt.” The historical and ideological affinities between Zionism and white supremacy run deep. 1 year ago",https://ground.news/interest/mondoweiss
Clarin,Lean Right,"Bill Gates left for Elon Musk for his support of the extreme German right: ""It's crazy""","“If someone is superintelligent, and he is, he should think about how he can help. But this is populist agitation,” the co-founder of Microsoft questioned. 1 year ago · Buenos Aires, Argentina",https://ground.news/interest/clarin_5fa6ca
Daily Express,Lean Right,Fury as Elon Musk urges Germany to 'move on' hours before Auschwitz anniversary,"Speaking virtually at the Halle gathering, Elon Musk shared the stage with AfD leader Alice Weidel, as the party sees a surge in popularity ahead of the election. 1 year ago · United Kingdom",https://ground.news/interest/daily-express
Observador,Lean Right,"Elon Musk, the chaotic","In the third episode of “The Richest Man in the World” we followed Kimbal's lead. Elon Musk's brother describes the businessman as someone prone to chaos. And, in fact, there is no shortage of examples. 1 year ago · Portugal",https://ground.news/interest/observador
brusselssignal.eu,Lean Right,Musk weighs in via video at German party AfD’s conference,US tech billionaire Elon Musk has appeared in a video call at the election campaign kick-off of the Alternative for Germany Party (AfD)… 1 year ago · Belgium,https://ground.news/interest/brusselssignaleu
The Telegraph,Lean Right,Late AfD surge threatening to spoil party for German poll front-runner,"In the home town of the man poised to become Germany’s next chancellor, there is a whiff of nervous excitement in the air. 1 year ago · London, United Kingdom",https://ground.news/interest/the-telegraph
News,Lean Right,‘F*** him’: Aussie celeb leads Elon backlash,"Australian celebrity Ethan Marrell, known for “Ozzy Man Reviews” videos that attract millions of views, sparked controversy on the weekend by selling his Tesla to protest Elon Musk’s political views. 1 year ago",https://ground.news/interest/news_356a3f
n-tv.de,Lean Right,Criticism after AfD performance: Musk's statements trigger anger and fear in Poland and Israel,"Elon Musk speaks at the AfD election campaign opening. The Germans must leave behind ""the guilt of the past"". Poland's head of government Donald Tusk finds clear words about this - Chancellor Olaf Scholz answers him. 1 year ago",https://ground.news/interest/n-tvde
DNyuz,Lean Right,Elon Musk Tells German Far-Right To Get Over ‘Past Guilt’,"Tech billionaire Elon Musk addressed a rally for the far-right Alternative for Germany (AfD) party on Saturday, urging attendees to move on from past guilt related to the country’s Nazi history. Newsweek has contacted Musk via an email to Tesla for comment. Why It Matters Musk’s remarks, delivered virtually at the event in Halle, Germany, were made alongside AfD leader Alice Weidel, less than a month before the country’s February 23 general elec… 1 year ago",https://ground.news/interest/dnyuz
The Media Line,Lean Right,Germany’s Identity at a Crossroads as Far-Right AfD Party Surges in Polls - The Media Line,Strong relations with Israel and a commitment to […] The post Germany’s Identity at a Crossroads as Far-Right AfD Party Surges in Polls appeared first on The Media Line. 1 year ago,https://ground.news/interest/the-media-line
Washington Examiner,Lean Right,Musk tells Germans to 'move beyond' past guilt in party speech - Washington Examiner,"Tesla CEO Elon Musk encouraged Germans to “move beyond” historical guilt in a speech to the right-wing Alternative fur Deutschland party. Musk’s public support for the AfD, which began last month, represents his latest international political venture. After previously hosting a space with the AfD candidate for chancellor, Alice Weidel, Musk took his support a step further by remotely speaking to a crowd of AfD supporters at their election campai… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
News18 India,Lean Right,'Move Beyond Past Guilt': Elon Musk Makes Surprise Appearance At German Far-Right Campaign Event,Elon Musk made a surprise appearance during Germany's AfD (Alternative fuer Deutschland) election campaign event in Halle in eastern Germany on Saturday. 1 year ago · India,https://ground.news/interest/news18-india
The Jewish Chronicle,Lean Right,Musk urges German far-right to move beyond ‘past guilt’ in AfD campaign appearance,"Tech billionaire tells German crowd: ‘It's good to be proud of German culture, German values’ 1 year ago",https://ground.news/interest/thejccom
GB News,Lean Right,Elon Musk makes surprise appearance at AfD event as he tells Germans there is 'too much focus on past guilt',"He said: “It’s good to be proud of German culture, German values, and not to lose that in some sort of multiculturalism that dilutes everything.” The billionaire added that “children should not be guilty of the sins of their parents, let alone their great grandparents.” 1 year ago · London, United Kingdom",https://ground.news/interest/gbnewscom
Arutz Sheva,Lean Right,Elon Musk: 'There is too much focus on past guilt',"Elon Musk delivered a surprise address at a rally for the far-right German party AfD, urging Germans 'to be proud of their values'. 1 year ago · Israel",https://ground.news/interest/arutz-sheva
LBC,Lean Right,Musk urges Germans to ‘stop focusing on past guilt’ as tens of thousands take to streets to protest far-right AfD,"Elon Musk made a surprise appearance at a rally for the German far-right party, urging Germans to ‘stop focusing on past guilt’ as tens of thousands took to the streets to protest against the party. 1 year ago · London, United Kingdom",https://ground.news/interest/lbc
Crooks and Liars,Far Left,Elon Musk Calls For Germany To 'Move Beyond' Nazi Guilt,"“There is too much focus on past guilt, and we need to move beyond that,” Musk told a rally for the far-right Alternative for Germany (AfD). 1 year ago · United States",https://ground.news/interest/crooksandliarscom
Neue Zürcher Zeitung,Lean Right,«Can you hear me?» Suddenly Alice Weidel welcomes Elon Musk in Saxony-Anhalt,"Between German flags, firewall debates and a live broadcast with Elon Musk, the AfD in Saxony-Anhalt is presenting itself as a party of awakening. 1 year ago · Zürich, Switzerland",https://ground.news/interest/neue-zurcher-zeitung
India Today,Lean Right,Elon Musk tells Germans to move beyond past guilt at far-right party rally,"Elon Musk, despite facing backlash, once again endorsed Germany's far-right AfD party, calling it the nation's “best hope”. His support sparked controversy, coinciding with mass anti-AfD protests across German cities. 1 year ago · India",https://ground.news/interest/india-today
Nikkei,Lean Right,Elon Musk gives unusual video speech at rally of German far-right party AfD,"[Berlin - Takeo Minami] American entrepreneur Elon Musk made a surprise appearance at an election rally held by the German far-right party Alternative for Germany (AfD) on the 25th. Having just spoken to party leader Weidel on X (formerly Twitter) in early January, Musk reaffirmed his support for the party ahead of the general election in February. Musk spoke via video link for a large AfD rally held in Halle, eastern Germany. Musk has built a c… 1 year ago · Japan",https://ground.news/interest/nikkei
Le Point.fr,Lean Right,Elon Musk makes a remarkable appearance at an AfD meeting in Germany,"The billionaire renewed his support for the German far-right party a few weeks before the early parliamentary elections. 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
Reforma,Lean Right,Musk Participates in Far Right Rally in Germany · Global Voices,"Elon Musk participated in a rally of the far-right AfD party in Germany, where there were also mobilizations against that formation. 1 year ago · Mexico City, Mexico",https://ground.news/interest/reformacom
Die Presse,Lean Right,“Elon can you hear me?” The AfD is campaigning with Musk and Kickl,"The tech billionaire will be joining the AfD's election campaign launch in Halle, eastern Germany. Herbert Kickl will also be making an appearance. It's about nothing less than saving Germany, they say. Meanwhile, there are fierce protests outside. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
NDTV,Lean Right,Elon Musk Appears On Video At German Far Right Campaign Event,"Elon Musk made a surprise appearance during Germany's AfD (Alternative fuer Deutschland) election campaign event in Halle in eastern Germany on Saturday, speaking publicly in support of the far right party for the second time in as many weeks. Addressing a hall of 4,500 people alongside party leader Alice Weidel, Musk spoke live via video link about preserving German culture and protecting the German people. ""It's good to be proud of German cult… 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
politika.rs,Lean Right,Musk addresses Alternative for Germany election rally,"American billionaire Elon Musk, who is also a close associate of US President Donald Trump, confirmed his support for the far-right Alternative for Germany (AfD) party in a video message today at the start of the election campaign for the parliamentary elections. 1 year ago · Belgrade, Serbia",https://ground.news/interest/politikars
Expressen,Lean Right,Musk shows up – at the far-right meeting,"The German far-right party AfD held a large campaign rally on Saturday. Then Elon Musk appeared on the link – and addressed the supporters. – The future of civilization can be decided by this election, he says. 1 year ago · Stockholm, Sweden",https://ground.news/interest/expressen
Svenska Dagbladet,Lean Right,Musk to AfD: Preserve German culture,"American tech billionaire Elon Musk vents his thoughts about the greatness of the German people when he appears at an election rally with the German far-right Alternative for Germany (AfD) party. 1 year ago · Stockholm, Sweden",https://ground.news/interest/svenska-dagbladet
Le Parisien,Lean Right,Elon Musk intervenes by videoconference at a meeting of the German extreme right party AfD,"In recent weeks, the billionaire, boss of Space X and Tesla and a supporter of Donald Trump, has regularly interfered in the domestic politics of European countries, especially Germany. 1 year ago · Paris, France",https://ground.news/interest/le-parisien
"La Nación, Grupo Nación",Lean Right,Elon Musk participates in German far right rally in full controversy by gesture compared to Nazi salute,"The billionaire Elon Musk gave his support on Saturday via video conference to the far-right AfD party at a rally in Germany, in full controversy after his controversial gesture during Donald Trump’s possession, compared to the Nazi greeting. “It’s okay to be proud of being German. They’re fighting for a radiant future for Germany,” declared the richest man in the world before, according to data from Alternative for Germany (AfD), some 4,500 sup… 1 year ago",https://ground.news/interest/la-nacion-grupo-nacion
EADaily,Lean Right,Scholz's policy is madness: Musk spoke at an AdG campaign event: EADaily,"EADaily, January 25th, 2025. The current German authorities are aggressively suppressing freedom of speech. This was announced today at the pre-election event of the right-wing Alternative for Germany (AfD) party in an online format by the owner of the social network X, American entrepreneur Elon Musk. 1 year ago",https://ground.news/interest/eadaily
Spectator UK,Lean Right,Elon Musk addresses AfD rally,"Elon Musk has just given his third public endorsement of the country’s far-right Alternative für Deutschland (AfD) party. 1 year ago · London, United Kingdom",https://ground.news/interest/spectator-uk
Welt,Lean Right,Federal election: ++ Elon Musk joins AfD election campaign launch – and talks about Julius Caesar ++ Live ticker,"Elon Musk speaks at the AfD election campaign launch in Halle an der Saale. The party must ""fight, fight, fight"". Robert Habeck warns Friedrich Merz against working with the AfD. The party has received another large donation of almost one million euros. All information in the live ticker. 1 year ago · Dortmund, Germany",https://ground.news/interest/welt
Frankfurter Allgemeine,Lean Right,Elon Musk catapults the AfD forward on X,"The AfD is gaining enormous reach on platform X. The development began with Musk's open support for the party. This raises the question of when support becomes manipulation. 1 year ago · Frankfurt, Germany",https://ground.news/interest/frankfurter-allgemeine
Le Point.fr,Lean Right,"DRC: In Kinshasa, Operation Dead City and protests against Western embassies","REPORTING. The Congolese capital was shaken by violent demonstrations, with attacks on several embassies, including that of France, denouncing the conflict in the East. 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
