outlet,bias,headline,summary,ground_news_interest_url
Just the News,Lean Right,Trudeau claims Canada will not 'back down' on the eve of US tariffs,"Trudeau, who previously met with Trump in Florida, claimed that Canada's capital of Ottawa would respond to the tariffs as necessary until the U.S. removed the taxes. 1 year ago · Washington, United States",https://ground.news/interest/justthenewscom
Seeking Alpha,Lean Right,Bitcoin to fall W/W as White House confirms Trump's tariff plans,1 year ago · United States,https://ground.news/interest/seeking-alpha
NDTV,Lean Right,"Canada PM Trudeau Says Tariff Response Will Be ""Forceful But Reasonable""","Prime Minister Justin Trudeau said that Canada's response will be ""forceful but reasonable"" if US decide to impose 25 per cent tariffs as threatened by President Donald Trump, The Globe and Mail reported. 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
India Today,Lean Right,From avocados to automobiles: How Trump's tariffs on Canada & Mexico could impact your wallet,"Trump’s tariffs risk retaliation, with Ontario threatening to ban U.S. alcohol. They also undermine the U.S.-Mexico-Canada Agreement, creating uncertainty for businesses despite promises of trade stability. Nothing is predictable with “Tariff Man.” 1 year ago · India",https://ground.news/interest/india-today
The Epoch Times,Lean Right,Trudeau Says Canada Ready for ‘Forceful’ Retaliation Against US Tariffs,"Canada stands ready to retaliate if U.S. President Donald Trump decides to impose tariffs on Feb. 1, Prime Minister Justin Trudeau says. “We’re ready with a response, a purposeful, forceful but reasonable, immediate response,” Trudeau said in Toronto before a Jan. 31 meeting of the Council on Canada-U.S. Relations. The prime minister’s remarks come a day after Trump told reporters in the White House he would follow through with his tariff threat… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
Globo,Lean Right,"Trump tariffs: Canada warns that the US will depend on oil from Venezuela, and Mexico sees 'strategic error'","The American president stated that he will tax imports from both countries at 25% starting this Saturday. Consulting estimates a loss of US$ 200 billion in American GDP One day after American President Donald Trump said that he will apply 25% tariffs on Mexican and Canadian products starting this Saturday, the main trading partners of the United States reacted. 'Protect our country': Trump renews threat of generalized tariffs on imports Sign of… 1 year ago · Brazil",https://ground.news/interest/globo
News18 India,Lean Right,Trump Tariffs On Mexico And Canada Could Land This Weekend; Here Are Some Goods In Crosshairs,President Donald Trump said this week that tariffs on U.S. neighbors Canada and Mexico will arrive Saturday. 1 year ago · India,https://ground.news/interest/news18-india
teleSUR,Far Left,"Sheinbaum: ""Mexico maintains permanent dialogue with the US on migration""","The president of Mexico, Claudia Sheinbaum, reported this Friday that there is a table of constant dialogue with the US government to address critical issues such as migration, security and human rights, under the principles of sovereignty and bilateral cooperation. Her statements respond to the recent statements of former President Donald Trump, highlighting that Mexico has contingency plans for any future scenario. READ ALSO: The US imposes a … 1 year ago",https://ground.news/interest/telesurtvnet
El Financiero,Lean Right,"Sheinbaum responds to Trump: ‘We have plan A, B and C’ for their tariffs","President Claudia Sheinbaum leads her ‘morning’ conference on Friday, January 31, 2025 from the National Palace.Sheinbaum responds to Trump on tariff threatPresident Sheinbaum started the conference with a response on Donald Trump’s threat to impose tariffs on Mexico starting on Saturday, February 1, and said that the Mexican government is prepared for any scenario. “We have plan A, plan B and plan C for what the US government decides,” said the… 1 year ago · Mexico",https://ground.news/interest/el-financiero
The Straits Times,Lean Right,"Trudeau says Canada would respond to US tariffs, warns of tough times to come",Canada sends 75 per cent of all its goods and services exports to the US. Read more at straitstimes.com. 1 year ago · Singapore,https://ground.news/interest/the-straits-times_9bb9e6
