outlet,bias,headline,summary,ground_news_interest_url
NHK World,Lean Right,"CIA Director: ""Trump Administration's intelligence support suspension expected to resume""","[NHK] CIA Director Ratcliffe said the Trump administration will provide Ukraine with not only military assistance but also intelligence support. 1 year ago · Tokyo, Japan",https://ground.news/interest/nhk-world
読売新聞オンライン,Lean Right,Yomiuri Shimbun’s Kurashige Wins Vaughn-Uyeda Prize for Ukraine Coverage,"Yomiuri Shimbun Correspondent Yumiko Kurashige, 42, in Rome has been named one of two winners of the 2024 Vaughn-Uyeda Memorial International Journalistic Prize, given to recognize outstanding international reporting, the Japan Press Research Institute announced Wednesday. 1 year ago · Japan",https://ground.news/interest/_3899b7
abc,Lean Right,"The troops of Ukraine, blinded on the front line after the suspension of U.S. intelligence.","The U.S. government has frozen in the last two days the supply of weapons and the exchange of intelligence with Kiev. Trump’s reprisals continue after the confrontation with Zelenski in the Oval Office. It is still unclear the full scope of the measure, which was initially anticipated as selective: it would only affect attacks inside Russia. But, later, a Ukrainian source told Sky News that Washington had “interrupted the exchange of all informa… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
NDTV,Lean Right,"After Military Aid, US Halts Intelligence Sharing On Russia With Ukraine","After halting all military aid, the United States has also paused intelligence-sharing with war-torn Ukraine, piling pressure on Ukrainian President Volodymyr Zelensky to cooperate with his US counterpart Donald Trump in convening peace talks with Russia. The Trump administration has halted ""everything,"" including data about targets inside Russia, hindering Ukraine's ability to carry out effective long-range drone strikes, sources privy to the m… 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
Observador,Lean Right,White House hails Zelensky's “step forward” despite taking a “step back” in supporting Ukraine,"Despite the advances made this Wednesday in the talks between representatives of the USA and Ukraine, the day was marked by the confirmation of the suspension of the exchange of information between the two countries. 1 year ago · Portugal",https://ground.news/interest/observador
La Tercera,Lean Right,United States suspends intelligence exchange with Ukraine,"The U.S. has decided to stop sharing intelligence with Ukraine, officials quoted by the Financial Times said.This important cooperation since the beginning of the war allows the Ukrainian army to identify Russian targets and carry out deep attacks.This is a pillar of Ukraine's defense that Donald Trump has decided to freeze.The U.S. president had already decided on Tuesday to suspend military aid to Ukraine.This measure was very important for th… 1 year ago · Chile",https://ground.news/interest/la-tercera
Neue Zürcher Zeitung,Lean Right,The US also restricts intelligence information for Kiev,"Ukrainian President Wolodimir Selenski has managed to find a more relaxed relationship with Donald Trump. However, according to the CIA director, Washington has limited its intelligence cooperation. 1 year ago · Zürich, Switzerland",https://ground.news/interest/neue-zurcher-zeitung
The Epoch Times,Lean Right,"US Has Paused Ukraine Intelligence Sharing Cooperation, CIA Director Says","CIA Director John Ratcliffe confirmed Wednesday that the Trump administration ordered a halt to intelligence cooperation with Ukraine, after the administration halted all military aid to the country. “President [Donald] Trump had a real question about whether President Zelenskyy was committed to the peace process,” Ratcliffe said on Wednesday morning during an interview with Fox News, referring to a statement that Trump made last week after a pu… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
teleSUR,Far Left,U.S. suspends intelligence exchange with Ukraine,"This measure could significantly restrict the Ukrainian Army’s ability to launch attacks on Russian territory, as it is the greatest aid Kiev has received since 2022. Amid tensions between the new Donald Trump administration and European nations, especially with Ukraine, whom it intends to pressure from all possible quarters to accept a treaty ending the war with Russia; the US government has suspended the exchange of intelligence information wi… 1 year ago",https://ground.news/interest/telesurtvnet
"La Nación, Grupo Nación",Lean Right,The aftermath of the Trump-Zelenski altercation: Washington Stops Sharing Intelligence with Ukraine · Global Voices,"Washington, the United States “paused” the exchange of intelligence with Ukraine, after the meeting of the leaders of both countries in the White House, said on Wednesday CIA director John Ratcliffe. Presidents Donald Trump and Volodimir Zelenski had a public discussion in the Oval Hall last week that triggered the suspension of Washington’s military aid to Kiev. Ratcliffe confirmed that the exchange of intelligence with Ukraine, key to confront… 1 year ago",https://ground.news/interest/la-nacion-grupo-nacion
