outlet,bias,headline,summary,ground_news_interest_url
El Mundo,Lean Right,British Justice Condemns Six Members of a Russian Spy Network · Global Voices,"Six Bulgarian citizens face long prison sentences for their proven involvement in a ""high-level spying"" network operating in different countries... 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
Український мілітарний портал,Lean Right,Three Bulgarian Nationals Were Spying In EU For Russia,Three Bulgarian citizens suspected of secretly collaborating with Russia have been convicted of espionage. 1 year ago,https://ground.news/interest/_36bd62
NOS,Lean Right,Three Bulgarians found guilty of espionage for Russia in London,"A British court jury found three Bulgarians guilty of espionage for a Russian intelligence service. Police investigations show that they collected information in several European countries about journalists, diplomats, Ukrainian soldiers and other people who would be seen as enemies by the Kremlin. As a result, they endangered the lives of those people, according to the complaint. The three Bulgarians, two women (33 and 30) and a man (39), lived… 1 year ago · Netherlands (Kingdom of the)",https://ground.news/interest/nos_4ae905
Dagens Nyheter.,Lean Right,"Spy trio sentenced in Britain: ""Like something you'd see in a spy novel""","Three Bulgarians who spied for Russia have been convicted in a British court, the BBC reports. Police describe the case as “one of the largest” foreign intelligence operations in Britain ever. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
abc,Lean Right,Convicted 'Minions' gang: United Kingdom sentencing three Bulgarian citizens for spying on Russia,"The United Kingdom Justice has declared this Friday guilty of spying for Russia on three Bulgarian citizens arrested in September 2023 in what the British Police has already classified as ""one of the largest"" foreign intelligence operations. It is Vanya Gaberova, Katrin Ivanova and Tihomir Ivanchev , all of them between 30 and 39 years old and members of a group that, between 2020 and 2023, secretly monitored journalists and an American military… 1 year ago · Spain",https://ground.news/interest/abc_0c202e
Die Presse,Lean Right,Espionage for Russia: Guilts at trial in London,"Two women and a man from Bulgaria are said to have spied on behalf of ex-Wirecard board member Jan Marsalek. One of the defendants should seduce a Russia-critical journalist. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
n-tv.de,Lean Right,Client Jan Marsalek?: London court condemns Bulgarians for espionage for Russia,"Two women and a man from Bulgaria spy for Russia in Britain and other European countries. A court in London condemns them for this. The sentence follows. In the trial, a wanted, suspected spy of the Kremlin plays a role: Jan Marsalek. 1 year ago",https://ground.news/interest/n-tvde
Welt,Lean Right,London: Three defendants found guilty in the Marsalek spy trial,"They probably acted on behalf of ex-Wirecard board member Jan Marsalek: Two women and a man from Bulgaria were convicted of espionage in London, endangering life and national security. 1 year ago · Dortmund, Germany",https://ground.news/interest/welt
The Straits Times,Lean Right,Wirecard fugitive Jan Marsalek: from financial fraudster to Russian spymaster?,"LONDON - Jan Marsalek, the Wirecard executive who went on the run five years ago after the dramatic implosion of the German payments company, was a Russian spy directing espionage operations across Europe, according to British authorities. Read more at straitstimes.com. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
Frankfurter Allgemeine,Lean Right,Agents sentenced by Jan Marsalek's spy ring for Moscow,"In London, the criminal court sentenced three Bulgarians who had been espionage for Russia – including in Germany. Their alleged leader was the fugitive Wirecard billion fraudist Jan Marsalek. 1 year ago · Frankfurt, Germany",https://ground.news/interest/frankfurter-allgemeine
Daily Express,Lean Right,Six Bulgarians guilty of spying for Russia in UK,"This 'treasure trove' led to the convictions of Katrin Ivanova, 33, Vanya Gaberova, 30, and Tihomir Ivanchev, 39 , after 'one of the biggest spying investigations' in decades. 1 year ago · United Kingdom",https://ground.news/interest/daily-express
LBC,Lean Right,Three Bulgarians convicted of being part of 'one of largest' Russian spy rings ever found in UK,"Three Bulgarian nationals have been found guilty for their involvement in one of the ""largest and most complex"" Russian spy operations to be uncovered on UK soil. 1 year ago · London, United Kingdom",https://ground.news/interest/lbc
The Telegraph,Lean Right,Tech boss is Russian spymaster who has led cells across Europe ... and is now on the run,"Jan Marsalek, embroiled in a world of private armies, secret documents and surveillance, is now one of Interpol’s most wanted men 1 year ago · London, United Kingdom",https://ground.news/interest/the-telegraph
The Epoch Times,Lean Right,Trump Threatens to Impose New Sanctions on Russia Until Peace Agreement Reached With Ukraine,"President Donald Trump is touting a manufacturing turnaround as he doubles down on his tariff policies. Questions remain over how massive layoffs will impact jobs numbers in the coming months. Foreign affairs analyst Harley Lippman joins us to discuss Trump’s latest moves on Ukraine and the pressure on Hamas to release all hostages. What does the State Department say about foreign nationals who appear to support Hamas and other terrorist groups?… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
Washington Examiner,Lean Right,Trump threatens new sanctions and tariffs on Russia - Washington Examiner,"President Donald Trump on Friday threatened to put additional sanctions and tariffs on Russia in a push to get Moscow to the negotiating table to end the war in Ukraine. The president’s comment comes after several weeks of remarks and attitudes that appeared to demonstrate a friendlier posture toward Moscow and Russian President Vladimir Putin. “Based on the fact that Russia is absolutely ‘pounding’ Ukraine on the battlefield right now, I am str… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
The Blade,Lean Right,"Trump weighs new sanctions on Russia, days after pausing intel sharing with Ukraine","WASHINGTON — President Donald Trump said Friday he is “strongly considering” levying new sanctions and tariffs on Russia for its war against Ukraine, floating the possibility of new pressure on Moscow just days after he ordered a pause on U.S. military assistance and intelligence sharing with Kyiv. 1 year ago · Toledo, United States",https://ground.news/interest/the-blade
