outlet,bias,headline,summary,ground_news_interest_url
Le Point.fr,Lean Right,"Flames advance in Los Angeles, evacuation order in Hollywood","Los Angeles and its county are affected by fires that have destroyed tens of thousands of hectares. A situation that should last until Friday. 1 year ago · Paris, France",https://ground.news/interest/le-pointfr
Times Live,Lean Right,"Celebrities lose homes, flee as Los Angeles fires spread","A home reportedly belonging to Hollywood actors Leighton Meester and Adam Brody was one of more than 1,000 buildings destroyed by wildfires raging across Los Angeles, including a blaze that started on Wednesday in the Hollywood Hills. 1 year ago · Johannesburg, South Africa",https://ground.news/interest/times-live
NHK World,Lean Right,"Wildfires near Los Angeles spread, 5 dead, over 1,100 buildings destroyed","[NHK] Wildfires near Los Angeles in the United States continue to spread in multiple places, with at least five people killed and more than 1,100 buildings destroyed so far... 1 year ago · Tokyo, Japan",https://ground.news/interest/nhk-world
Jyllands-Posten,Lean Right,"Hollywood evacuated: ""This is an order to leave the area immediately""","People staying in the heart of Hollywood in the American metropolis of Los Angeles have been ordered to leave the area. The Los Angeles Fire Department in California reported this, according to news agency... 1 year ago · Aarhus, Denmark",https://ground.news/interest/jyllands-posten
The Straits Times,Lean Right,Los Angeles wildfires: An evacuation disaster was years in the making in the Palisades,"“What happened in the last 24 hours was not unforeseeable,” said a representative. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
India Today,Lean Right,"Adam Brody, Paris Hilton lose homes to Los Angeles wildfires, celebs evacuate","Wildfires raging in and around Los Angeles have destroyed the homes of several celebrities, including Leighton Meester, Adam Brody and Paris Hilton among others. 1 year ago · India",https://ground.news/interest/india-today
Arutz Sheva,Lean Right,Israeli actress Noa Tishby evacuated from her home due to Los Angeles fires,"Israeli actress and activist Noa Tishby says she was evacuated from her home in Los Angeles as wildfires continue to rage in the area: I am speechless and following the news, like everyone else. 1 year ago · Israel",https://ground.news/interest/arutz-sheva
DNyuz,Lean Right,Harrison Ford gets escorted by police to check on his Brentwood home as fires rage across Los Angeles,"Harrison Ford got help from the Los Angeles Police Department to check on his Brentwood, Calif., home as wildfires across the city continued to wreak havoc on homes. The “Indiana Jones” star was photographed speaking to the officers and being escorted in an LAPD vehicle to his property on Wednesday. Ford appeared stoic as he was seen in the driver’s seat of his SUV, as well as inside a cop car. At one point, the Oscar-nominated actor, 82, was s… 1 year ago",https://ground.news/interest/dnyuz
9News,Lean Right,How celebrities and the entertainment industry have been hit by the LA fires,"Wildfires that are burning in and around Los Angeles have burned several celebrities' homes and forced stars including Mark Hamill, Mandy Moore and James Woods to evacuate.Cary Elwes and Paris Hilton are among the stars who said they had lost homes in the Palisade fire.California firefighters are battling wind-whipped fires tearing across the area, destroying homes, clogging roadways as tens of thousands fled and straining resources as the fires… 1 year ago · Australia",https://ground.news/interest/9news
La Tercera,Lean Right,"Uncontrolled fires affect Los Angeles and force 80,000 people to evacuate, including Hollywood stars","Four active firebulbs are triggering chaos in Los Angeles County in the state of California. The strong winds affecting the city on the west coast of the United States are causing fire to spread at an alarming rate, putting thousands of people at risk. Up to now, there are two casualties. It is believed that the fires started at 6:15 a.m. on Tuesday in the Woodley community, as early as 6:56 a.m. the fire had spread to the communities of Hurst, … 1 year ago · Chile",https://ground.news/interest/la-tercera
teleSUR,Far Left,"Uncontrolled forest fires leave two dead in Southern California, USA.","There is a large number of casualties among residents of the area who did not evacuate. Los Angeles County authorities in the state of California reported this Wednesday of a forest fire razing around that city of the United States (U.S.) and reported two deaths so far. READ ALSO: Forest fire is advancing uncontrolled in California, USA. County fire chief Anthony Marrone said there is ""a large number of significant injuries among residents who d… 1 year ago",https://ground.news/interest/telesurtvnet
El Financiero,Lean Right,Celebrities Affected by Fires in California: From Guillermo del Toro to Adam Sandler,"A devastating forest fire in Los Angeles, focused on Pacific Palisades, forced the evacuation of thousands of people, including several Hollywood celebrities such as Mexican director Guillermo del Toro, Mark Hamill, Mandy Moore and James Woods.Firefighters in California face extreme conditions when fighting the fires, which are rapidly advancing driven by strong winds, which have destroyed houses.According to reports, fire has been out of contro… 1 year ago · Mexico",https://ground.news/interest/el-financiero
Australian Financial Review,Lean Right,‘It has never been like this.’ Aussies tell of LA fire devastation,"Australians living in Los Angeles say the catastrophic fires reminded them of experiences back home, so they knew what to do when the infernos threatened their neighbourhoods. 1 year ago · Sydney, Australia",https://ground.news/interest/australian-financial-review
Globo,Lean Right,"Celebrities flee fires near Los Angeles, and Hollywood cancels events","Dozens of homes were consumed by flames in the luxurious community of Pacific Palisades, where celebrities live in mansions located on hills. Actors, musicians and other celebrities are among the tens of thousands of people affected by fires that have consumed communities surrounding Los Angeles, in the United States, since Tuesday. The entertainment capital was surrounded by various focuses, which led to the cancellation of Hollywood events, su… 1 year ago · Brazil",https://ground.news/interest/globo
7NEWS Australia,Lean Right,Two killed as out-of-control wildfires ravage LA,"Officials have ordered 70,000 people to flee their homes. 1 year ago · Australia",https://ground.news/interest/7news-australia
Nikkei,Lean Right,"Los Angeles wildfires, Hollywood declares major disaster","[Silicon Valley - Nakafuji Rei] On the 8th, a wildfire broke out near Los Angeles, California, in the western United States, and the affected area expanded, with evacuation orders being issued to 70,000 people. At least five people were killed, and a new wildfire broke out near Hollywood in the evening. Extreme dryness due to global warming caused by climate change, coupled with strong winds, have made firefighting efforts difficult. It is unusu… 1 year ago · Japan",https://ground.news/interest/nikkei
El Universo,Lean Right,"Celebrities Flee Fires in Los Angeles and Hollywood Cancel galas, previews and awards","Actors, musicians and celebrities are among the tens of thousands of people affected by the fires that, since Tuesday, are carbonizing communities around Los Angeles. 1 year ago",https://ground.news/interest/el-universo
Observador,Lean Right,"Kamala Harris, Mark Hamill or Mandy Moore: celebrity mansions in Los Angeles evacuated due to the fireworks","Fire broke out in one of the most luxurious neighborhoods in Los Angeles and forced the evacuation of the homes of several celebrities, including TV and movie actors and the Vice President of the United States. 1 year ago · Portugal",https://ground.news/interest/observador
Fox Business,Lean Right,Los Angeles area college campuses shut down as wildfires spread,"Some colleges and universities in the Los Angeles area shut down their campuses on Wednesday as multiple wildfires continue to rage in the region, consuming homes and businesses.The California Institute of Technology (Caltech) closed its campus in Pasadena except for all nonessential operations and canceled classes due to the nearby Eaton Fire. School officials said the only people allowed on the premises were essential staff, emergency responde… 1 year ago · United States",https://ground.news/interest/fox-business
Washington Times,Lean Right,Celebrities among thousands evacuated amid Palisades fire,"The Pacific Palisades fire has engulfed at least 2,920 acres in Los Angeles County, requiring thousands to evacuate, including several celebrities who live in the area. 1 year ago · United States",https://ground.news/interest/washington-times
Bangkok Post,Lean Right,"Hydrants run dry in LA fire battle, residents urged to save water","LOS ANGELES (UNITED STATES) - People living all over Los Angeles were urged Wednesday to conserve water after hydrants ran dry as major wildfires erupted around the city. 1 year ago · Bangkok, Thailand",https://ground.news/interest/bangkok-post
News18 India,Lean Right,"California Wildfires: Two Dead, Thousands Without Power; Homes Of Several Celebs On Fire",California Wildfires Latest: There are three major fires that ripped through the Los Angeles area. 1 year ago · India,https://ground.news/interest/news18-india
Irish Independent,Lean Right,"Wildfires rage across California as two dead and over 1,000 LA structures destroyed","Massive wildfires have torn across the Los Angeles area, destroying more than 1,000 structures and killing at least two people. 1 year ago · Ireland",https://ground.news/interest/independentie
