outlet,bias,headline,summary,ground_news_interest_url
Washington Times,Lean Right,Judge stops DOJ from releasing names of FBI agents who worked Jan. 6 cases,"A federal judge Friday stopped the Justice Department from publicly listing FBI officials involved in cases related to the Jan. 6, 2021, Capitol attack. 1 year ago · United States",https://ground.news/interest/washington-times
The Epoch Times,Lean Right,Trump Says He Will ‘Quickly and Surgically’ Fire Some FBI Agents,"President Donald Trump on Feb. 7 said that some of the FBI agents who worked on cases related to the Jan. 6, 2021, breach of the U.S. Capitol will be fired. “I’ll fire some of them, because some of them were corrupt,” he said during a press conference in Washington. “I have no doubt about that.” The FBI recently turned over information about agents who worked on Jan. 6 cases to the U.S. Department of Justice (DOJ), complying with an order from a… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
DNyuz,Lean Right,Judge Orders U.S. to Keep Secret a List of F.B.I. Officials Who Worked on Jan. 6 Cases,"A federal judge on Friday ordered the Trump administration to keep confidential a list of F.B.I. agents and employees who worked on investigations into rioters from the Jan. 6, 2021, attack on the Capitol. The Trump administration had consented to the text of the temporary restraining order after negotiations with lawyers for two groups of anonymous F.B.I. agents and employees who had filed lawsuits earlier this week to block any release of the … 1 year ago",https://ground.news/interest/dnyuz
The Free Press (Tampa),Lean Right,Justice Department Agrees To Withhold Names Of FBI Agents Involved In Jan. 6 Investigation,"The Justice Department has agreed not to publicly release the names of FBI agents who worked on the now-closed investigation into the January 6, 2021, attack on the U.S. Capitol, according to a court order filed Friday. The decision comes after a legal challenge by… Justice Department Agrees To Withhold Names Of FBI Agents Involved In Jan. 6 Investigation 1 year ago · Tampa, United States",https://ground.news/interest/the-free-press-tampa
Crooks and Liars,Far Left,Judge Clips 'Squishy' DOJ Lawyer For Refusal To Guarantee FBI Agents' Privacy,U.S. District Judge Jia M. Cobb snapped at an attorney for President Donald Trump's Department of Justice (DOJ) who could not guarantee that a list of FBI agents who worked on Jan. 6 cases [...] 1 year ago · United States,https://ground.news/interest/crooksandliarscom
Globo,Lean Right,FT: Donald Trump administration plans to retain less than 300 USAID employees,Trump applauds efforts to shut down international development agency 1 year ago · Brazil,https://ground.news/interest/globo
The Rio Times,Lean Right,USAID Restructuring Aims to Redirect Billions from Global NGOs to Domestic Needs,"The United States Agency for International Development (USAID) is undergoing a significant transformation, with plans to reduce its workforce from over 10,000 employees to just 294. This move is part of a broader effort to reevaluate how the U.S. allocates its foreign aid budget. Historically, this budget has funneled billions of dollars to various non-governmental […] 1 year ago · Brazil",https://ground.news/interest/the-rio-times
romaniatv.net,Lean Right,"The layoffs that scandalized the whole world: out of 10,000 employees, only 294 will remain","Huge scandal after Donald Trump decimated USAID. Sources cited by the New York Times and international press agencies show that the few USAID employees spared from layoffs work in health and humanitarian assistance programs. The article Layoffs that scandalized the whole world: out of 10,000 employees, only 294 will remain appears first on Romania TV. 1 year ago",https://ground.news/interest/romaniatvnet
Malay Mail,Lean Right,"US media: Trump administration to lay off almost 10,000 USAID staff, leaving fewer than 300 employees and sparking backlash","WASHINGTON, Feb 7 — The Trump administration plans to reduce the number of staff at the US government’s giant humanitarian agency USAID to fewer than 300 people from more than 10,000, the New York Times reported yesterday. The staff who remain include employees who specialise in health and humanitarian assistance, the Times said, citing three people with knowledge of the plans who spoke on the condition of anonymity. Two unions representing USAI… 1 year ago · Selangor, Malaysia",https://ground.news/interest/malay-mail
Frankfurter Allgemeine,Lean Right,USAID employee reports on her dismissal,"Anna Sophia Katomski worked with HIV drugs at USAID. Now Trump has put the organization on ice for 90 days. It is effectively a dismissal, says Katomski - and a nightmare for thousands of infected people in Africa. 1 year ago · Frankfurt, Germany",https://ground.news/interest/frankfurter-allgemeine
Welt,Lean Right,USAID: Only 300 employees remain – Trump administration winds down development aid agency,"Donald Trump describes the work of the US development agency USAID as a waste of tax money under the leadership of radical ""lunatics"". In a previously unprecedented move, the USA is now releasing almost all of its development workers. 1 year ago · Dortmund, Germany",https://ground.news/interest/welt
Dagens Nyheter.,Lean Right,Brutal dismantling of USAID goes ahead,"The Trump administration has laid out its plan to dismantle the US aid agency USAID, the world's largest aid donor. The workforce of 8,000 is to be just under 300, AP reports citing sources at the agency. 1 year ago · Stockholm, Sweden",https://ground.news/interest/dagens-nyheter
New York Post,Lean Right,"Trump admin slashes USAID’s 10,000-people workforce to less than 300: reports","The Trump administration cut the US Agency for International Development’s workforce to the bone Thursday, reducing the embattled agency’s global staff from 10,000 people down to less than 300. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
Svenska Dagbladet,Lean Right,Dismantling of USAID continues,"The Trump administration has outlined its plan to dismantle the US aid agency USAID, the world's largest aid donor. The staff of 8,000 will be reduced to just under 300, the AP reports, citing sources at the agency. 1 year ago · Stockholm, Sweden",https://ground.news/interest/svenska-dagbladet
Republic World,Lean Right,US Mass Layoffs: Trump Administration Plans to Slash USAID Jobs Worldwide,"Washington: The Trump administration presented a plan Thursday to dramatically cut staffing worldwide for U.S. aid projects as part of its dismantling of the US Agency for International Development, leaving fewer than 300 workers out of thousands.Two current USAID employees and o 1 year ago · Mumbai, India",https://ground.news/interest/republic-world
Washington Times,Lean Right,"Trump plan would cut nearly all USAID jobs, officials say","The Trump administration presented a plan Thursday to dramatically cut staffing worldwide for U.S. aid projects as part of its dismantling of the U.S. Agency for International Development, leaving fewer than 300 workers out of thousands. 1 year ago · United States",https://ground.news/interest/washington-times
India Today,Lean Right,Trump plans to slash almost all US aid agency jobs barring a fraction: Report,"Only 294 staff at the agency out of 10,000 USAID employees would be allowed to keep their jobs, including only 12 in the Africa bureau and eight in the Asia bureau. 1 year ago · India",https://ground.news/interest/india-today
Nikkei,Lean Right,Trump's USAID cull hands China the upper hand in Southeast Asia,"Dien Luong is a visiting fellow with the media, technology and society program of the ISEAS-Yusof Ishak Institute in Singapore and a doctoral student 1 year ago · Japan",https://ground.news/interest/nikkei
n-tv.de,Lean Right,"Media on Trump's clear-cutting: 300 of 10,000 USAID employees keep their jobs","The bloodletting at the US agency for development assistance could be even more massive than feared. Media reports that fewer than 300 employees are to keep their jobs. Currently, all 10,000 employees have been furloughed by the Trump administration. 1 year ago",https://ground.news/interest/n-tvde
The Straits Times,Lean Right,"Trump administration to keep only 294 USAid staff out of over 10,000 globally: Sources","USAid employed more than 10,000 people around the world, two-thirds of them outside the US. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
Just the News,Lean Right,"Trump admin to reduce USAID jobs from over 10,000 to 290: Report","Sources told the New York Times that the jobs remaining will include employees who specialize in health and humanitarian assistance. 1 year ago · Washington, United States",https://ground.news/interest/justthenewscom
Fox Business,Lean Right,"US economy added 143,000 jobs in January, below expectations","The U.S. economy added jobs at a slower pace than expected in January, as the Federal Reserve remains in a holding pattern for interest rate cuts as it evaluates the labor market and inflation data. 1 year ago · United States",https://ground.news/interest/fox-business
The Straits Times,Lean Right,US job growth slowed in January after 2024 downward revision,"Non-farm payrolls increased by 143,000 in January after a revised 307,000 gain in December. 1 year ago · Singapore",https://ground.news/interest/the-straits-times_9bb9e6
Le Figaro,Lean Right,United States: fewer jobs created than expected in January but unemployment fell to 4%,"Only 143,000 jobs were created last month, less than analysts' consensus. 1 year ago · Paris, France",https://ground.news/interest/le-figaro
New York Post,Lean Right,US adds 143K jobs in January in hiring slowdown; unemployment drops to 4%,"US employers added 143,000 jobs in January in a substantial slowdown from the month before after the Federal Reserve hinted at few interest rate cuts this year, and wildfires and snowstorms stifled some industries. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
Il Sole 24 Ore,Lean Right,"USA: new jobs in January are lower than estimated, economists concerned","Lower than estimated employment report, in the United States. Last month, 143,000 jobs (excluding the agricultural sector) were created compared to the previous month, while analysts waited... 1 year ago · Milan, Italy",https://ground.news/interest/il-sole-24-ore
Washington Times,Lean Right,"U.S. employers added just 143,000 jobs last month, jobless rate slips to 4% to start the year","U.S. employers added just 143,000 jobs last month, but the jobless rate slipped to 4% to start 2025 and the government revised November and December payrolls higher. 1 year ago · United States",https://ground.news/interest/washington-times
Svenska Dagbladet,Lean Right,Fewer new U.S. jobs than expected,"Fewer jobs than expected were created in the U.S. labor market in January. On the other hand, unemployment is now falling. 1 year ago · Stockholm, Sweden",https://ground.news/interest/svenska-dagbladet
Just the News,Lean Right,January labor report shows slowdown in jobs added to U.S. economy,"The January unemployment rate was 4%, down slightly from 4.1% in December 1 year ago · Washington, United States",https://ground.news/interest/justthenewscom
Yeshiva World News,Lean Right,"Trump Revokes Biden’s Security Clearance, Echoes “You’re Fired”","President Trump revokes Biden’s security clearance & access to classified information. “JOE, YOU’RE FIRED. MAKE AMERICA GREAT AGAIN!” 1 year ago",https://ground.news/interest/yeshiva-world-news
Observador,Lean Right,Donald Trump continues the wave of retaliation and withdraws security authorization from Joe Biden,President of the United States assumed that act was a response to a similar action that his predecessor had taken when he assumed the presidency. Trump accuses Biden of having a “poor memory” and of not being trustworthy. 1 year ago · Portugal,https://ground.news/interest/observador
The US Sun,Lean Right,Trump tells Biden 'you're fired' as he halts his security clearance as payback,"PRESIDENT Donald Trump has told Joe Biden “YOU’RE FIRED” after halting his access to daily intelligence briefings as revenge for the ex-president doing the same to him four years prior. Trump slammed the Democrat bumbler on his Truth Social platform, saying there was “no need” for him to “continue receiving access to classified information”. AFPDonald Trump attends his trial for allegedly covering up hush money payments linked to extramarital af… 1 year ago · New York, United States",https://ground.news/interest/the-us-sun
India TV News,Lean Right,Biden won't have access to government secrets anymore: Trump's payback for former president's 2021 act,"Trump's payback to Biden: In what can be termed a payback from US President Donald Trump, the new US administration in its latest move is set to revoke former President Joe Biden's access to government secrets. It would end the daily intelligence briefings that Biden receives. In a post on social media, the US President accused Biden of setting a precedent in 2021 by instructing the Intelligence Community to stop him (Trump) from accessing detai… 1 year ago · India",https://ground.news/interest/india-tv-news
Daily Express,Lean Right,'Joe you're fired' Donald Trump gets brutal revenge on Biden,"Joe Biden did the same thing to Mr Trump in 2021, saying his ""erratic"" behaviour should prevent him from getting the intel briefings. 1 year ago · United Kingdom",https://ground.news/interest/daily-express
Die Presse,Lean Right,"""Joe, you're fired: Trump takes Biden out of security clearance","The new US president wants to prevent his democratic predecessor from having access to secret information. 1 year ago · Vienna, Austria",https://ground.news/interest/die-presse
Le Parisien,Lean Right,"""Joe, you're fired!"": Trump withdraws Biden's access to classified confidential information","Former U.S. presidents have traditionally benefited from intelligence briefings, even after leaving office 1 year ago · Paris, France",https://ground.news/interest/le-parisien
Frankfurter Allgemeine,Lean Right,Liveblog USA under Trump: Biden to lose security clearance – INTELLI.NEWS,"Trump asks Musk to review the Pentagon budget +++ Israel welcomes sanctions against the International Criminal Court +++ US Senate confirms Russell Vought as budget director +++ all the latest news in the live blog Source link: https://www.faz.net/aktuell/politik/usa-unter-trump/liveticker-usa-unter-donald-trump-biden-soll-sicherheitsfreigabe-verlieren-faz-19444916.html Author: Publish date: 2025-02-08 03:42:00 Copyright for syndicated content b… 1 year ago · Frankfurt, Germany",https://ground.news/interest/frankfurter-allgemeine
Republic World,Lean Right,"You’re Fired': in Tit-For-Tat Move, Trump Revokes Biden's Security Clearance","US President Donald Trump has announced the revocation of Joe Biden ’s security clearance, blocking his access to intelligence briefings. Trump justified the decision by referring to Biden’s 2021 move to deny him similar access after taking office.  In a post on Truth Social, 1 year ago · Mumbai, India",https://ground.news/interest/republic-world
Globo,Lean Right,Trump says he revoked Joe Biden's access to sensitive information,"The possibility of continuing to receive certain information was “a courtesy accorded to former presidents,” Trump wrote in Truth Social 1 year ago · Brazil",https://ground.news/interest/globo
La Tercera,Lean Right,"“Joe, you’re fired”: Trump revokes access to classified information to Biden","U.S. President Donald Trump announced this Friday that he will “immediately” revoke access to classified information from U.S. intelligence reports to former U.S. intelligence officer Joe Biden (2021-2025). “It is not necessary for Joe Biden to continue to have access to classified information. Therefore, we are immediately revoking Joe Biden’s security clearances, and stopping his daily intelligence briefings,” said the tycoon on the social net… 1 year ago · Chile",https://ground.news/interest/la-tercera
Washington Times,Lean Right,Trump says he revoked Biden’s security clearance,"President Trump said late Friday that he would bar his predecessor, President Biden, from receiving intelligence briefings traditionally given to former presidents, saying that Mr. Biden could not be trusted with sensitive information because a special counsel report concluded he had a ""poor memory."" 1 year ago · United States",https://ground.news/interest/washington-times
El Mundo,Lean Right,Trump 'comes' from Biden and puts an end to his access to classified information,"Trump puts an end to Biden's access to classified information US President Donald Trump announced this Friday that he will revoke access to classified information... 1 year ago · Madrid, Spain",https://ground.news/interest/el-mundo
n-tv.de,Lean Right,"""Joe, you're fired"": Trump wants to withdraw security clearance from Biden","U.S. President Trump deprives his predecessor Biden of access to sensitive military information. In a statement, the Republican makes it clear that this is an act of revenge. He adds, ""Joe, you're fired."" 1 year ago",https://ground.news/interest/n-tvde
Expressen,Lean Right,"Trump's new tough move against Biden - ""got fired""","Donald Trump revokes predecessor Joe Biden's security clearance. He will also fire some FBI agents who investigated the storming of Congress in which five people died. Trump has also decided to fire several people on the board of the Kennedy Center. ""We will soon announce a new board, with a fantastic chairman - Donald J Trump!"", Trump writes on social media. 1 year ago · Stockholm, Sweden",https://ground.news/interest/expressen
Washington Examiner,Lean Right,Trump restricts Biden's access to classified information - Washington Examiner,"President Donald Trump revoked former President Joe Biden’s access to classified information, according to a Truth Social announcement. While former presidents have historically been given post-presidency classified intelligence briefings, Biden took the unprecedented move in February 2021 of revoking the privilege for Trump, citing his “erratic behavior.” Four years later, Trump returned the favor. “There is no need for Joe Biden to continue re… 1 year ago · Washington, United States",https://ground.news/interest/washington-examiner
NDTV,Lean Right,"""Joe, You're Fired"": Trump Revokes Biden's Security Clearances","US President Donald Trump said Friday he was revoking Joe Biden's security clearance, ending his predecessor's right to receive intelligence briefings after leaving office. ""There is no need for Joe Biden to continue receiving access to classified information,"" Trump said on his Truth Social network. ""Therefore, we are immediately revoking Joe Biden's Security Clearances, and stopping his daily Intelligence Briefings."" In a reference to the catc… 1 year ago · New Delhi, India",https://ground.news/interest/ndtv
Just the News,Lean Right,"Trump pulls Biden's security clearance, ending access to classified documents","""There is no need for Joe Biden to continue receiving access to classified information,"" Trump wrote on Truth Social. ""Therefore, we are immediately revoking Joe Biden’s Security Clearances, and stopping his daily Intelligence Briefings."" 1 year ago · Washington, United States",https://ground.news/interest/justthenewscom
New York Post,Lean Right,Trump is ‘immediately revoking’ Biden’s security clearance and access to daily intelligence briefings: ‘He set this precedent’,"“There is no need for Joe Biden to continue receiving access to classified information,” Trump wrote in a Truth Social Post. 1 year ago · New York, United States",https://ground.news/interest/new-york-post
India Today,Lean Right,"Trump revokes Biden's security clearances: Joe, you're fired","Donald Trump announced he is revoking Joe Biden’s security clearance, ending his access to classified information and intelligence briefings. Trump declared the decision on Truth Social, stating, “Joe, you’re fired.” 1 year ago · India",https://ground.news/interest/india-today
Le Figaro,Lean Right,Trump announces removing Biden's access to classified information,"Donald Trump announced Friday, February 7, withdrawing the right of his predecessor Joe Biden to access classified confidential information,... 1 year ago · Paris, France",https://ground.news/interest/le-figaro
The Epoch Times,Lean Right,"Trump Revokes Biden’s Security Clearance, Bars Him From Intelligence Briefings","WASHINGTON—President Donald Trump on Feb. 7 announced that he was revoking former President Joe Biden’s security clearance and stopping his access to daily intelligence briefings, an entitlement of most former presidents. Biden, when he took office in 2021, revoked Trump’s access to classified information and daily intelligence briefings, citing the events of Jan. 6, 2021—where Trump’s supporters stormed the U.S. Capitol and disrupted the certif… 1 year ago · New York, United States",https://ground.news/interest/the-epoch-times
DNyuz,Lean Right,France opens probe into Musk’s X over algorithm,"French investigators have opened a probe into social media platform X over allegations that the company owned by billionaire Elon Musk manipulated its algorithm, the Paris public prosecutor’s office said on Friday. In a written response to POLITICO, the prosecutor’s office said the investigation followed a “report from a member of parliament dated January 12, 2025, denouncing biased algorithms in the operation of X as likely to have distorted th… 1 year ago",https://ground.news/interest/dnyuz
Observador,Lean Right,2. German court requires social network “X” to clarify possible electoral manipulation,"Elon Musk publicly expressed support for the far-right AfD party through the “X” platform. Still, Zelensky wants to meet Trump before the American president goes to Moscow. 1 year ago · Portugal",https://ground.news/interest/observador
